"","type","variable","obs","pred"
"5378...18762","calibration","P retention",18,21.3954493729668
"6676...18763","calibration","P retention",14,17.8502719674863
"3797...18764","calibration","P retention",47,42.0622182098718
"6526...18765","calibration","P retention",27,32.7167489670272
"7394...18766","calibration","P retention",21,26.1098641724304
"7560...18767","calibration","P retention",21,24.5228623984744
"7788...18768","calibration","P retention",14,19.7241994268519
"7979...18769","calibration","P retention",15,16.8528238725626
"4747...18770","calibration","P retention",39,39.1730237315503
"5755...18771","calibration","P retention",57,96.298545054567
"1324...18772","calibration","P retention",22,23.3979138766886
"4823...18773","calibration","P retention",46,49.3405265628375
"8521...18774","calibration","P retention",6,16.3204549100451
"5462...18775","calibration","P retention",30,31.4888198182397
"8250...18776","calibration","P retention",53,45.9878856673954
"7228...18777","calibration","P retention",22,23.2045112428201
"6030...18778","calibration","P retention",23,20.4562974637119
"8402...18779","calibration","P retention",11,10.364061311741
"5713...18780","calibration","P retention",15,14.9084057859856
"8164...18781","calibration","P retention",6,6.69044929193769
"5923...18782","calibration","P retention",11,19.4132717975108
"2042...18783","calibration","P retention",26,27.2681792395866
"3952...18784","calibration","P retention",8,14.4641801713982
"3810...18785","calibration","P retention",21,15.35180550116
"7977...18786","calibration","P retention",18,20.1856840138914
"6576...18787","calibration","P retention",76,67.3689250821913
"4809...18788","calibration","P retention",62,62.3122267121981
"3507...18789","calibration","P retention",16,11.7389051841614
"7882...18790","calibration","P retention",9,7.6276798773458
"1818...18791","calibration","P retention",18.242424242,14.4798660405031
"5379...18792","calibration","P retention",23,22.9315574418289
"2082...18793","calibration","P retention",23,30.5378039579942
"4288...18794","calibration","P retention",96,96.5699214773902
"5641...18795","calibration","P retention",56,54.9037342327745
"3960...18796","calibration","P retention",40,37.1727626866713
"6112...18797","calibration","P retention",79,77.2204432190938
"6553...18798","calibration","P retention",31,33.7999264447375
"6371...18799","calibration","P retention",40,45.0234998674522
"6425...18800","calibration","P retention",33,33.228492799357
"7175...18801","calibration","P retention",12,13.0956426140185
"1348...18802","calibration","P retention",26,24.6921125712836
"6378...18803","calibration","P retention",19,22.9415400151698
"7967...18804","calibration","P retention",21,24.6247801127839
"3915...18805","calibration","P retention",42,40.7857846851231
"3428...18806","calibration","P retention",23,23.1187874205384
"1264...18807","calibration","P retention",18,18.881685717453
"7658...18808","calibration","P retention",22,21.3200759836436
"6925...18809","calibration","P retention",16,12.3556714448718
"1458...18810","calibration","P retention",9.7238428627,3.19675256518329
"7124...18811","calibration","P retention",55,54.069666462089
"3406...18812","calibration","P retention",23,30.670716018973
"7255...18813","calibration","P retention",21,25.0517243165834
"5642...18814","calibration","P retention",61,61.9930643315206
"3823...18815","calibration","P retention",36,36.4957249431004
"1234...18816","calibration","P retention",19,16.8424661392206
"1360...18817","calibration","P retention",26,26.7560201508879
"1010...18818","calibration","P retention",41,34.6806984744251
"3580...18819","calibration","P retention",93,88.033929687758
"1948...18820","calibration","P retention",8,4.32175529581774
"966...18821","calibration","P retention",20,26.1788086501967
"5410...18822","calibration","P retention",21,26.6589739368035
"3442...18823","calibration","P retention",45,39.5937140842964
"954...18824","calibration","P retention",22,28.0309694193816
"1284...18825","calibration","P retention",17.054738562,21.9320822287883
"5653...18826","calibration","P retention",52,50.8754387091103
"5922...18827","calibration","P retention",11,16.4320672106741
"456","calibration","P retention",34,20.276621094826
"3945...18829","calibration","P retention",10,9.4728861730299
"5422...18830","calibration","P retention",18,20.4419157494268
"1004...18831","calibration","P retention",27,28.0297728644433
"6836...18832","calibration","P retention",23,29.7909813609453
"4066...18833","calibration","P retention",38,40.6331274376567
"1326...18834","calibration","P retention",20,21.4353911578196
"7781...18835","calibration","P retention",10,10.932150854672
"6404...18836","calibration","P retention",17,15.5729398595434
"7982...18837","calibration","P retention",16,19.2341267447281
"1748...18838","calibration","P retention",35,34.738880299939
"7353...18839","calibration","P retention",29,32.8313479342171
"6145...18840","calibration","P retention",11,17.8782516073565
"1232...18841","calibration","P retention",24,28.1191935412018
"7833...18842","calibration","P retention",61,56.1179125852359
"3396...18843","calibration","P retention",62,52.4722361293786
"4197...18844","calibration","P retention",7,10.6441977624321
"6372...18845","calibration","P retention",35,43.1817810856928
"1350...18846","calibration","P retention",24,25.6094513608628
"4584...18847","calibration","P retention",77,81.0703121392447
"4585...18848","calibration","P retention",53,63.9732705537262
"5625...18849","calibration","P retention",57,58.6740730315603
"6847...18850","calibration","P retention",35,45.1224574071054
"6434...18851","calibration","P retention",17,14.827992916325
"4825...18852","calibration","P retention",67,64.899742366576
"7299...18853","calibration","P retention",29,35.2771058079341
"4746...18854","calibration","P retention",24,26.8197000712405
"6450...18855","calibration","P retention",34,39.6752632462287
"3542...18856","calibration","P retention",63,57.9819869619141
"8517...18857","calibration","P retention",37,37.7335740597151
"5006...18858","calibration","P retention",16,18.4447674099677
"5521...18859","calibration","P retention",16,16.0711589877945
"8205...18860","calibration","P retention",16,15.2954782130402
"6554...18861","calibration","P retention",33,32.9974429688018
"4816...18862","calibration","P retention",66,66.4589616198084
"5835...18863","calibration","P retention",9,17.4483531277619
"5530...18864","calibration","P retention",68,64.0306080407291
"4602...18865","calibration","P retention",79,71.9909155155362
"6842...18866","calibration","P retention",64,29.4151191382635
"8234...18867","calibration","P retention",45,48.2190910528662
"2072...18868","calibration","P retention",15,16.9875043890481
"6170...18869","calibration","P retention",89,86.0750331946301
"3425...18870","calibration","P retention",19,22.3372812581978
"4122...18871","calibration","P retention",10,3.20869234638682
"4982...18872","calibration","P retention",68,64.0589027535482
"1386...18873","calibration","P retention",20.546034277,20.0450035225569
"5729...18874","calibration","P retention",47,37.7645802852878
"6700...18875","calibration","P retention",16,6.1269202767251
"1830...18876","calibration","P retention",19.01010101,23.5508623856297
"5708...18877","calibration","P retention",88,86.6125272966365
"3817...18878","calibration","P retention",27,27.0934029884242
"8346...18879","calibration","P retention",44,46.3134071040395
"5660...18880","calibration","P retention",65,54.9569271093908
"1438...18881","calibration","P retention",20.526106018,19.1557541128575
"6705...18882","calibration","P retention",10,10.4173326420019
"4592...18883","calibration","P retention",54,56.0753378587532
"7221...18884","calibration","P retention",42,45.3196444193028
"4645...18885","calibration","P retention",5,11.6496852334248
"3826...18886","calibration","P retention",18,7.76022635847866
"8375...18887","calibration","P retention",19,22.1349230632414
"1616...18888","calibration","P retention",28,33.2523436189647
"7669...18889","calibration","P retention",14,14.3385558066757
"6069...18890","calibration","P retention",55,50.4941165636076
"5534...18891","calibration","P retention",9,8.8912928767142
"7787...18892","calibration","P retention",15,17.8066685045212
"5570...18893","calibration","P retention",26,25.299066992485
"7257...18894","calibration","P retention",20,19.3432835374218
"8560...18895","calibration","P retention",46,45.5063731556049
"5709...18896","calibration","P retention",71,77.1506697361609
"7092...18897","calibration","P retention",92,73.9175453222066
"3424...18898","calibration","P retention",32,25.8454188256884
"6913...18899","calibration","P retention",26,28.059452687998
"1017","calibration","P retention",24,30.4342793860582
"7963...18901","calibration","P retention",22,23.5132561496788
"6072...18902","calibration","P retention",73,69.4502941511975
"6364...18903","calibration","P retention",39,45.2862126071861
"1804...18904","calibration","P retention",19.232323232,19.8067328990081
"4027...18905","calibration","P retention",19,13.7236530404667
"3409...18906","calibration","P retention",18,16.8231662305311
"5467...18907","calibration","P retention",28,39.8333298580073
"4219...18908","calibration","P retention",48,48.428801157942
"1008...18909","calibration","P retention",46,44.7482111945828
"6674...18910","calibration","P retention",12,16.8300068912458
"5423...18911","calibration","P retention",20,18.1869638484451
"1230...18912","calibration","P retention",22,23.3005830603039
"6972...18913","calibration","P retention",37,45.3435449319016
"4822...18914","calibration","P retention",91,78.6721080584488
"4170...18915","calibration","P retention",54,45.1477526891808
"1028...18916","calibration","P retention",18,21.5801690091665
"5730...18917","calibration","P retention",51,41.3121251701381
"1686...18918","calibration","P retention",18,22.9421248134455
"7944...18919","calibration","P retention",18,16.6015056053457
"8482...18920","calibration","P retention",26,22.3705723824027
"7263...18921","calibration","P retention",31,28.5351493588834
"7265...18922","calibration","P retention",26,25.9839327637306
"1242...18923","calibration","P retention",22,24.1424535342309
"5952...18924","calibration","P retention",38,38.0834550515013
"3405...18925","calibration","P retention",32,37.3416249303655
"1218...18926","calibration","P retention",18,23.6004215692264
"6381...18927","calibration","P retention",13,20.1278698778483
"8327...18928","calibration","P retention",16,19.5208462379506
"1006...18929","calibration","P retention",39,35.2055256950645
"7880...18930","calibration","P retention",9,6.18908130186017
"8329...18931","calibration","P retention",7,6.22110031609975
"1838...18932","calibration","P retention",19.111111111,20.1777696529427
"1672...18933","calibration","P retention",32,30.3957941266817
"7520...18934","calibration","P retention",15,7.86843459085278
"3729...18935","calibration","P retention",20,23.0284607133029
"6670...18936","calibration","P retention",32,39.0544770267569
"3517...18937","calibration","P retention",21,28.2220546182958
"7575...18938","calibration","P retention",15,13.2353127819889
"1314...18939","calibration","P retention",24.142156863,24.3236439544903
"6673...18940","calibration","P retention",21,19.3773531536163
"1514...18941","calibration","P retention",6.0209424084,0.65862888352401
"6401...18942","calibration","P retention",25,29.3605540605903
"8228...18943","calibration","P retention",13,12.0832103749903
"4595...18944","calibration","P retention",52,68.0473375054315
"6380...18945","calibration","P retention",14,17.8874836124343
"5419...18946","calibration","P retention",13,14.2462182955874
"1604...18947","calibration","P retention",18.828030608,17.4625057529163
"5968...18948","calibration","P retention",99,101.964081960532
"5569...18949","calibration","P retention",25,24.8873279778384
"7834...18950","calibration","P retention",61,59.3213123834966
"6409...18951","calibration","P retention",11,41.1508436917713
"2084...18952","calibration","P retention",14,23.7980626055376
"6102...18953","calibration","P retention",43,29.9586735896601
"5867...18954","calibration","P retention",30,29.08008202155
"7815...18955","calibration","P retention",51,47.4776841227258
"6270...18956","calibration","P retention",8,5.83594906511268
"5964...18957","calibration","P retention",94,97.4999269434189
"6680...18958","calibration","P retention",30,32.1484512679023
"6669...18959","calibration","P retention",29,35.0904914085544
"7284...18960","calibration","P retention",26,30.6415460488399
"2124...18961","calibration","P retention",26,26.8875810296309
"6351...18962","calibration","P retention",45,46.7975097211133
"5866...18963","calibration","P retention",28,28.2375509507826
"6490...18964","calibration","P retention",33,38.8748744326452
"6101...18965","calibration","P retention",42,34.7732115330949
"4596...18966","calibration","P retention",51,57.2314693494123
"6449...18967","calibration","P retention",43,46.9162763459451
"7310...18968","calibration","P retention",23,26.0141578535866
"7282...18969","calibration","P retention",22,25.271803490188
"4194...18970","calibration","P retention",12,11.9029272992266
"4499...18971","calibration","P retention",99,105.064462393613
"992...18972","calibration","P retention",27,27.9317824423875
"6448...18973","calibration","P retention",49,58.4237283760067
"6940...18974","calibration","P retention",14,14.2248948704698
"3421...18975","calibration","P retention",23,24.4235917439717
"1610...18976","calibration","P retention",17.539267016,20.1673442493625
"7583...18977","calibration","P retention",49,59.7998859252818
"4164...18978","calibration","P retention",50,40.3654633418975
"5513...18979","calibration","P retention",10,12.7402818138566
"1014...18980","calibration","P retention",22,26.1398963982125
"7234...18981","calibration","P retention",16,10.0610291502421
"2122...18982","calibration","P retention",25,32.7889049062063
"4080...18983","calibration","P retention",30,43.466137537929
"4500...18984","calibration","P retention",99,104.960219139995
"4597...18985","calibration","P retention",52,46.0198153963516
"7288...18986","calibration","P retention",28,29.6081381213215
"6011...18987","calibration","P retention",35,32.1907750000203
"7790...18988","calibration","P retention",24,29.3131600849578
"8194...18989","calibration","P retention",20,15.9005445187025
"7615...18990","calibration","P retention",16,25.5338479574664
"3389...18991","calibration","P retention",13,14.9540239982755
"3444...18992","calibration","P retention",65,57.9644004016426
"3423...18993","calibration","P retention",22,17.2941991046535
"5611...18994","calibration","P retention",55,53.2548648405929
"7104...18995","calibration","P retention",82,73.6844715715395
"5531...18996","calibration","P retention",11,10.3404508703456
"7608...18997","calibration","P retention",47,45.886795740524
"1580...18998","calibration","P retention",16.55255739,15.3927894907755
"4195...18999","calibration","P retention",10,9.0106497407128
"7340...19000","calibration","P retention",21,19.1443248847825
"5387...19001","calibration","P retention",16,17.0725293769358
"3393...19002","calibration","P retention",67,53.2107848317995
"7177...19003","calibration","P retention",10,9.35369665738012
"1868...19004","calibration","P retention",18.04040404,21.2016789933886
"5380...19005","calibration","P retention",19,19.6317199597293
"2130...19006","calibration","P retention",51,46.1333667115467
"1266...19007","calibration","P retention",19,22.5507735336644
"964...19008","calibration","P retention",19,24.6623663068701
"3403...19009","calibration","P retention",11,10.7304245538244
"2060...19010","calibration","P retention",22,33.5032542948613
"7958...19011","calibration","P retention",14,11.2975292867347
"934...19012","calibration","P retention",15,13.6466850566416
"6382...19013","calibration","P retention",9,13.0472726941661
"5699...19014","calibration","P retention",16,13.5874149875295
"2044...19015","calibration","P retention",26,29.5914814465602
"4015...19016","calibration","P retention",8,7.27515255765329
"1440...19017","calibration","P retention",21.123953766,21.0387300206901
"1498...19018","calibration","P retention",25.583266291,26.6148406696363
"7984...19019","calibration","P retention",13,16.2231112393637
"4832...19020","calibration","P retention",55,55.6691185361543
"8211...19021","calibration","P retention",9,9.18062159429541
"1944...19022","calibration","P retention",9,10.1657870365864
"8483...19023","calibration","P retention",34,34.9219047003935
"4972...19024","calibration","P retention",34,36.2192339988595
"1496...19025","calibration","P retention",25.744167337,24.4919896874606
"1000...19026","calibration","P retention",24,21.0887384458301
"2112...19027","calibration","P retention",27,36.9254885375874
"1747","calibration","P retention",33,33.3783143223072
"3726...19029","calibration","P retention",25,24.9221717279483
"7921...19030","calibration","P retention",16,18.4085146904531
"3438...19031","calibration","P retention",25,20.9336959532833
"3431...19032","calibration","P retention",17,19.3475704153643
"6942...19033","calibration","P retention",14,11.6065444599545
"5512...19034","calibration","P retention",12,18.1044418507292
"3402...19035","calibration","P retention",15,16.3374527051483
"4359...19036","calibration","P retention",38,39.9638893068268
"4274...19037","calibration","P retention",10,25.5253370058907
"1162...19038","calibration","P retention",18,21.6844181330373
"3656...19039","calibration","P retention",74,69.2181849489813
"5403...19040","calibration","P retention",18,25.4019002931781
"1352...19041","calibration","P retention",26,27.9235641408225
"3392...19042","calibration","P retention",29,30.5165965860514
"5418...19043","calibration","P retention",12,10.7827401917865
"6015...19044","calibration","P retention",23,24.343725837776
"7778...19045","calibration","P retention",6,8.95885918078401
"1744...19046","calibration","P retention",32,29.1316688333333
"4498...19047","calibration","P retention",99,96.9913702362455
"4226...19048","calibration","P retention",21,21.3794028364543
"6436...19049","calibration","P retention",12,8.18250436968054
"6358...19050","calibration","P retention",40,47.6260438544927
"4835...19051","calibration","P retention",74,65.9396113181822
"5576...19052","calibration","P retention",16,18.531799517573
"7399...19053","calibration","P retention",26,32.4541688386595
"5829...19054","calibration","P retention",22,18.9870870760596
"912...19055","calibration","P retention",24,25.2531611247056
"1626...19056","calibration","P retention",44,34.5148633313979
"5129...19057","calibration","P retention",34,35.3865498339114
"7950...19058","calibration","P retention",14,16.3583038434436
"7202...19059","calibration","P retention",17,11.5216780230069
"7610...19060","calibration","P retention",30,38.9960350915145
"1364...19061","calibration","P retention",26,30.0268828749869
"3907...19062","calibration","P retention",23,33.1913544348239
"6697...19063","calibration","P retention",21,23.4818106439337
"5395...19064","calibration","P retention",16,18.5162724129806
"6491...19065","calibration","P retention",27,32.4877349860018
"3889...19066","calibration","P retention",61,65.5975046774943
"3543...19067","calibration","P retention",54,54.8963538505097
"3587...19068","calibration","P retention",69,63.117199838511
"3447...19069","calibration","P retention",32,34.0402355038513
"7940...19070","calibration","P retention",30,34.5636525298718
"5421...19071","calibration","P retention",15,18.3258552829538
"5463...19072","calibration","P retention",34,34.5345534658557
"7623...19073","calibration","P retention",20,27.9078728696301
"5572...19074","calibration","P retention",16,14.6257697715267
"6900...19075","calibration","P retention",13,13.8323524199639
"3391...19076","calibration","P retention",16,17.8028044177145
"6932...19077","calibration","P retention",18,14.8338723554005
"1228...19078","calibration","P retention",19,18.3187683809452
"7946...19079","calibration","P retention",18,18.5113290531629
"5411...19080","calibration","P retention",21,21.5357020652935
"6474...19081","calibration","P retention",45,45.4368533801187
"7665...19082","calibration","P retention",10,18.9438518697344
"4171...19083","calibration","P retention",54,47.8910923193875
"4834...19084","calibration","P retention",66,63.4136873426707
"5568...19085","calibration","P retention",50,29.6569187006898
"5845...19086","calibration","P retention",31,28.1932877303952
"5973...19087","calibration","P retention",19,24.4005028986412
"3746...19088","calibration","P retention",50,47.4120979109689
"5831...19089","calibration","P retention",12,15.9352493089373
"6892...19090","calibration","P retention",23,23.5675372585888
"4213...19091","calibration","P retention",14,22.0087780376906
"5942...19092","calibration","P retention",86,80.9571965135775
"1254...19093","calibration","P retention",16,18.8634033577626
"1256...19094","calibration","P retention",18,22.8622707188277
"4310...19095","calibration","P retention",82,70.746038029583
"5571...19096","calibration","P retention",21,19.7062269164711
"4060...19097","calibration","P retention",37,39.2895854300305
"6113...19098","calibration","P retention",37,50.4121752964704
"7888...19099","calibration","P retention",14,12.3113219445501
"6992...19100","calibration","P retention",29,34.5441628104884
"4057...19101","calibration","P retention",38,37.0410206210834
"1918...19102","calibration","P retention",25,33.5504281328199
"3777...19103","calibration","P retention",30,31.6838506901948
"7280...19104","calibration","P retention",20,20.4484823056716
"8489...19105","calibration","P retention",14,15.3035873833853
"7397...19106","calibration","P retention",26,26.4889672029036
"8232...19107","calibration","P retention",43,41.733293151961
"7606...19108","calibration","P retention",63,49.878739525091
"4234...19109","calibration","P retention",6,11.8408492627387
"8192...19110","calibration","P retention",21,15.7200795454427
"8568...19111","calibration","P retention",33,39.2897259048061
"5737...19112","calibration","P retention",47,50.7884705194013
"4007...19113","calibration","P retention",9,11.6884916283777
"3412...19114","calibration","P retention",11,19.9574022677543
"3771...19115","calibration","P retention",33,30.9894702520177
"5007...19116","calibration","P retention",16,16.5917270275144
"3955...19117","calibration","P retention",5,9.83294899587736
"7171...19118","calibration","P retention",22,33.4357011688872
"4558...19119","calibration","P retention",22,22.566968961638
"4833...19120","calibration","P retention",59,57.094889065657
"2110...19121","calibration","P retention",26,33.1444239994242
"6911...19122","calibration","P retention",27,30.9251286536556
"7217...19123","calibration","P retention",45,44.0269526640984
"5947...19124","calibration","P retention",90,101.299809033808
"4981...19125","calibration","P retention",67,61.9038899767176
"5060...19126","calibration","P retention",12,11.0130044761612
"8331...19127","calibration","P retention",7,11.6680937352353
"3745...19128","calibration","P retention",44,46.3178014849749
"7840...19129","calibration","P retention",32,31.1661963139501
"5404...19130","calibration","P retention",27,32.4046352510253
"7544...19131","calibration","P retention",45,41.4680888965615
"6146...19132","calibration","P retention",8,13.1528278151476
"4236...19133","calibration","P retention",71,67.9859771119463
"5514...19134","calibration","P retention",11,16.3627988463907
"7193...19135","calibration","P retention",15,15.2104286232932
"4638...19136","calibration","P retention",44,45.9877193811997
"6189...19137","calibration","P retention",7,14.8582924824794
"8252...19138","calibration","P retention",41,39.6155533124742
"7660...19139","calibration","P retention",31,30.723072233069
"7238...19140","calibration","P retention",14,11.5596324367711
"7802...19141","calibration","P retention",19,17.9902978855466
"7236...19142","calibration","P retention",16,9.64128724358604
"5385...19143","calibration","P retention",14,15.2221315335726
"6387...19144","calibration","P retention",21,25.9118833970023
"6447...19145","calibration","P retention",60,61.4193048608453
"6907...19146","calibration","P retention",38,38.0124145718406
"5827...19147","calibration","P retention",24,14.4676221413993
"6681...19148","calibration","P retention",24,25.0269061141532
"8012...19149","calibration","P retention",88,79.2087826917662
"8401...19150","calibration","P retention",10,10.2297339091788
"3946...19151","calibration","P retention",10,9.42492399948938
"8105...19152","calibration","P retention",99,98.37389808575
"3818...19153","calibration","P retention",24,22.3310579787529
"8557...19154","calibration","P retention",13,13.0553364840163
"6810...19155","calibration","P retention",98,92.6751000595163
"3772...19156","calibration","P retention",25,21.7763872706555
"3615...19157","calibration","P retention",94,78.5739244900105
"3954...19158","calibration","P retention",6,9.86674444368018
"4993...19159","calibration","P retention",19,20.9894764726121
"4610...19160","calibration","P retention",56,61.2987777241567
"8432...19161","calibration","P retention",44,50.5474859237436
"3437...19162","calibration","P retention",18,16.1017639180476
"4786...19163","calibration","P retention",95,98.5261193980891
"5731...19164","calibration","P retention",52,51.4159664204637
"6684...19165","calibration","P retention",12,13.0812506648753
"5872...19166","calibration","P retention",24,25.9675320806518
"4514...19167","calibration","P retention",59,59.9856039018452
"7587...19168","calibration","P retention",36,35.7517739981465
"3432...19169","calibration","P retention",14,16.1500630629613
"7617...19170","calibration","P retention",16,27.7964170212609
"4969...19171","calibration","P retention",42,38.8648019815894
"940...19172","calibration","P retention",20,23.3651696110497
"3420...19173","calibration","P retention",16,14.8773171205832
"5954...19174","calibration","P retention",42,37.1275633420047
"6996...19175","calibration","P retention",26,36.1399251796148
"1220...19176","calibration","P retention",17,21.3596153724159
"6013...19177","calibration","P retention",33,32.6840349279967
"6994...19178","calibration","P retention",29,38.5337722793322
"6693...19179","calibration","P retention",19,22.1089410026529
"8317...19180","calibration","P retention",7,6.30485621114501
"6081...19181","calibration","P retention",31,49.2149542043777
"3783...19182","calibration","P retention",24,24.7991360007629
"5894...19183","calibration","P retention",71,68.4330200732194
"3439...19184","calibration","P retention",24,19.5639204283269
"5402...19185","calibration","P retention",14,20.3954149588702
"5815...19186","calibration","P retention",15,14.7299303414592
"3995...19187","calibration","P retention",26,11.155475249151
"3824...19188","calibration","P retention",26,23.06147460655
"6407...19189","calibration","P retention",23,18.4508403407931
"3778...19190","calibration","P retention",21,25.6827379687836
"1382...19191","calibration","P retention",18.872060582,19.6265316630518
"8224...19192","calibration","P retention",11,15.0605760911091
"5381...19193","calibration","P retention",13,13.2755102033093
"1384...19194","calibration","P retention",22.080510163,20.0490523838462
"7965...19195","calibration","P retention",15,19.4451667801864
"1962...19196","calibration","P retention",8,6.5353964933231
"5868...19197","calibration","P retention",21,24.7499383486546
"8260...19198","calibration","P retention",60,54.2986124050677
"3773...19199","calibration","P retention",27,28.1308570667846
"5943...19200","calibration","P retention",79,74.0587176151388
"8468...19201","calibration","P retention",44,42.3472171679882
"7791...19202","calibration","P retention",20,26.0701990809043
"7613...19203","calibration","P retention",10,18.5636927107221
"998...19204","calibration","P retention",30,30.6634438599999
"1970...19205","calibration","P retention",12,10.7639865552157
"3617...19206","calibration","P retention",47,40.1664088057835
"8545...19207","calibration","P retention",21,27.5216207673811
"4594...19208","calibration","P retention",68,74.4623069460595
"4622...19209","calibration","P retention",50,41.3399254159741
"7671...19210","calibration","P retention",12,9.37026019466651
"3780...19211","calibration","P retention",23,20.2530642986099
"4987...19212","calibration","P retention",84,75.4592785609139
"1136...19213","calibration","P retention",20,24.3564295156572
"3978...19214","calibration","P retention",28,24.8288555721162
"4612...19215","calibration","P retention",60,58.0575129443303
"3633...19216","calibration","P retention",84,73.7467380243601
"5465...19217","calibration","P retention",46,40.2149442448534
"1412...19218","calibration","P retention",7.2538860104,6.95127695356248
"3697...19219","calibration","P retention",23,30.1106717648776
"1892...19220","calibration","P retention",6,7.03138443451569
"6064...19221","calibration","P retention",62,58.1175388906471
"4971...19222","calibration","P retention",40,40.5635641565595
"6199...19223","calibration","P retention",10,13.7498424131226
"7242...19224","calibration","P retention",14,12.2849039396917
"6352...19225","calibration","P retention",46,47.8627205939562
"4069...19226","calibration","P retention",26,31.5396741449038
"3540...19227","calibration","P retention",32,74.8732602161094
"6843...19228","calibration","P retention",58,30.6800129837328
"7816...19229","calibration","P retention",36,36.4524245653357
"3922...19230","calibration","P retention",42,44.7478358059464
"8198...19231","calibration","P retention",16,16.2999425893227
"6026...19232","calibration","P retention",23,17.3787133046418
"2098...19233","calibration","P retention",2,8.44099602718633
"6708...19234","calibration","P retention",25,25.6451096492407
"6896...19235","calibration","P retention",15,15.2046960213383
"4815...19236","calibration","P retention",57,58.6034276111329
"6838...19237","calibration","P retention",22,29.6293440950167
"7619...19238","calibration","P retention",16,26.1745743514732
"4148...19239","calibration","P retention",31,31.7907092412796
"4278...19240","calibration","P retention",22,5.53311154932107
"4131...19241","calibration","P retention",30,34.3276298058249
"3813...19242","calibration","P retention",28,26.3862143248754
"6549...19243","calibration","P retention",79,72.7550902877901
"5384...19244","calibration","P retention",12,13.0882583578147
"4330...19245","calibration","P retention",72,58.7545962624787
"5424...19246","calibration","P retention",14,12.8561268962162
"6085...19247","calibration","P retention",59,53.0351542198971
"6546...19248","calibration","P retention",34,36.7131905193414
"910...19249","calibration","P retention",23,26.6865090678088
"6958...19250","calibration","P retention",50,47.1775672767376
"5598...19251","calibration","P retention",19,23.0922113127498
"7230...19252","calibration","P retention",15,14.1802394490689
"6898...19253","calibration","P retention",12,14.2005105350256
"7782...19254","calibration","P retention",10,9.62804671145691
"6422...19255","calibration","P retention",18,16.0105537363813
"4704...19256","calibration","P retention",52,88.4031570364119
"6804...19257","calibration","P retention",11,13.8998237570008
"6944...19258","calibration","P retention",9,6.18600974826382
"3926...19259","calibration","P retention",14,20.6730130934667
"4785...19260","calibration","P retention",90,84.5351326516487
"5932...19261","calibration","P retention",66,67.4208121198886
"4214...19262","calibration","P retention",16,17.3419651530837
"5633...19263","calibration","P retention",60,59.7358300147015
"4028...19264","calibration","P retention",14,10.3477854202712
"6696...19265","calibration","P retention",8,9.66759172927227
"1194...19266","calibration","P retention",30,34.8935749789388
"952...19267","calibration","P retention",20,24.313973731031
"4151...19268","calibration","P retention",8,1.43794899553788
"6169...19269","calibration","P retention",86,82.0511090616236
"4621...19270","calibration","P retention",47,41.3385401270601
"4613...19271","calibration","P retention",67,60.193578603599
"3443...19272","calibration","P retention",42,49.660259419193
"6586...19273","calibration","P retention",6,5.85237682028101
"7937...19274","calibration","P retention",12,10.2442676153268
"8014...19275","calibration","P retention",26,21.2989758346335
"6894...19276","calibration","P retention",20,19.6219082480402
"5075...19277","calibration","P retention",10,1.71975552954229
"6071...19278","calibration","P retention",42,42.6147576094065
"8333...19279","calibration","P retention",14,19.3130268469265
"6998...19280","calibration","P retention",25,30.8808305093421
"2086...19281","calibration","P retention",5,6.73784207343388
"8174...19282","calibration","P retention",19,15.4644318984088
"6933...19283","calibration","P retention",7,8.95023468095507
"5643...19284","calibration","P retention",41,43.4875414024662
"5662...19285","calibration","P retention",54,52.5794903608484
"3616...19286","calibration","P retention",50,44.1639234594092
"4794...19287","calibration","P retention",81,71.1292281452776
"5616...19288","calibration","P retention",97,97.1732653081066
"7651...19289","calibration","P retention",10,12.9433165466618
"6484...19290","calibration","P retention",23,26.1780484248125
"4329...19291","calibration","P retention",91,78.0517952070239
"6489...19292","calibration","P retention",43,35.6928827102159
"1208...19293","calibration","P retention",15,22.7296774227096
"4646...19294","calibration","P retention",10,11.9569742540537
"6063...19295","calibration","P retention",59,58.002877380817
"7675...19296","calibration","P retention",9,5.26720165972861
"8345...19297","calibration","P retention",38,38.610830646396
"6065...19298","calibration","P retention",65,55.6124512289186
"4166...19299","calibration","P retention",53,47.1295547373058
"6082...19300","calibration","P retention",71,65.4857898713574
"7366...19301","calibration","P retention",17,23.7733160285916
"8547...19302","calibration","P retention",23,25.3520893965648
"6739...19303","calibration","P retention",23,23.5122643667283
"6277...19304","calibration","P retention",16,20.6876667465609
"3422...19305","calibration","P retention",12,11.0202910743369
"8430...19306","calibration","P retention",31,39.9599515171254
"6421...19307","calibration","P retention",17,13.8557938219078
"5652...19308","calibration","P retention",37,43.1994835902349
"6807...19309","calibration","P retention",65,66.217664281799
"4783...19310","calibration","P retention",65,73.0383599735293
"7969...19311","calibration","P retention",8,10.1739513272166
"8215...19312","calibration","P retention",7,8.91186041283352
"6458...19313","calibration","P retention",71,60.6297095049469
"6403...19314","calibration","P retention",15,18.4599152139813
"7980...19315","calibration","P retention",8,9.61428447191732
"3732...19316","calibration","P retention",20,18.925610874397
"1674...19317","calibration","P retention",29,27.8546299006069
"5599...19318","calibration","P retention",17,20.4215261582739
"5489...19319","calibration","P retention",14,13.7739115219808
