"","type","variable","obs","pred"
"5492...21487","validation","P retention",14,14.4176285371767
"5458...21488","validation","P retention",22,27.135778880903
"8421...21489","validation","P retention",36,46.8626307020674
"5427...21490","validation","P retention",10,11.737151877112
"6717...21491","validation","P retention",21,18.4969033317531
"1774...21492","validation","P retention",21.737373737,21.4347223893633
"8196...21493","validation","P retention",18,16.1649191818666
"4828...21494","validation","P retention",31,36.49686038038
"5590...21495","validation","P retention",14,20.5981165744318
"5123...21496","validation","P retention",58,46.4469710837724
"4808...21497","validation","P retention",78,74.0959575956547
"3956...21498","validation","P retention",59,53.3899882995413
"4853...21499","validation","P retention",21,30.2685477739277
"6457...21500","validation","P retention",16,12.765700268699
"6202...21501","validation","P retention",9,25.1575397491419
"4308...21502","validation","P retention",67,67.5795764489995
"6345...21503","validation","P retention",36,35.9514134510414
"6224...21504","validation","P retention",54,61.9890513729515
"5715...21505","validation","P retention",11,5.00533765544251
"7496...21506","validation","P retention",61,59.3160707213404
"6309...21507","validation","P retention",70,61.9760847977847
"4752...21508","validation","P retention",87,85.2158484749942
"7226...21509","validation","P retention",21,16.70379994107
"3570...21510","validation","P retention",90,76.237251517994
"8319...21511","validation","P retention",8,12.4339029267831
"3763...21512","validation","P retention",71,75.9894539561587
"7464...21513","validation","P retention",59,43.6352096436008
"6375...21514","validation","P retention",22,23.6292780937401
"6796...21515","validation","P retention",24,34.9660206477533
"6580...21516","validation","P retention",22,20.1671421221156
"1554...21517","validation","P retention",21.586790173,20.4233733703271
"6854...21518","validation","P retention",22,23.2499506004936
"8555...21519","validation","P retention",14,13.2249551217915
"3690...21520","validation","P retention",15,28.8297537365516
"3834...21521","validation","P retention",49,45.7341945561583
"5426...21522","validation","P retention",6,6.7592340475402
"8101...21523","validation","P retention",96,84.7127147471215
"3636...21524","validation","P retention",0.01,2.10902534993136
"6730...21525","validation","P retention",77,67.6537405919802
"3575...21526","validation","P retention",85,67.4335970209632
"7554...21527","validation","P retention",18,22.3602564349721
"7956...21528","validation","P retention",8,9.86112404425761
"2030...21529","validation","P retention",38,42.0401035731556
"6262...21530","validation","P retention",2,0.933007129050505
"5340...21531","validation","P retention",50,67.9230383110555
"3511...21532","validation","P retention",44,79.9634251533108
"6395...21533","validation","P retention",23,23.7928750098465
"6827...21534","validation","P retention",84,107.506931977601
"7800...21535","validation","P retention",19,18.3486834707108
"7919...21536","validation","P retention",15,18.0478448226004
"4768...21537","validation","P retention",47,40.6744734463309
"4290...21538","validation","P retention",89,86.3370988800713
"4996...21539","validation","P retention",21,19.133979057452
"1684...21540","validation","P retention",26,29.3895773817962
"5542...21541","validation","P retention",54,51.1570870951474
"7535...21542","validation","P retention",20,21.3412696308681
"6164...21543","validation","P retention",85,79.555082191782
"6251...21544","validation","P retention",3,-5.35064213689265
"1676...21545","validation","P retention",29,25.1600238878627
"4983...21546","validation","P retention",85,67.6466715767409
"8341...21547","validation","P retention",30,30.9134498591658
"8063...21548","validation","P retention",46,34.262622185676
"4767...21549","validation","P retention",52,38.9315793686405
"892...21550","validation","P retention",25,27.7398274215469
"5974...21551","validation","P retention",10,13.7457132767906
"4573...21552","validation","P retention",85,83.1557727558341
"7143...21553","validation","P retention",4,11.9519391687198
"5628...21554","validation","P retention",79,67.8002545716508
"7988...21555","validation","P retention",11,13.8471484034247
"6727...21556","validation","P retention",8,7.00527584576645
"3634...21557","validation","P retention",97,89.4636956765281
"6517...21558","validation","P retention",10,-27.6904775756272
"7286...21559","validation","P retention",32,32.2987455718018
"7155...21560","validation","P retention",6,9.58237539923195
"3716...21561","validation","P retention",82,45.399150961579
"1884...21562","validation","P retention",4,-0.47462020528436
"1914...21563","validation","P retention",33,36.6104504649353
"3789...21564","validation","P retention",31,40.3916953023401
"1714...21565","validation","P retention",25,25.2942040039266
"6744...21566","validation","P retention",55,51.9195248946316
"7501...21567","validation","P retention",32,25.17664041471
"7395...21568","validation","P retention",20,23.2407573439183
"8463...21569","validation","P retention",5,-0.520680870190105
"7954...21570","validation","P retention",4,4.19844714453432
"1750...21571","validation","P retention",36,38.987610305216
"4039...21572","validation","P retention",15,7.21111798985855
"1706...21573","validation","P retention",46,45.9989471963325
"6329...21574","validation","P retention",98,100.966031499187
"4259...21575","validation","P retention",95,85.9856047036785
"4126...21576","validation","P retention",4,-1.40554439923775
"5898...21577","validation","P retention",7,12.1863290935931
"7267...21578","validation","P retention",22,20.66378685515
"6023...21579","validation","P retention",38,31.6607394444842
"6432...21580","validation","P retention",14,12.9170225400521
"6097...21581","validation","P retention",18,20.1085574024075
"7935...21582","validation","P retention",13,13.0817084525782
"4637...21583","validation","P retention",65,66.7058641194334
"6195...21584","validation","P retention",6,14.3968935976958
"4760...21585","validation","P retention",37,45.1428178216069
"4248...21586","validation","P retention",66,59.4694117619399
"1546...21587","validation","P retention",25.6141764,24.4426994634395
"3734...21588","validation","P retention",31,28.9054178254577
"6523...21589","validation","P retention",25,20.1709541294476
"4228...21590","validation","P retention",21,15.7956377000174
"728...21591","validation","P retention",24,36.4056850155226
"6442...21592","validation","P retention",12,8.1981444819341
"4990...21593","validation","P retention",93,73.984766316425
"5991...21594","validation","P retention",43,42.0503270357033
"1594...21595","validation","P retention",15.726943214,9.63009075581929
"3591...21596","validation","P retention",35,45.3916202134418
"3816...21597","validation","P retention",31,27.6566953419007
"4006...21598","validation","P retention",10,12.4287118148942
"7191...21599","validation","P retention",49,49.8584600624407
"6785...21600","validation","P retention",14,16.4691136941125
"8267...21601","validation","P retention",56,55.540871647371
"5754...21602","validation","P retention",46,94.3437047031349
"7442...21603","validation","P retention",79,71.055853094232
"3557...21604","validation","P retention",9,5.2978564212397
"3456...21605","validation","P retention",27,37.5034099795464
"6846...21606","validation","P retention",51,31.2597046646052
"4911...21607","validation","P retention",70,79.6745098445935
"5439...21608","validation","P retention",14,15.8529581485036
"4647...21609","validation","P retention",10,10.0974963384041
"3434...21610","validation","P retention",18,21.4020155318904
"6438...21611","validation","P retention",6,-1.67591488114627
"6051...21612","validation","P retention",79,73.0407851551129
"3739...21613","validation","P retention",27,29.8495705947941
"3624...21614","validation","P retention",23,31.906789683368
"3544...21615","validation","P retention",25,30.6078942377099
"4434...21616","validation","P retention",22,18.2323086135075
"5711...21617","validation","P retention",29,27.5976240347813
"6743...21618","validation","P retention",60,24.3213222752963
"5857...21619","validation","P retention",28,31.8471117550155
"6009...21620","validation","P retention",43,40.1697198942051
"7195...21621","validation","P retention",10,10.3462034277067
"1244...21622","validation","P retention",24,26.7310048779485
"6651...21623","validation","P retention",22,18.9083474411105
"976...21624","validation","P retention",23,26.5278273258776
"6420...21625","validation","P retention",21,20.5771182634658
"6682...21626","validation","P retention",13,14.3351139037812
"7447...21627","validation","P retention",51,52.3525632884713
"5141...21628","validation","P retention",51,50.3076325647805
"6699...21629","validation","P retention",8,18.8565209632858
"4397...21630","validation","P retention",0.01,-0.993779632765435
"1298...21631","validation","P retention",20.016339869,21.9211177425243
"4121...21632","validation","P retention",9,7.17688199816501
"3975...21633","validation","P retention",29,23.7067354578425
"6025...21634","validation","P retention",23,19.2422388886134
"5933...21635","validation","P retention",58,65.4560684647502
"3394...21636","validation","P retention",16,19.9542905612288
"6223...21637","validation","P retention",38,48.3106808712645
"3657...21638","validation","P retention",54,47.8306258358543
"1116...21639","validation","P retention",42,42.8095094680447
"6563...21640","validation","P retention",42,18.5049117207932
"874...21641","validation","P retention",14,17.024955148524
"4707...21642","validation","P retention",63,70.6885547037949
"3908...21643","validation","P retention",41,45.4762104780696
"7219...21644","validation","P retention",51,48.0849096776673
"7425...21645","validation","P retention",71,68.3352293503677
"4449...21646","validation","P retention",21,15.0183295633368
"1998...21647","validation","P retention",71,70.3684648168681
"994...21648","validation","P retention",29,28.4790509509916
"3814...21649","validation","P retention",31,27.6824295940908
"3851...21650","validation","P retention",21,28.3304331460134
"1274...21651","validation","P retention",21.364379085,25.5706566829291
"6347...21652","validation","P retention",30,29.2402946027106
"5391...21653","validation","P retention",4,2.57535747895643
"5502...21654","validation","P retention",14,14.318167210855
"6354...21655","validation","P retention",29,34.6579909593191
"6396...21656","validation","P retention",26,23.3899777348173
"1304...21657","validation","P retention",23.590686275,26.4897954169978
"7070...21658","validation","P retention",15,22.2320394159936
"8356...21659","validation","P retention",42,41.3513300521507
"4937...21660","validation","P retention",77,64.0048968419775
"2002...21661","validation","P retention",40,42.7675707578906
"4932...21662","validation","P retention",83,65.6849954822383
"7422...21663","validation","P retention",56,63.3268687571237
"1782...21664","validation","P retention",30.282828283,29.0964232043621
"4744...21665","validation","P retention",71,67.2122794066458
"5958...21666","validation","P retention",100,109.879300459053
"3455...21667","validation","P retention",22,30.4686270056664
"1796...21668","validation","P retention",25.95959596,24.9325749480306
"454","validation","P retention",18,18.9428932189603
"5740...21670","validation","P retention",35,39.0521131122086
"5522...21671","validation","P retention",13,14.6215262291642
"3581...21672","validation","P retention",92,83.656523142684
"6454...21673","validation","P retention",56,57.1155322390658
"3398...21674","validation","P retention",29,29.0010859582767
"3651...21675","validation","P retention",77,79.9645500179367
"3605...21676","validation","P retention",65,64.9747135427769
"5970...21677","validation","P retention",22,18.4321068422454
"7682...21678","validation","P retention",8,6.11907684109885
"3612...21679","validation","P retention",68,61.6735037662157
"1528...21680","validation","P retention",30.467176802,29.1888374636491
"4357...21681","validation","P retention",55,58.3736594707984
"6161...21682","validation","P retention",92,88.4107129557704
"4206...21683","validation","P retention",28,20.5391980746765
"1296...21684","validation","P retention",19.117647059,21.2828021729987
"5081...21685","validation","P retention",43,33.0869785951386
"6366...21686","validation","P retention",60,55.6823937545778
"5386...21687","validation","P retention",13,16.8838430921093
"3923...21688","validation","P retention",31,26.9181405858331
"930...21689","validation","P retention",16,13.5462745129291
"7593...21690","validation","P retention",21,21.4117425441735
"3972...21691","validation","P retention",30,24.1549089550323
"7890...21692","validation","P retention",9,8.16674848714362
"6208...21693","validation","P retention",8,13.4459917814675
"3552...21694","validation","P retention",36,38.8628217480373
"5765...21695","validation","P retention",39,35.6421764808294
"6752...21696","validation","P retention",37,39.1899202605024
"4476...21697","validation","P retention",60,71.0696299449191
"1550...21698","validation","P retention",20.237615787,20.1335653012549
"1044...21699","validation","P retention",43,52.0128831730891
"5953...21700","validation","P retention",53,48.4525295367487
"4316...21701","validation","P retention",38,63.8938299538082
"4827...21702","validation","P retention",66,60.1058921402313
"4029...21703","validation","P retention",7,9.3329308371174
"4493...21704","validation","P retention",27,15.7121100527123
"5337...21705","validation","P retention",50,65.0822011125514
"996...21706","validation","P retention",27,23.8020595859297
"3693...21707","validation","P retention",28,36.650954244202
"5237...21708","validation","P retention",26,33.3357862869194
"7915...21709","validation","P retention",19,17.5808579054105
"6043...21710","validation","P retention",34,45.0543148211322
"4323...21711","validation","P retention",26,36.6202875758748
"6470...21712","validation","P retention",75,58.4421120452728
"6748...21713","validation","P retention",18,15.9136108261799
"3523...21714","validation","P retention",36,45.2667443946307
"8379...21715","validation","P retention",37,37.9166569169878
"1832...21716","validation","P retention",28.505050505,31.165421342476
"6238...21717","validation","P retention",30,23.8479799403961
"4072...21718","validation","P retention",27,27.0757987183237
"6654...21719","validation","P retention",64,63.9519559193801
"7596...21720","validation","P retention",20,17.728194349111
"1404...21721","validation","P retention",26.066161817,25.7363822576208
"5306...21722","validation","P retention",52,60.4251986650713
"4016...21723","validation","P retention",5,2.49640345678699
"4130...21724","validation","P retention",32,32.7373955642553
"5468...21725","validation","P retention",13,20.3603526107814
"988...21726","validation","P retention",26,27.8951943798731
"4096...21727","validation","P retention",18,15.971535707048
"3495...21728","validation","P retention",33,47.9770236730537
"8122...21729","validation","P retention",19,30.8744876924561
"6002...21730","validation","P retention",57,66.4474049009929
"7344...21731","validation","P retention",9,7.61804407761452
"6548...21732","validation","P retention",35,33.8548392969382
"5561...21733","validation","P retention",10,12.7300478341445
"6538...21734","validation","P retention",49,53.9116483730087
"4798...21735","validation","P retention",66,63.8726351477292
"7590...21736","validation","P retention",27,21.8985822906504
"6222...21737","validation","P retention",62,61.9595810103453
"4689...21738","validation","P retention",99,58.8620727555734
"6230...21739","validation","P retention",7,2.60693689846249
"6923...21740","validation","P retention",21,25.5313759390308
"1696...21741","validation","P retention",51,51.9224085139244
"2056...21742","validation","P retention",29,32.6335852114632
"4266...21743","validation","P retention",21,50.7445025880067
"890...21744","validation","P retention",24,27.2785439810683
"1736...21745","validation","P retention",35,26.660467245207
"7141...21746","validation","P retention",59,59.0514149598177
"6239...21747","validation","P retention",26,22.1687898687761
"7902...21748","validation","P retention",17,15.7737642772618
"1294...21749","validation","P retention",20.322712418,23.0376348251523
"4579...21750","validation","P retention",77,64.4334609784048
"4186...21751","validation","P retention",37,38.6744801274228
"5545...21752","validation","P retention",17,16.5989751996156
"3565...21753","validation","P retention",40,38.7085812824791
"4509...21754","validation","P retention",39,38.1298087198546
"5461...21755","validation","P retention",9,6.8966936080818
"4093...21756","validation","P retention",85,66.9688739459878
"4345...21757","validation","P retention",62,61.5340600929929
"7649...21758","validation","P retention",65,63.5071990549797
"5528...21759","validation","P retention",84,91.6127801290238
"4662...21760","validation","P retention",29,31.2930350709672
"8357...21761","validation","P retention",28,26.9441293394858
"4084...21762","validation","P retention",18,26.0390229287541
"4817...21763","validation","P retention",95,89.2320722755836
"3395...21764","validation","P retention",29,29.0489873435366
"6649...21765","validation","P retention",31,33.1116546301833
"1802...21766","validation","P retention",30.727272727,31.3442145086208
"5610...21767","validation","P retention",69,81.4079389691093
"6467...21768","validation","P retention",44,45.8613802216785
"1822...21769","validation","P retention",23.858585859,24.0320021326156
"8059...21770","validation","P retention",98,87.147146835834
"6183...21771","validation","P retention",12,19.985445931792
"1912...21772","validation","P retention",26,35.311766644207
"3791...21773","validation","P retention",25,26.7911928876917
"3968...21774","validation","P retention",38,4.61713190637184
"4231...21775","validation","P retention",20,13.3162356062174
"5655...21776","validation","P retention",68,56.5982896371966
"3913...21777","validation","P retention",98,103.496300105647
"1240...21778","validation","P retention",20,19.2107693415594
"1762...21779","validation","P retention",21.696969697,28.3845565744891
"7582...21780","validation","P retention",52,61.219031745671
"4222...21781","validation","P retention",23,22.3786468711195
"7461...21782","validation","P retention",51,53.8691181716188
"8000...21783","validation","P retention",28,37.1447185675544
"3876...21784","validation","P retention",98,103.212473407818
"6426...21785","validation","P retention",25,22.6691392494061
"4296...21786","validation","P retention",91,81.5406801487955
"6410...21787","validation","P retention",13,11.3703073333038
"4117...21788","validation","P retention",98,91.9007152588135
"7553...21789","validation","P retention",27,30.3415888225902
"8153...21790","validation","P retention",80,80.2457549052443
"4218...21791","validation","P retention",49,46.8940812960188
"1670...21792","validation","P retention",31,26.7501855275553
"8343...21793","validation","P retention",28,28.2275678949317
"5519...21794","validation","P retention",17,19.4528877704898
"1636...21795","validation","P retention",48,54.3116935683079
"4384...21796","validation","P retention",56,61.9467270027262
"6664...21797","validation","P retention",97,96.4289833263479
"7986...21798","validation","P retention",14,14.010959891719
"1544...21799","validation","P retention",24.929520741,26.5737146750874
"5910...21800","validation","P retention",51,51.9631576128938
"6260...21801","validation","P retention",7,20.3029676579817
"6503...21802","validation","P retention",25,24.9127854397265
"6666...21803","validation","P retention",27,30.5925179242199
"8495...21804","validation","P retention",27,29.2976616521365
"1180...21805","validation","P retention",17,19.3163247230295
"3710...21806","validation","P retention",34,43.8142634747791
"6305...21807","validation","P retention",99,106.404575016017
"2116...21808","validation","P retention",80,75.2973697540261
"5327...21809","validation","P retention",79,56.4540659388685
"3755...21810","validation","P retention",97,112.138610076811
"2118...21811","validation","P retention",68,65.8852354526289
"4755...21812","validation","P retention",33,39.4459421941412
"5479...21813","validation","P retention",8,10.766303554913
"6221...21814","validation","P retention",8,15.3082505527158
"3508...21815","validation","P retention",14,16.9646373531247
"8182...21816","validation","P retention",10,2.10148387346687
"6362...21817","validation","P retention",14,22.9709039850099
"5789...21818","validation","P retention",36,40.0960972488842
"4716...21819","validation","P retention",75,76.0216250665225
"5466...21820","validation","P retention",39,37.4955106869185
"6353...21821","validation","P retention",45,50.5759361078479
"2040...21822","validation","P retention",26,24.123081384353
"1238...21823","validation","P retention",23,23.1603424582837
"6909...21824","validation","P retention",28,31.4115600676832
"3808...21825","validation","P retention",35,27.6033587945308
"3674...21826","validation","P retention",41,48.1067960264864
"5747...21827","validation","P retention",47,49.3557274607657
"7412...21828","validation","P retention",70,60.3639999305285
"4501...21829","validation","P retention",60,76.2547316369915
"6890...21830","validation","P retention",29,26.2608421372736
"3921...21831","validation","P retention",21,16.4117395722363
"6687...21832","validation","P retention",21,19.6060968796417
"6379...21833","validation","P retention",15,20.3609864739173
"7604...21834","validation","P retention",61,48.1495823766068
"4857...21835","validation","P retention",37,84.7579407874356
"5965...21836","validation","P retention",97,94.0981260264057
"8096...21837","validation","P retention",72,65.0903956097175
"6750...21838","validation","P retention",42,30.6222537455438
"7276...21839","validation","P retention",92,83.0820012393975
"6986...21840","validation","P retention",63,61.8418393937167
"5417...21841","validation","P retention",19,19.123449428901
"3614...21842","validation","P retention",95,76.584791744231
"1786...21843","validation","P retention",24.98989899,22.3033227390518
"3708...21844","validation","P retention",33,42.6117022941186
"6661...21845","validation","P retention",4,-0.520178106760209
"3537...21846","validation","P retention",54,63.3194171914413
"2005","validation","P retention",44,46.1492899740518
"6802...21848","validation","P retention",25,33.8774998591493
"1312...21849","validation","P retention",26.899509804,29.2421707511148
"7532...21850","validation","P retention",11,11.5022036791417
"4841...21851","validation","P retention",65,66.2350711696504
"5500...21852","validation","P retention",22,24.0811371142033
"7806...21853","validation","P retention",13,13.7289973307836
"1836...21854","validation","P retention",26.464646465,32.0857242807159
"6163...21855","validation","P retention",83,78.063985599797
"1078...21856","validation","P retention",32,36.8364664392778
"6156...21857","validation","P retention",85,93.435683964889
"6954...21858","validation","P retention",32,40.3269478081898
"4123...21859","validation","P retention",9,1.7569064690788
"7673...21860","validation","P retention",8,1.01818863505569
"1048...21861","validation","P retention",22,24.2636403601565
"4591...21862","validation","P retention",71,66.5468758414903
"4611...21863","validation","P retention",49,46.2504016661816
"7861...21864","validation","P retention",19,16.6073208533756
"5355...21865","validation","P retention",27,30.8510648340657
"5429...21866","validation","P retention",20,21.5688548709316
"6488...21867","validation","P retention",5,6.57118505263542
"6278...21868","validation","P retention",33,38.9814381637704
"4362...21869","validation","P retention",43,43.1105010000361
"6561...21870","validation","P retention",33,36.0104993257409
"5600...21871","validation","P retention",18,16.8788048234076
"5405...21872","validation","P retention",21,25.5917983978125
"4441...21873","validation","P retention",0.01,-9.39638619078464
"4813...21874","validation","P retention",66,59.1832330875617
"3426...21875","validation","P retention",30,31.5246959033255
"5984...21876","validation","P retention",12,31.7858041549376
"2010...21877","validation","P retention",71,74.3684426433739
"8085...21878","validation","P retention",70,65.1840456503587
"4496...21879","validation","P retention",99,80.8546081471967
"3560...21880","validation","P retention",38,51.7956858569418
"3545...21881","validation","P retention",47,49.4322007920836
"7318...21882","validation","P retention",33,39.9123330266697
"4639...21883","validation","P retention",12,13.4390745232248
"7053...21884","validation","P retention",4,9.11072082861848
"7525...21885","validation","P retention",5,0.630785440920555
"8032...21886","validation","P retention",98,97.4597646343422
"4192...21887","validation","P retention",16,15.4402125309749
"8119...21888","validation","P retention",29,46.6838157306118
"4394...21889","validation","P retention",71,70.8338684428444
"7120...21890","validation","P retention",14,18.020767363209
"4451...21891","validation","P retention",73,66.955742770733
"3798...21892","validation","P retention",41,39.359859654146
"1820...21893","validation","P retention",14.767676768,11.3126355211487
"7084...21894","validation","P retention",52,43.46283478352
"6103...21895","validation","P retention",35,36.4652154496589
"6934...21896","validation","P retention",14,14.0987362353779
"7621...21897","validation","P retention",15,23.8434996911713
"4471...21898","validation","P retention",80,75.8205818733075
"4095...21899","validation","P retention",23,24.2862454924178
"1682...21900","validation","P retention",31,28.9219803034618
"6763...21901","validation","P retention",10,8.36815792429079
"7810...21902","validation","P retention",28,32.4390780154547
"6321...21903","validation","P retention",99,107.031005464845
"3934...21904","validation","P retention",62,47.6318507099534
"8038...21905","validation","P retention",56,55.4525559433253
"5592...21906","validation","P retention",33,34.8524828404008
"1336...21907","validation","P retention",24,23.796315799411
"6751...21908","validation","P retention",59,45.8422319788338
"8162...21909","validation","P retention",53,45.3613857472123
"4770...21910","validation","P retention",97,94.9735486582352
"5315...21911","validation","P retention",60,68.3812531431395
"4569...21912","validation","P retention",98,97.2603352515148
"8437...21913","validation","P retention",24,21.086436594863
"7215...21914","validation","P retention",41,39.6744518440493
"8218...21915","validation","P retention",14,15.5570381421835
"8274...21916","validation","P retention",86,84.1452057210916
"7519...21917","validation","P retention",13,6.01094535654344
"1442...21918","validation","P retention",23.076923077,21.189856190678
"4366...21919","validation","P retention",48,47.6256535196771
"3931...21920","validation","P retention",92,82.9487055053769
"6641...21921","validation","P retention",96,105.537715399215
"1105","validation","P retention",55,61.6720359674777
"852...21923","validation","P retention",19,22.9858360118902
"4042...21924","validation","P retention",16,11.1812170437602
"7592...21925","validation","P retention",18,19.5491758109194
"8546...21926","validation","P retention",26,33.1149500105631
"6496...21927","validation","P retention",63,48.8959232047752
"7530...21928","validation","P retention",9,6.04120758647071
"3933...21929","validation","P retention",89,73.2252172589453
"6212...21930","validation","P retention",36,42.307968345242
"8140...21931","validation","P retention",66,52.9200304188677
"3519...21932","validation","P retention",58,61.0016675644493
"3895...21933","validation","P retention",44,41.340101142423
"4563...21934","validation","P retention",51,54.9726227410206
"7770...21935","validation","P retention",14,17.724406243284
"7258...21936","validation","P retention",8,9.41739963236479
"8439...21937","validation","P retention",24,22.0870043303497
"3407...21938","validation","P retention",54,49.5555239634128
"3401...21939","validation","P retention",25,19.7206104554923
"7652...21940","validation","P retention",4,6.57153711413395
"5640...21941","validation","P retention",63,66.7893312829959
"8456...21942","validation","P retention",1,10.486804165492
"6822...21943","validation","P retention",46,49.600465220996
"7870...21944","validation","P retention",13,10.5176125288862
"1486...21945","validation","P retention",20.856798069,23.0586284664486
"1120...21946","validation","P retention",33,32.7185288585984
"1250...21947","validation","P retention",17,14.2231574109434
"4224...21948","validation","P retention",21,21.1408829954724
"1654...21949","validation","P retention",39,42.1901582740327
"4118...21950","validation","P retention",81,58.2367847731317
"5573...21951","validation","P retention",16,12.7534044851548
"1414...21952","validation","P retention",21.502590674,24.8813141555199
"4087...21953","validation","P retention",61,66.5570172413095
"6179...21954","validation","P retention",95,96.4722867623225
"6545...21955","validation","P retention",33,35.5351143692817
"7312...21956","validation","P retention",29,31.2531741748206
"4837...21957","validation","P retention",51,46.4654719953489
"4600...21958","validation","P retention",79,65.1706244858162
"4032...21959","validation","P retention",16,11.975480747171
"1356...21960","validation","P retention",27,22.889696198219
"6644...21961","validation","P retention",27,32.504407745016
"8532...21962","validation","P retention",29,37.4436802732886
"4133...21963","validation","P retention",26,31.5907688401891
"4293...21964","validation","P retention",0.01,-6.72282608467958
"5481...21965","validation","P retention",5,1.15403111198234
"8209...21966","validation","P retention",13,11.7742179497367
"7971...21967","validation","P retention",20,22.320853876678
"4371...21968","validation","P retention",34,42.6327081419926
"5679...21969","validation","P retention",74,71.9206634938256
"5494...21970","validation","P retention",13,13.6850198559114
"4379...21971","validation","P retention",79,69.4281354477583
"6872...21972","validation","P retention",35,39.3640832013519
"704...21973","validation","P retention",42,52.4150641251536
"6234...21974","validation","P retention",5,-0.386462606125935
"5303...21975","validation","P retention",59,50.1284856491292
"846...21976","validation","P retention",16,20.5923313997383
"4297...21977","validation","P retention",98,95.2817418723634
"4347...21978","validation","P retention",86,75.1377692236568
"1224...21979","validation","P retention",19,19.1745275638409
"6737...21980","validation","P retention",26,30.0180379401873
"8241...21981","validation","P retention",52,53.7322633041239
"6342...21982","validation","P retention",81,77.4356255199897
"5623...21983","validation","P retention",90,79.2730388682076
"2076...21984","validation","P retention",18,21.4900177034481
"5666...21985","validation","P retention",27,24.3730163548623
"8367...21986","validation","P retention",56,53.2762995337546
"2046...21987","validation","P retention",22,33.3760551419938
"3554...21988","validation","P retention",38,42.739804188403
"4405...21989","validation","P retention",63,63.8870350308029
"4082...21990","validation","P retention",29,38.9431730551797
"6903...21991","validation","P retention",36,38.4773765328009
"5198...21992","validation","P retention",8,17.1335687024277
"3940...21993","validation","P retention",4,0.449148436871202
"7512...21994","validation","P retention",72,69.4871890606104
"4578...21995","validation","P retention",77,63.8784874719109
"7911...21996","validation","P retention",26,25.0648239344846
"3870...21997","validation","P retention",99,98.9465208415006
"5612...21998","validation","P retention",38,36.5483420988207
"5955...21999","validation","P retention",48,51.7089496663493
"6263...22000","validation","P retention",12,9.21451381314774
"1842...22001","validation","P retention",29.575757576,33.6600001785362
"1812...22002","validation","P retention",20.101010101,15.1980676379064
"8028...22003","validation","P retention",88,79.1760050462478
"5559...22004","validation","P retention",37,42.7214094987583
"6325...22005","validation","P retention",98,100.737878922112
"690...22006","validation","P retention",24,32.1440143177009
"6246...22007","validation","P retention",12,14.3290823649459
"450","validation","P retention",26,20.7666548678493
"1310...22009","validation","P retention",25.95996732,30.5812933191426
"5471...22010","validation","P retention",35,28.1208849622487
"5008...22011","validation","P retention",14,13.1980378102931
"5594...22012","validation","P retention",15,24.076727329566
"5689...22013","validation","P retention",71,82.5465329532286
"4634...22014","validation","P retention",90,81.5524241788733
"5613...22015","validation","P retention",0.01,30.7470692944251
"1420...22016","validation","P retention",16.660023914,12.4994518777292
"7362...22017","validation","P retention",24,25.3254818368695
"8270...22018","validation","P retention",86,81.5297083174962
"6322...22019","validation","P retention",99,101.270049092554
"4265...22020","validation","P retention",66,56.3421814461022
"7789...22021","validation","P retention",17,23.5794398892274
"3901...22022","validation","P retention",38,30.9522553773557
"6388...22023","validation","P retention",18,26.1466070704941
"4255...22024","validation","P retention",93,88.2654401769034
"7320...22025","validation","P retention",20,21.5032865990674
"1342...22026","validation","P retention",22,16.9926303002539
"6529...22027","validation","P retention",67,62.981555377789
"6336...22028","validation","P retention",97,104.910567556652
"6871...22029","validation","P retention",52,65.0692775452195
"2052...22030","validation","P retention",26,29.5269746383249
"4743...22031","validation","P retention",74,64.6791182889293
"946...22032","validation","P retention",25,28.8975024307115
"3577...22033","validation","P retention",45,47.617784119522
"4205...22034","validation","P retention",25,23.3582409082425
"4034...22035","validation","P retention",19,14.5663245154357
"4019...22036","validation","P retention",20,16.5385856996619
"7427...22037","validation","P retention",73,70.6075686183245
"716...22038","validation","P retention",26,35.2691907668841
"4567...22039","validation","P retention",88,88.1798570763574
"8293...22040","validation","P retention",46,47.5913934124071
"447...22041","validation","P retention",17,34.2892632105269
"3518...22042","validation","P retention",42,47.0589695590911
"1874...22043","validation","P retention",18,15.3937434318403
"8566...22044","validation","P retention",22,26.6187324655908
"7108...22045","validation","P retention",3,7.50955856682163
"5750...22046","validation","P retention",19,22.7224291524377
"5785...22047","validation","P retention",17,23.7323861527845
"5697...22048","validation","P retention",73,63.180070873503
"1800...22049","validation","P retention",31.838383838,33.9655344065671
"6211...22050","validation","P retention",7,10.2396833392256
"4620...22051","validation","P retention",52,52.6014009596629
"3454...22052","validation","P retention",25,33.4103311514959
"1572...22053","validation","P retention",23.258155457,22.2334792940092
"5710...22054","validation","P retention",36,42.3606164138496
"4225...22055","validation","P retention",27,27.0440820892009
"8311...22056","validation","P retention",8,8.09056207023213
"3941...22057","validation","P retention",3,-0.0752959386432401
"1374...22058","validation","P retention",19.968114787,22.5628874573167
"4220...22059","validation","P retention",38,43.0206892948287
"6956...22060","validation","P retention",41,44.3631433921811
"6200...22061","validation","P retention",11,17.6231620717604
"6148...22062","validation","P retention",73,62.736219977294
"982...22063","validation","P retention",37,37.9876290862879
"3462...22064","validation","P retention",58,55.0016862969364
"7271...22065","validation","P retention",72,64.7837793031681
"4824...22066","validation","P retention",51,54.5222074677585
