"","type","variable","obs","pred"
"4794...11227","calibration","silt",49.8600006,50.3840117382074
"5942...11228","calibration","silt",36.7200012,25.0995097943657
"6065...11229","calibration","silt",61.7200012,59.7023972950758
"7794...11230","calibration","silt",56.0199966,43.3335805474593
"6199...11231","calibration","silt",48.1700019,53.0879123636264
"6737...11232","calibration","silt",56.5049992,61.4546948165327
"6144...11233","calibration","silt",9.31999965,26.9179897981453
"3734...11234","calibration","silt",50.5800018,67.5992238070153
"6189...11235","calibration","silt",64.9400025,54.3646730393088
"4987...11236","calibration","silt",55.8600006,69.3091145241967
"2288...11237","calibration","silt",62,56.9285043393764
"7952...11238","calibration","silt",45.13,36.6823454985503
"8142...11239","calibration","silt",44.46,56.2292040440663
"4008...11240","calibration","silt",12.79,37.1035747367727
"4288...11241","calibration","silt",22.49999901,22.6962816243822
"5392...11242","calibration","silt",33.8800001,29.7051473297723
"6406...11243","calibration","silt",62.840002,55.1985382951698
"7868...11244","calibration","silt",57.16,55.1622358861974
"4329...11245","calibration","silt",62.5800018,59.5172652256131
"6075...11246","calibration","silt",36.7500038,39.4836309195092
"8520...11247","calibration","silt",6.86000013,30.0160221916078
"4123...11248","calibration","silt",52.5800018,59.1843472202957
"5502...11249","calibration","silt",55.7299957,50.3511361384771
"6807...11250","calibration","silt",45.902996,43.8520797298649
"7941...11251","calibration","silt",5.6499996,20.0622039203033
"5471...11252","calibration","silt",77.6500015,67.4947202491248
"7904...11253","calibration","silt",66.79,65.9108851626194
"3672...11254","calibration","silt",41.2999992,51.0602615911026
"3435...11255","calibration","silt",53.3000031,3.99153761598058
"4751...11256","calibration","silt",36.1399994,37.8156861240468
"7784...11257","calibration","silt",49.8799973,51.2975721087786
"4971...11258","calibration","silt",54.5800018,63.8025146670295
"4753...11259","calibration","silt",34.2700004,39.4614452934839
"4734...11260","calibration","silt",51.4400024,53.8728990432325
"7817...11261","calibration","silt",0.00998502246729755,11.9280062417605
"7520...11262","calibration","silt",52.1600037,46.9750512819414
"3540...11263","calibration","silt",60.3700027,52.836008435125
"7806...11264","calibration","silt",59.58,54.9938437379389
"1881...11265","calibration","silt",3,17.7925216769982
"6358...11266","calibration","silt",60.8600035,62.5395898164779
"6071...11267","calibration","silt",70.7900009,74.7340273843148
"4564...11268","calibration","silt",27.5800019,26.507410537034
"6808...11269","calibration","silt",36.5949974,40.3334650181633
"7777...11270","calibration","silt",16.5099983,39.8539078532292
"7783...11271","calibration","silt",22.2999992,31.4047680434152
"4826...11272","calibration","silt",45.6800003,43.8088578611136
"6415...11273","calibration","silt",14.78000073,39.1268840094086
"3828...11274","calibration","silt",51.6699982,49.8805116047349
"3779...11275","calibration","silt",69.9300003,65.4583157213393
"7681...11276","calibration","silt",10.3899994,24.563827556124
"3732...11277","calibration","silt",58.8600006,69.4023113220497
"1963...11278","calibration","silt",35.3535353535354,35.6556459441284
"5470...11279","calibration","silt",72.8600006,65.9237594125012
"4621...11280","calibration","silt",35.0899982,41.4685739157655
"6457...11281","calibration","silt",64.4099998,57.0249704180468
"4030...11282","calibration","silt",62.3000031,54.2898750836873
"1329...11283","calibration","silt",55,61.3873197983023
"7696...11284","calibration","silt",24.7599983,32.8792444304504
"5943...11285","calibration","silt",36.5100021,27.3836217754357
"7929...11286","calibration","silt",19.58,42.6045044422807
"4196...11287","calibration","silt",71.8190002,54.13721411216
"7583...11288","calibration","silt",59.4400024,63.1074125060157
"4974...11289","calibration","silt",55.1800003,58.0581098227123
"8174...11290","calibration","silt",45.23,47.4965252638468
"4970...11291","calibration","silt",55.6500015,58.7176460758262
"5563...11292","calibration","silt",34.8300009,37.7919344633188
"937...11293","calibration","silt",61,51.9378869366886
"5669...11294","calibration","silt",49.8700027,56.4550737717687
"7939...11295","calibration","silt",45.4399986,54.2899502602329
"7894...11296","calibration","silt",13.67,17.5456660296887
"4023...11297","calibration","silt",65.0899963,54.2790925435134
"3739...11298","calibration","silt",23.5800018,51.7732822462185
"8514...11299","calibration","silt",58.1600037,47.9041644755614
"5480...11300","calibration","silt",42.2700014,35.5446173663394
"6427...11301","calibration","silt",56.6900024,47.9522946498732
"7907...11302","calibration","silt",67.86,67.7307216475194
"4802...11303","calibration","silt",52.4700012,57.8977289481101
"8005...11304","calibration","silt",2.6500001,14.8505679887447
"6414...11305","calibration","silt",5.88999963,30.9043134839673
"6024...11306","calibration","silt",53.4999991,44.986513969302
"6694...11307","calibration","silt",64.2369957,57.92825194768
"3773...11308","calibration","silt",79.7900009,82.26453451954
"6695...11309","calibration","silt",63.9159966,53.6505446192939
"6923...11310","calibration","silt",1.682999912,12.9801293924522
"6066...11311","calibration","silt",67.7200012,66.2852513434327
"4203...11312","calibration","silt",57.2060013,58.4464792965163
"3659...11313","calibration","silt",33.4399986,46.4353237061853
"4151...11314","calibration","silt",46.0900002,53.6536437194685
"4646...11315","calibration","silt",47.4399995,51.5309670618493
"5932...11316","calibration","silt",54.3000031,49.4590533309217
"7927...11317","calibration","silt",37.41,20.9068744093978
"5520...11318","calibration","silt",65.8600006,69.4787625013071
"8240...11319","calibration","silt",6.51000023,12.1684647397427
"1675...11320","calibration","silt",35,35.8637606045324
"6247...11321","calibration","silt",32.02999969,33.0297816659469
"5968...11322","calibration","silt",46.6100045,55.2132845585552
"6797...11323","calibration","silt",67.4380016,56.3040449368508
"5397...11324","calibration","silt",52.9300003,46.6823392467748
"4174...11325","calibration","silt",38.4400024,42.7985815167538
"1951...11326","calibration","silt",28,22.9075160224364
"5408...11327","calibration","silt",6.07999968,10.2349496117195
"3683...11328","calibration","silt",50.5800018,57.9409979450795
"6746...11329","calibration","silt",48.06499912,46.2031577179199
"923...11330","calibration","silt",51,47.2146327824019
"5599...11331","calibration","silt",32.0400009,43.8891694395758
"6635...11332","calibration","silt",54.9399968,56.9790092748075
"4438...11333","calibration","silt",64.0199966,58.6358246410188
"4114...11334","calibration","silt",21.2299995,43.2367537507429
"3921...11335","calibration","silt",2.56999992,7.45924870624561
"3657...11336","calibration","silt",25.5800018,36.4295193489761
"7679...11337","calibration","silt",42.53,41.6769185625827
"4607...11338","calibration","silt",43.5499992,43.6477131657229
"8501...11339","calibration","silt",61.5800018,48.7153775880287
"3671...11340","calibration","silt",46.3000031,52.7230826121119
"6070...11341","calibration","silt",68.7200012,71.0539554285333
"6447...11342","calibration","silt",41.6099989,31.1437538580519
"7871...11343","calibration","silt",66.58,61.6201139042486
"6115...11344","calibration","silt",2.71000003,12.9826860850215
"4609...11345","calibration","silt",42.5100021,46.2882568906795
"6463...11346","calibration","silt",74.5300007,64.6022649661393
"4973...11347","calibration","silt",58.5100021,61.8132765332766
"5401...11348","calibration","silt",36.6300001,37.2390941630722
"4994...11349","calibration","silt",52.9300003,54.5338489744738
"4958...11350","calibration","silt",53.2099971,54.0769862730959
"3422...11351","calibration","silt",46.2299995,44.295690224842
"6707...11352","calibration","silt",59.6009979,56.3862254604303
"5871...11353","calibration","silt",54.5000038,49.2454534835432
"3829...11354","calibration","silt",45.4599991,40.4415971244948
"3614...11355","calibration","silt",45.4399986,44.7972544398432
"8377...11356","calibration","silt",45.16,46.2912183422209
"2091...11357","calibration","silt",8,5.04403747191409
"8179...11358","calibration","silt",35.95,43.5021856789989
"6391...11359","calibration","silt",13.460001,38.8267566441186
"5821...11360","calibration","silt",24.5699997,41.4069833039716
"1897...11361","calibration","silt",8,10.5016584886811
"4614...11362","calibration","silt",39.2399997,48.8332429134198
"7867...11363","calibration","silt",60.3,58.0812222671995
"5482...11364","calibration","silt",23.82999894,23.3455156928491
"3885...11365","calibration","silt",63.4400024,56.8490037913626
"5645...11366","calibration","silt",54.5600013,55.2086658336816
"4361...11367","calibration","silt",40.1500015,30.6150222657668
"7577...11368","calibration","silt",36.2999992,25.8042222443832
"247...11369","calibration","silt",50,41.4278426496184
"6351...11370","calibration","silt",60.8900032,67.0619590847408
"6798...11371","calibration","silt",64.9959965,57.701988310049
"6428...11372","calibration","silt",60.6700019,53.3800859141042
"4375...11373","calibration","silt",2.78999996,15.9659111837974
"8401...11374","calibration","silt",56.8600006,54.7508560373565
"4565...11375","calibration","silt",28.6899948,26.4472098517391
"7663...11376","calibration","silt",72.5800018,64.3360847901567
"5926...11377","calibration","silt",48.1900024,49.0846266736995
"1185...11378","calibration","silt",39,48.2102087296415
"4108...11379","calibration","silt",16.5799999,23.7297996195244
"6389...11380","calibration","silt",10.5499992,28.7616684426685
"5431...11381","calibration","silt",48.0200005,42.0697761236222
"7805...11382","calibration","silt",57.16,58.1417021517843
"5426...11383","calibration","silt",34.3600006,29.8353610013857
"5612...11384","calibration","silt",22.53999991,23.6896008689951
"4755...11385","calibration","silt",53.7999992,54.1368457355275
"4439...11386","calibration","silt",45.0400009,48.5728643768184
"3419...11387","calibration","silt",6.70999979,4.54799871864405
"3673...11388","calibration","silt",41.8800011,52.7658051817543
"3784...11389","calibration","silt",75.7900009,75.0449112041279
"5481...11390","calibration","silt",15.84999941,17.8187004258336
"8471...11391","calibration","silt",60.86,60.8055450805055
"8429...11392","calibration","silt",38.6699982,50.1812237892711
"8183...11393","calibration","silt",41.55,34.5796962612506
"4587...11394","calibration","silt",48.8300009,42.9942008495856
"7938...11395","calibration","silt",49.5100021,55.7427297637804
"5964...11396","calibration","silt",52.0100021,44.0179102507002
"6356...11397","calibration","silt",59.5800038,58.4962197153867
"7932...11398","calibration","silt",34.34,17.9752633374223
"6740...11399","calibration","silt",39.93100022,46.2917467261079
"6549...11400","calibration","silt",68.7200012,52.2363049198287
"7934...11401","calibration","silt",32.83,0.570176574163517
"5009...11402","calibration","silt",64.8600006,63.3133586677003
"6182...11403","calibration","silt",61.5100021,55.729198179134
"7318...11404","calibration","silt",54.9900017,49.4002462809695
"3937...11405","calibration","silt",49.9000015,46.6813525157407
"8379...11406","calibration","silt",46.37,38.7172088811794
"6747...11407","calibration","silt",15.70700049,45.6277958761728
"5106...11408","calibration","silt",32.1100045,44.9094450763146
"4959...11409","calibration","silt",50.7599964,53.8793286845221
"2089...11410","calibration","silt",13,17.5773165333168
"2103...11411","calibration","silt",7,8.93653644209934
"7688...11412","calibration","silt",61.93,53.7026726224033
"7532...11413","calibration","silt",44.0900002,47.1153637211415
"1953...11414","calibration","silt",36,23.2896103511834
"4155...11415","calibration","silt",63.7900009,70.817182087912
"1974...11416","calibration","silt",17,26.1376158495174
"6100...11417","calibration","silt",51.0200004,66.6774952334013
"3551...11418","calibration","silt",41.2299995,42.5391782038708
"5461...11419","calibration","silt",39.289999,49.9498556875106
"6620...11420","calibration","silt",11.7300005,23.8129458722892
"5622...11421","calibration","silt",48.7100029,49.4617600491498
"6231...11422","calibration","silt",36.3700004,34.5404004384063
"8500...11423","calibration","silt",55.6500015,51.7944608124529
"4087...11424","calibration","silt",35.5099983,27.9499754418805
"5732...11425","calibration","silt",60.7200012,56.0618684910773
"5428...11426","calibration","silt",29.88999841,36.6505268828907
"7533...11427","calibration","silt",41.9500008,51.0255818356662
"7652...11428","calibration","silt",2.71999979,16.2729337848688
"1183...11429","calibration","silt",40,43.2138931841756
"5608...11430","calibration","silt",48.4400024,41.3317727540724
"5398...11431","calibration","silt",37.28000161,35.5926099917982
"2101...11432","calibration","silt",8,23.5783310559536
"3741...11433","calibration","silt",56.8600006,56.5109290892325
"3888...11434","calibration","silt",76.7200012,55.0807075983479
"4757...11435","calibration","silt",54.5300026,45.6737086411792
"3967...11436","calibration","silt",45.0200023,53.9104612060105
"5148...11437","calibration","silt",52.5200023,53.5082162980223
"4957...11438","calibration","silt",52.5100021,60.9641258816175
"4735...11439","calibration","silt",46.4400024,57.9179183566828
"7859...11440","calibration","silt",66.3,59.0746110379533
"1139...11441","calibration","silt",48,51.5239599119966
"3699...11442","calibration","silt",63.4400024,59.5590486597637
"3830...11443","calibration","silt",36.4599991,28.7922429855125
"4975...11444","calibration","silt",56.7800026,56.1647271187276
"7554...11445","calibration","silt",22.5799999,29.2175517236743
"4379...11446","calibration","silt",77.5100021,66.0025670065981
"4238...11447","calibration","silt",24.9300003,21.4261735297808
"8185...11448","calibration","silt",51.83,37.8569464861851
"4625...11449","calibration","silt",38.3700027,45.6226859465934
"4627...11450","calibration","silt",39.4700031,46.8128677913946
"4045...11451","calibration","silt",68.0099964,54.8131782514211
"8522...11452","calibration","silt",56.7200012,53.492146590206
"7858...11453","calibration","silt",58.3,58.9566590256478
"5406...11454","calibration","silt",4.17999983,13.9579637645254
"4312...11455","calibration","silt",11.5799999,12.2671865929632
"3774...11456","calibration","silt",69.9300003,74.4940709317499
"6799...11457","calibration","silt",68.7660008,61.5287772371711
"3939...11458","calibration","silt",31.44000151,33.2355765859947
"5389...11459","calibration","silt",38.94999836,37.8007535886904
"5464...11460","calibration","silt",70.7900009,64.5484444349815
"3941...11461","calibration","silt",44.7400017,37.1102192537909
"5586...11462","calibration","silt",45.2200012,51.0201825587911
"4626...11463","calibration","silt",36.7800025,45.3373506853731
"4604...11464","calibration","silt",49.340002,56.4213452554136
"5668...11465","calibration","silt",51.8700027,53.46398043201
"5390...11466","calibration","silt",50.5800018,40.8692222336263
"5393...11467","calibration","silt",19.1199989,31.6447703140954
"3832...11468","calibration","silt",22.9500008,32.3018447599437
"4208...11469","calibration","silt",57.723999,52.6479286755028
"8490...11470","calibration","silt",36.3699989,59.015091577528
"4765...11471","calibration","silt",43.8600006,47.716644422672
"5651...11472","calibration","silt",26.42999838,37.872356376962
"8319...11473","calibration","silt",51.02,45.8787180612315
"8491...11474","calibration","silt",33.4399986,56.7978063968203
"5485...11475","calibration","silt",16.82999992,26.9726553002197
"4074...11476","calibration","silt",56.4600029,67.6798105270045
"6239...11477","calibration","silt",79.4899998,68.3125433545092
"5565...11478","calibration","silt",41.9499999,32.3211790606638
"6232...11479","calibration","silt",11.349999588,29.2310623797571
"3585...11480","calibration","silt",55.3000031,59.1689770364499
"7528...11481","calibration","silt",39.9500008,43.9199256569453
"6156...11482","calibration","silt",43.2900029,42.7737597722437
"3948...11483","calibration","silt",42.7400017,36.4645808063289
"6205...11484","calibration","silt",38.6300011,34.7848031993487
"6111...11485","calibration","silt",23.41999916,18.5713843499035
"5070...11486","calibration","silt",9.6799994,25.6076700630456
"8457...11487","calibration","silt",38.32,43.3105784995593
"6254...11488","calibration","silt",19.7300014,29.906517143233
"4022...11489","calibration","silt",64.3700027,55.6199049120285
"939...11490","calibration","silt",61,55.2050739036693
"5413...11491","calibration","silt",3.16000033,15.467752787686
"4795...11492","calibration","silt",58.6100006,43.2142468143838
"1955...11493","calibration","silt",46,33.6649196976904
"7653...11494","calibration","silt",0.00997804828977128,14.1347459860731
"4647...11495","calibration","silt",37.3500004,42.8852527831267
"5475...11496","calibration","silt",60.9000015,56.0569163287573
"5434...11497","calibration","silt",50.369998,41.5501708902278
"6408...11498","calibration","silt",63.6400032,61.7373141344699
"7534...11499","calibration","silt",47.8800011,51.0564590527422
"6410...11500","calibration","silt",57.5199966,60.4739358378806
"7691...11501","calibration","silt",62.86,55.3336675771115
"5596...11502","calibration","silt",50.2999973,51.0570152374835
"6458...11503","calibration","silt",35.2699988,39.7746840130437
"1965...11504","calibration","silt",20.7920792079208,15.4050990792697
"5432...11505","calibration","silt",31.3100005,39.7868479961059
"3886...11506","calibration","silt",53.5100021,52.3664694919818
"5600...11507","calibration","silt",30.3100014,33.2986516194591
"7767...11508","calibration","silt",45.79,46.3315292469774
"6363...11509","calibration","silt",44.9020024,43.8499993136716
"3767...11510","calibration","silt",70.2300034,66.2987107286317
"7954...11511","calibration","silt",17.32,17.9913148751835
"4498...11512","calibration","silt",7.5799999,23.7334738506034
"1989...11513","calibration","silt",7,-8.38171490980465
"5430...11514","calibration","silt",75.0800027,58.115596724479
"4561...11515","calibration","silt",40.3000031,41.205596315416
"5631...11516","calibration","silt",23.2499995,29.7378133244396
"6204...11517","calibration","silt",39.2299996,33.5586361565043
"3519...11518","calibration","silt",42.5099983,42.0156270631876
"1967...11519","calibration","silt",12.8712871287129,11.9848153126565
"2095...11520","calibration","silt",7,9.5125284703172
"6429...11521","calibration","silt",67.1200027,57.8923796406874
"6348...11522","calibration","silt",68.73999686,57.8608054946463
"4598...11523","calibration","silt",40.0700016,39.4154061448803
"8477...11524","calibration","silt",25.25,27.4543614760841
"5947...11525","calibration","silt",35.8400001,33.7989170043494
"8506...11526","calibration","silt",58.7900009,53.0759448826867
"4198...11527","calibration","silt",58.0149994,59.7951914733723
"5646...11528","calibration","silt",33.5299988,45.0628978914303
"4107...11529","calibration","silt",12.6499996,10.2887841055466
"4279...11530","calibration","silt",67.9300003,37.9654528903937
"7786...11531","calibration","silt",44.9500008,45.9975435544421
"5407...11532","calibration","silt",4.02000022,18.9930182426349
"5925...11533","calibration","silt",49.9500027,40.4500962165108
"5616...11534","calibration","silt",44.4600029,38.0343296788537
"5073...11535","calibration","silt",5.15999997,10.1203989966806
"5869...11536","calibration","silt",52.3000031,46.0126573246442
"4750...11537","calibration","silt",32.8600006,48.9147853777831
"5524...11538","calibration","silt",67.4400024,62.5456769325966
"5650...11539","calibration","silt",45.5200023,41.4041324704677
"5733...11540","calibration","silt",62.7900009,57.5466559891536
"5055...11541","calibration","silt",52.8999958,50.5079921244565
"3628...11542","calibration","silt",42.4400024,35.6681341871576
"6279...11543","calibration","silt",31.81000046,22.218615660869
"4381...11544","calibration","silt",66.3700027,60.5663320370128
"7567...11545","calibration","silt",26.5800018,37.1867810420873
"5580...11546","calibration","silt",13.7900009,18.3794632557371
"3660...11547","calibration","silt",28.5099983,43.9655081756165
"1895...11548","calibration","silt",6,17.849715983915
"4070...11549","calibration","silt",58.3500022,56.2831977474786
"1957...11550","calibration","silt",46,38.2616331117174
"4653...11551","calibration","silt",58.6500015,49.8188835799816
"8341...11552","calibration","silt",57.93,54.8755577064399
"5711...11553","calibration","silt",19.36999913,15.8462088718839
"5978...11554","calibration","silt",80.03000161,52.0790157787187
"3588...11555","calibration","silt",47.5999985,51.3043710134594
"4505...11556","calibration","silt",37.2000008,55.8754239367136
"5644...11557","calibration","silt",63.6200027,54.1983330392213
"1197...11558","calibration","silt",36,38.3148099901022
"4499...11559","calibration","silt",7.6499996,24.8058414732049
"3887...11560","calibration","silt",51.4400024,43.8527983152018
"3925...11561","calibration","silt",62.5800018,58.7425519315069
"4281...11562","calibration","silt",52.7599983,42.9778639740488
"5414...11563","calibration","silt",4.41000033,11.3685370992345
"4199...11564","calibration","silt",61.1560039,56.6625456958259
"4200...11565","calibration","silt",58.4440041,54.6763262465499
"2107...11566","calibration","silt",10,14.2195278760172
"3576...11567","calibration","silt",45.4399986,28.9408578350941
"4374...11568","calibration","silt",3.78999996,13.8864432832898
"5465...11569","calibration","silt",48.9799995,58.0738574020951
"6086...11570","calibration","silt",43.2999983,47.2067875304131
"5109...11571","calibration","silt",29.2399978,45.1230650911993
"7844...11572","calibration","silt",50.37,45.1495647156353
"4152...11573","calibration","silt",41.9500008,50.7788978607514
"6753...11574","calibration","silt",60.2970009,53.8141888833836
"3793...11575","calibration","silt",70.8799973,56.500019330351
"6503...11576","calibration","silt",90.7900009,72.3017765014132
"3789...11577","calibration","silt",67.4400024,68.1761081630038
"5742...11578","calibration","silt",57.840002,50.3655419227298
"7562...11579","calibration","silt",24.3700008,22.4528395263631
"6796...11580","calibration","silt",64.1020031,58.2907445197013
"4335...11581","calibration","silt",41.83999822,43.4249244914018
"4173...11582","calibration","silt",41.4400024,45.6989518959162
"7201...11583","calibration","silt",0.49699974,5.89693327216361
"5567...11584","calibration","silt",44.59999892,45.6872997672213
"7213...11585","calibration","silt",2.55299973,21.0420145384545
"5085...11586","calibration","silt",30.3799991,45.8105547606754
"7612...11587","calibration","silt",25.6029987,31.8779666153711
"7555...11588","calibration","silt",27.6500015,32.9386277397456
"4754...11589","calibration","silt",20.3100004,33.2558568304427
"7823...11590","calibration","silt",50.65,43.9223996720788
"6745...11591","calibration","silt",61.7369995,57.7291767965974
"5391...11592","calibration","silt",20.05999994,28.0287948407432
"1977...11593","calibration","silt",3.96039603960396,3.03006312235853
"3689...11594","calibration","silt",53.4400024,49.5005580128055
"6240...11595","calibration","silt",74.9000015,64.034657944033
"6454...11596","calibration","silt",27.3500006,35.6433527812618
"4435...11597","calibration","silt",62.5800018,59.8517963553971
"7772...11598","calibration","silt",43.3,40.0397177856487
"6190...11599","calibration","silt",62.6600037,52.2436294868951
"1987...11600","calibration","silt",9,16.3129959010078
"4797...11601","calibration","silt",27.8600006,17.6746835098315
"4347...11602","calibration","silt",32.5800018,32.5080834676252
"4562...11603","calibration","silt",36.1200028,33.1431917648007
"7214...11604","calibration","silt",2.3460002,18.0201364480308
"4608...11605","calibration","silt",43.4400024,46.4308352284844
"6844...11606","calibration","silt",69.6760025,58.6401481868343
"8111...11607","calibration","silt",69,68.6558314667869
"3742...11608","calibration","silt",11.6499996,33.8288689438452
"4437...11609","calibration","silt",66.3000031,62.8539806877503
"6506...11610","calibration","silt",82.6500015,61.5168746030643
"6183...11611","calibration","silt",56.7200012,58.4869708077951
"4180...11612","calibration","silt",39.3000031,38.0900498130978
"1969...11613","calibration","silt",5.94059405940594,9.79089836261787
"6525...11614","calibration","silt",50.4900016,59.1879538297306
"5543...11615","calibration","silt",57.1900024,55.7793961668716
"6051...11616","calibration","silt",33.2000007,47.3158390927583
"6504...11617","calibration","silt",91.99,76.9213117977734
"5435...11618","calibration","silt",77.0899963,57.646087276087
"4814...11619","calibration","silt",52.5800018,55.9966878830997
"7809...11620","calibration","silt",55.72,55.385385079188
"7357...11621","calibration","silt",78.0589981,75.8105103936769
"4272...11622","calibration","silt",74.0899963,58.8793586933754
"8458...11623","calibration","silt",37.6,31.675319346547
"3582...11624","calibration","silt",34.2899992,37.5162576722187
"5058...11625","calibration","silt",44.1000004,47.0228156253151
"6192...11626","calibration","silt",59.0400029,49.9732370549109
"8287...11627","calibration","silt",46.3,44.4621532548913
"5066...11628","calibration","silt",6.04999967,12.3336170165608
"5013...11629","calibration","silt",70.8600006,67.4333153326698
"3715...11630","calibration","silt",55.5100021,54.7338572456091
"8231...11631","calibration","silt",38.3699989,39.5252155982418
"3553...11632","calibration","silt",32.2299995,51.4670997283057
"7536...11633","calibration","silt",43.8800011,51.6147919867966
"5473...11634","calibration","silt",74.4400024,61.3984337585563
"5546...11635","calibration","silt",57.130001,55.9695227303053
"6634...11636","calibration","silt",49.9800034,58.4606340909016
"4736...11637","calibration","silt",50.4000035,52.6564208614692
"5118...11638","calibration","silt",21.619998,30.3176922671839
"6752...11639","calibration","silt",52.1040001,58.6867908027561
"6535...11640","calibration","silt",2.67999983,21.4682971170535
"5734...11641","calibration","silt",59.7900009,54.8887283771571
"4024...11642","calibration","silt",70.9499969,57.1767284705114
"8365...11643","calibration","silt",32.93,41.4897126975996
"3629...11644","calibration","silt",35.2999992,41.018890749421
"5448...11645","calibration","silt",48.619998,44.770709535478
"5120...11646","calibration","silt",32.2400017,47.7472955670079
"8286...11647","calibration","silt",44.51,39.6076914948951
"5127...11648","calibration","silt",36.380001,46.5327000022913
"6462...11649","calibration","silt",69.0100002,29.8254086121162
"1979...11650","calibration","silt",6,6.91041889341838
"6180...11651","calibration","silt",35.9000015,35.7354831810584
"8523...11652","calibration","silt",55.7200012,52.3124313419425
"6158...11653","calibration","silt",42.6100045,41.4426605369201
"4021...11654","calibration","silt",62.3000031,60.8595623927694
"4995...11655","calibration","silt",55.8600006,59.117804154343
"4283...11656","calibration","silt",68.7399979,44.3328817953454
"3747...11657","calibration","silt",5.64999962,15.9214420211326
"6460...11658","calibration","silt",28.4400024,32.5433320128891
"5476...11659","calibration","silt",74.1800005,71.1223204176085
"5015...11660","calibration","silt",69.9300003,67.205208908062
"3719...11661","calibration","silt",51.9300003,54.9026782384574
"6079...11662","calibration","silt",44.6800003,40.9492681352747
"3572...11663","calibration","silt",57.5800018,47.2545565168551
"3949...11664","calibration","silt",11.3000002,18.2670950537804
"5735...11665","calibration","silt",55.7900009,54.7090331236818
"4560...11666","calibration","silt",42.3000031,43.5784680924069
"4271...11667","calibration","silt",62.5800018,57.2696286525519
"5627...11668","calibration","silt",49.7300014,52.3547899372019
"4749...11669","calibration","silt",51.550003,58.6948661503256
"4768...11670","calibration","silt",41.1599998,30.1338489769044
"1883...11671","calibration","silt",0.00999900009999,-2.33415394611821
"6195...11672","calibration","silt",53.4500026,31.6065132712328
"5823...11673","calibration","silt",48.6199989,50.478340123288
"6168...11674","calibration","silt",49.0400009,50.5054023131743
"6088...11675","calibration","silt",47.1599998,49.0665535531373
"4976...11676","calibration","silt",58.5800018,58.6925690236137
"4364...11677","calibration","silt",50.0200042,35.6017090690521
"6196...11678","calibration","silt",21.16000077,20.4437935555038
"5647...11679","calibration","silt",26.6599984,32.2623625479502
"4089...11680","calibration","silt",13.5799999,19.0659234874038
"8136...11681","calibration","silt",42.46,61.3360655489932
"8478...11682","calibration","silt",14.9,5.8447382164603
"5870...11683","calibration","silt",49.4000015,41.2718726306487
"7212...11684","calibration","silt",4.62799978,25.1070965900363
"4270...11685","calibration","silt",66.7200012,55.2239761256002
"8105...11686","calibration","silt",48.44,50.749340913886
"3762...11687","calibration","silt",20.19000058,16.9784401007511
"8283...11688","calibration","silt",42.51,37.1082116413939
"6200...11689","calibration","silt",47.300003,53.522712177702
"3568...11690","calibration","silt",57.1599998,42.9549715234658
"5544...11691","calibration","silt",62.170002,62.3687776130409
"6597...11692","calibration","silt",47.4400024,44.4248057761781
"6411...11693","calibration","silt",54.1099968,56.6933626704978
"3965...11694","calibration","silt",39.5100021,62.3173466935497
"5438...11695","calibration","silt",70.3999996,64.7500591876181
"8126...11696","calibration","silt",64.86,62.0546534777585
"6845...11697","calibration","silt",71.4039993,62.6481836046487
"7842...11698","calibration","silt",44.3,44.8645183666341
"5506...11699","calibration","silt",47.6200009,47.3102264444332
"8022...11700","calibration","silt",49.16,51.0418146491594
"6795...11701","calibration","silt",66.9650002,61.1177570314685
"3928...11702","calibration","silt",44.8600006,43.0043633865092
"5739...11703","calibration","silt",55.7900009,54.073802157891
"5458...11704","calibration","silt",65.7199995,55.1243565408728
"8343...11705","calibration","silt",58.93,56.3189165069501
"4118...11706","calibration","silt",58.6799965,46.3984963420971
"6280...11707","calibration","silt",17.8999991,23.1811015342735
"6193...11708","calibration","silt",60.590004,47.3885059271474
"6201...11709","calibration","silt",46.1600037,52.0794883435434
"5587...11710","calibration","silt",41.1100025,45.24938240166
"4029...11711","calibration","silt",66.0899963,52.5139435016752
"6272...11712","calibration","silt",16.95999999,22.4963516040685
"4179...11713","calibration","silt",42.3000031,41.864496116322
"7209...11714","calibration","silt",2.13200021,12.1546823919789
"7521...11715","calibration","silt",56.0899963,49.8659926738262
"4282...11716","calibration","silt",46.4799995,37.0632594652178
"5498...11717","calibration","silt",64.8600006,66.4416319072946
"4175...11718","calibration","silt",37.5800018,40.4975902996691
"3906...11719","calibration","silt",69.3700027,72.5591419064147
"4220...11720","calibration","silt",65.1350021,54.5702660124879
"4088...11721","calibration","silt",37.5800018,37.5211941720316
"3610...11722","calibration","silt",40.9000015,25.5843139098023
"8473...11723","calibration","silt",66.79,66.1922887546506
"8311...11724","calibration","silt",42.46,42.1667112831571
"4518...11725","calibration","silt",47.99,51.2022302555857
"4782...11726","calibration","silt",41.8600006,36.0292712833135
"4372...11727","calibration","silt",37.6499986,48.9782260442005
"8537...11728","calibration","silt",45.9300003,53.0261559148906
"3903...11729","calibration","silt",54.1599998,53.7485989489914
"5648...11730","calibration","silt",34.97999856,25.9527159098524
"5525...11731","calibration","silt",48.1399975,54.9143229641151
"3943...11732","calibration","silt",10.09999981,15.2677582541826
"6166...11733","calibration","silt",60.2800026,56.0878844109076
"5863...11734","calibration","silt",50.66000173,42.4044320280987
