"","type","variable","obs","pred"
"7566...5747","calibration","clay",22,26.7352669651237
"4159...5748","calibration","clay",20,28.7966156981359
"7348...5749","calibration","clay",20,25.6499218529087
"7763...5750","calibration","clay",35,40.1492858334728
"7579...5751","calibration","clay",27,30.7259778028289
"8543...5752","calibration","clay",18,23.3801973720143
"2168...5753","calibration","clay",31,30.7804782169625
"2156...5754","calibration","clay",31,28.9671241512736
"6539...5755","calibration","clay",30.9799995,29.5299060656101
"4577...5756","calibration","clay",32,26.3864965895261
"4954...5757","calibration","clay",23,26.262851507259
"4990...5758","calibration","clay",36.3800011,29.2537554139083
"6366...5759","calibration","clay",33.0600014,27.6481688498906
"1633...5760","calibration","clay",23,31.1060977642777
"7765...5761","calibration","clay",35,40.1555549401118
"2160...5762","calibration","clay",32,29.5839107358358
"1701...5763","calibration","clay",33,34.9647105726152
"2172...5764","calibration","clay",30,29.3364521493249
"1143...5765","calibration","clay",43,42.9899571384925
"1167...5766","calibration","clay",35,35.5420626247761
"7986...5767","calibration","clay",47,41.4837247822948
"2220...5768","calibration","clay",29,35.247144477344
"6405...5769","calibration","clay",21.6599998,23.0623383708019
"1623...5770","calibration","clay",29,30.8414737508944
"4989...5771","calibration","clay",35,30.007971496817
"4162...5772","calibration","clay",37,31.8543730549995
"1467...5773","calibration","clay",27,28.8832668812198
"8201...5774","calibration","clay",22,21.4841437436609
"1527...5775","calibration","clay",28,26.8098785141398
"4017...5776","calibration","clay",22,22.4141603022493
"3768...5777","calibration","clay",23,23.2559449432375
"1319...5778","calibration","clay",29,20.6491757567683
"8200...5779","calibration","clay",23,21.5795083128822
"1401...5780","calibration","clay",20,31.2809751468578
"1331...5781","calibration","clay",26,20.9220748995454
"1045...5782","calibration","clay",20,25.7321876729924
"1291...5783","calibration","clay",37,36.0836808944825
"1417...5784","calibration","clay",29,29.5615638764691
"2262...5785","calibration","clay",31,36.6128012594548
"1705...5786","calibration","clay",35,32.0781267540478
"7872...5787","calibration","clay",16,19.8880956639879
"695...5788","calibration","clay",16,17.8215887081586
"1165...5789","calibration","clay",34,35.2794961673002
"8244...5790","calibration","clay",26,25.0362180120794
"7837...5791","calibration","clay",34,32.0671745715213
"3963...5792","calibration","clay",25,34.9452747728739
"1415...5793","calibration","clay",26,28.9345910668342
"6675...5794","calibration","clay",19.75,23.3264022155746
"4966...5795","calibration","clay",25.9899998,22.819894380221
"6551...5796","calibration","clay",34,29.8538531249822
"1649...5797","calibration","clay",34,27.3350801049013
"1469...5798","calibration","clay",30,31.1577715249427
"2260...5799","calibration","clay",29,35.7264999026893
"8186...5800","calibration","clay",41,23.6261602782899
"6528...5801","calibration","clay",32.2299995,28.9725754524201
"6475...5802","calibration","clay",25.9200001,35.374620661183
"8188...5803","calibration","clay",26,25.857625605593
"8542...5804","calibration","clay",19,24.1898136427606
"8350...5805","calibration","clay",16,20.9654247762306
"1113...5806","calibration","clay",28,28.309625404874
"2196...5807","calibration","clay",30,29.8513841974148
"4807...5808","calibration","clay",35.8600006,36.4712363589607
"5564...5809","calibration","clay",14.7799997,15.166933124591
"8242...5810","calibration","clay",29,24.7142106240761
"845...5811","calibration","clay",24,27.3980510692218
"6672...5812","calibration","clay",25,30.5510105823051
"8352...5813","calibration","clay",19,21.2626972931491
"1287...5814","calibration","clay",22,28.478663865091
"6369...5815","calibration","clay",46.0699997,41.5892109341753
"1407...5816","calibration","clay",24,26.7612496569718
"1403...5817","calibration","clay",17,17.8930317915026
"4158...5818","calibration","clay",23,21.5586091711864
"1032...5819","calibration","clay",21,26.162592412524
"1419...5820","calibration","clay",16,12.8837604851653
"4508...5821","calibration","clay",69.1399994,59.1735418237778
"8417...5822","calibration","clay",44,47.0196454210452
"4078...5823","calibration","clay",28,22.7185276776411
"7819...5824","calibration","clay",25,23.78800991349
"4161...5825","calibration","clay",30,33.9828475834276
"1647...5826","calibration","clay",29,29.8334331598815
"5940...5827","calibration","clay",37,37.798186798719
"1593...5828","calibration","clay",23,27.4034404437241
"1765...5829","calibration","clay",23,27.1725681713679
"4576...5830","calibration","clay",36,29.1525753476367
"3804...5831","calibration","clay",6,11.3139549476748
"4290...5832","calibration","clay",3.0999999,7.56791010656171
"1080...5833","calibration","clay",23,25.0447904174094
"1141...5834","calibration","clay",43,45.8059276662871
"4985...5835","calibration","clay",36,30.2259878286296
"1367...5836","calibration","clay",26,28.0565629414379
"893...5837","calibration","clay",39,35.7384963777259
"8302...5838","calibration","clay",17,14.6424112837539
"3781...5839","calibration","clay",21,26.8068380107692
"6095...5840","calibration","clay",33.4099998,33.5281693886632
"2218...5841","calibration","clay",28,31.4458165825418
"2033...5842","calibration","clay",22,26.6048097928758
"4965...5843","calibration","clay",23.8400002,27.3672564828299
"6093...5844","calibration","clay",37.5600014,41.8118670969175
"4004...5845","calibration","clay",17.8299999,17.6805636699929
"697...5846","calibration","clay",6,6.34440459611066
"1068...5847","calibration","clay",19,20.5844610666334
"1549...5848","calibration","clay",38,32.5411199077241
"5948...5849","calibration","clay",16.9799995,25.6927962397713
"1083...5850","calibration","clay",11,16.6669222998709
"4291...5851","calibration","clay",4.19000006,7.25700616570532
"6370...5852","calibration","clay",44.7099991,38.8355932514712
"8337...5853","calibration","clay",19,25.3809502006123
"5969...5854","calibration","clay",24.25,34.0989540124969
"4571...5855","calibration","clay",45,30.4677844886767
"1153...5856","calibration","clay",29,28.706220650901
"4955...5857","calibration","clay",23.2600002,25.8519658646156
"1057...5858","calibration","clay",23,24.8546467098959
"2320...5859","calibration","clay",25,27.7888409850527
"1851...5860","calibration","clay",24,27.3347507461242
"1111...5861","calibration","clay",29,29.2129726334344
"8246...5862","calibration","clay",28,27.989513977789
"8241...5863","calibration","clay",26,27.7134804909739
"1735...5864","calibration","clay",18,24.3613913657995
"7875...5865","calibration","clay",15,17.4419824634362
"4299...5866","calibration","clay",4.59000015,3.81865226302737
"2174...5867","calibration","clay",30,29.5665949715205
"8421...5868","calibration","clay",46,49.6698768646282
"6709...5869","calibration","clay",35.7799988,36.4976587416975
"1679...5870","calibration","clay",31,25.1257029439892
"869...5871","calibration","clay",16,19.1980676436566
"8002...5872","calibration","clay",24,24.5757861777919
"2318...5873","calibration","clay",25,27.1715020995475
"4799...5874","calibration","clay",53,42.561527818874
"8562...5875","calibration","clay",16,12.2386047703689
"1043...5876","calibration","clay",27,25.3351525653654
"1523...5877","calibration","clay",29,24.0743669110467
"1665...5878","calibration","clay",29,27.4118349565564
"1695...5879","calibration","clay",13,21.8456512185501
"4133...5880","calibration","clay",18,17.4150890318458
"6092...5881","calibration","clay",40.2599983,39.6371591821482
"859...5882","calibration","clay",24,28.5697294165187
"1421...5883","calibration","clay",18,16.3240523366686
"4003...5884","calibration","clay",17.3400002,18.5352810146745
"3515...5885","calibration","clay",7,7.8944446996552
"1591...5886","calibration","clay",22,26.4588209941874
"1321...5887","calibration","clay",27,22.9464092233194
"8300...5888","calibration","clay",25,20.0263878395782
"1463...5889","calibration","clay",15,14.6342726168794
"1035...5890","calibration","clay",19,18.910380328994
"8385...5891","calibration","clay",27,30.4076558738225
"8303...5892","calibration","clay",17,17.0060424836163
"4798...5893","calibration","clay",47,36.2522359927743
"1301...5894","calibration","clay",28,29.6113387421933
"1677...5895","calibration","clay",27,26.0071906687477
"6529...5896","calibration","clay",11.0100002,19.0587056883937
"4507...5897","calibration","clay",75,64.6768463066145
"1123...5898","calibration","clay",26,25.7193860662994
"2009...5899","calibration","clay",30,29.657994721304
"693...5900","calibration","clay",25,23.1499226940746
"8203...5901","calibration","clay",21,21.0442987675013
"1639...5902","calibration","clay",4,4.88982383863762
"849...5903","calibration","clay",26,26.0047717492433
"1047...5904","calibration","clay",13,15.3568198626879
"6920...5905","calibration","clay",26.4899998,23.8032253593246
"7565...5906","calibration","clay",26,29.1115980923123
"1681...5907","calibration","clay",27,26.5414417397045
"1621...5908","calibration","clay",27,29.8451336535951
"6568...5909","calibration","clay",25.6000004,24.4431780028289
"1115...5910","calibration","clay",27,26.8202652064765
"5920...5911","calibration","clay",25.1900005,24.1330394701064
"731...5912","calibration","clay",32,29.3613604258104
"5566...5913","calibration","clay",11.0100002,13.3939220982757
"1067...5914","calibration","clay",23,25.8719909216416
"6384...5915","calibration","clay",30.1599998,19.9592127796225
"1465...5916","calibration","clay",19,15.8674854917002
"5929...5917","calibration","clay",33.7799988,31.3288947643642
"2222...5918","calibration","clay",22,24.833479249883
"6094...5919","calibration","clay",34.2099991,33.467014975458
"871...5920","calibration","clay",16,17.5864665561339
"1311...5921","calibration","clay",28,27.6301852692349
"3918...5922","calibration","clay",24,22.0553745458337
"905...5923","calibration","clay",39,37.1938286181781
"3688...5924","calibration","clay",14,11.4547598131284
"2035...5925","calibration","clay",15,19.2452936427585
"4009...5926","calibration","clay",19.2900009,23.3390416037771
"4138...5927","calibration","clay",12,18.9884746536155
"1333...5928","calibration","clay",27,21.2101970402412
"6029...5929","calibration","clay",19.0200005,14.6576853487699
"1767...5930","calibration","clay",24,27.4698637694356
"3808...5931","calibration","clay",24,25.3905275870197
"907...5932","calibration","clay",38,37.951203696495
"1733...5933","calibration","clay",25,24.0516903141153
"1771...5934","calibration","clay",26,24.666715185011
"1783...5935","calibration","clay",29,26.1328338759033
"895...5936","calibration","clay",38,37.0321347523112
"1795...5937","calibration","clay",28,27.6929999564879
"7564...5938","calibration","clay",26,28.0188107336575
"6444...5939","calibration","clay",34.1699982,34.6271783444369
"4800...5940","calibration","clay",55,43.4353755746873
"3969...5941","calibration","clay",23.25,20.1316129794344
"881...5942","calibration","clay",18,19.9921620585388
"3730...5943","calibration","clay",35,35.7856212246143
"1875...5944","calibration","clay",20,19.6436109182587
"3933...5945","calibration","clay",33.0400009,28.4249230566048
"1091...5946","calibration","clay",31,28.8442906543622
"1121...5947","calibration","clay",26,27.6891051296787
"7580...5948","calibration","clay",27,27.1828706001983
"7540...5949","calibration","clay",17,20.5948131456614
"5936...5950","calibration","clay",43,38.3217898989641
"1793...5951","calibration","clay",26,25.0155975361725
"7542...5952","calibration","clay",15,19.1257359205231
"1543...5953","calibration","clay",27,24.2579944521494
"1799...5954","calibration","clay",26,23.9043053401226
"3401...5955","calibration","clay",5,9.15574971008803
"5937...5956","calibration","clay",32.4900017,30.4316674064463
"4501...5957","calibration","clay",1,3.0403098274075
"2316...5958","calibration","clay",27,30.7242582816116
"5966...5959","calibration","clay",44.0999985,37.5514636353721
"434...5960","calibration","clay",28,30.4252934837579
"1707...5961","calibration","clay",40,34.2375744625432
"4157...5962","calibration","clay",27,24.0329775054342
"1876...5963","calibration","clay",20,21.1626007964072
"2184...5964","calibration","clay",25,25.2873297877181
"1021...5965","calibration","clay",20,23.5611069285694
"1618...5966","calibration","clay",33,30.0954073518965
"3796...5967","calibration","clay",17,14.8111843207549
"1571...5968","calibration","clay",26,23.8639823479314
"7547...5969","calibration","clay",6,15.1107360439904
"7550...5970","calibration","clay",16,19.5426670674772
"432...5971","calibration","clay",27,29.917659064783
"1801...5972","calibration","clay",28,28.3777605742838
"8415...5973","calibration","clay",47,41.9096647495503
"883...5974","calibration","clay",19,23.6669443407
"1313...5975","calibration","clay",30,26.574394364534
"1575...5976","calibration","clay",26,21.6403474023896
"1177...5977","calibration","clay",22,27.1449841226975
"1837...5978","calibration","clay",25,26.1715034883997
"1147...5979","calibration","clay",42,35.0012259588516
"1273...5980","calibration","clay",24,25.7093192776678
"1829...5981","calibration","clay",26,24.3088184557802
"7898...5982","calibration","clay",31,29.1351079521859
"3972...5983","calibration","clay",22.6599998,18.0896490269409
"1843...5984","calibration","clay",29,27.2532103013229
"1669...5985","calibration","clay",36,27.3420912673814
"5636...5986","calibration","clay",19.1299992,20.1585261802272
"7912...5987","calibration","clay",28,26.1340057075021
"6502...5988","calibration","clay",9,10.2587923505448
"1999...5989","calibration","clay",17,26.0027659886053
"6501...5990","calibration","clay",8,12.9072156948802
"1925...5991","calibration","clay",22,22.9095092848533
"7874...5992","calibration","clay",21,21.8595226451627
"4192...5993","calibration","clay",23,20.0862367561188
"707...5994","calibration","clay",11,13.5611262464625
"1109...5995","calibration","clay",26,27.8489041002332
"2182...5996","calibration","clay",25,26.6536239167204
"4984...5997","calibration","clay",35,25.665046154402
"4983...5998","calibration","clay",38,34.3435558787644
"4121...5999","calibration","clay",20,19.8793410049007
"1813...6000","calibration","clay",26,26.8091189353046
"1519...6001","calibration","clay",15,13.4102969042567
"4433...6002","calibration","clay",22,18.2568642527971
"1841...6003","calibration","clay",25,25.7974904443119
"2278...6004","calibration","clay",24,30.1982473348466
"4808...6005","calibration","clay",10,23.9972082185305
"1337...6006","calibration","clay",25,21.4878018173192
"6839...6007","calibration","clay",15.0699997,14.803599918365
"2031...6008","calibration","clay",26,24.4827829779887
"2302...6009","calibration","clay",31,36.7675788948525
"1211...6010","calibration","clay",20,26.4653468630352
"4961...6011","calibration","clay",20.0100002,17.5100867612174
"4013...6012","calibration","clay",17.8199997,19.0282639392559
"2274...6013","calibration","clay",28,30.8053273074817
"7541...6014","calibration","clay",18,22.2253809854915
"428...6015","calibration","clay",24,26.1270007180163
"1807...6016","calibration","clay",25,23.6378732486978
"2180...6017","calibration","clay",25,24.0590260164224
"4134...6018","calibration","clay",21,17.411566373004
"8497...6019","calibration","clay",31,25.4186456525143
"1585...6020","calibration","clay",25,27.0445352671581
"1275...6021","calibration","clay",22,25.0877892920799
"4280...6022","calibration","clay",11.1000004,13.3351481999077
"4232...6023","calibration","clay",21,15.8176408213535
"1213...6024","calibration","clay",22,25.5666139706444
"1055...6025","calibration","clay",24,23.4424525287227
"2194...6026","calibration","clay",27,28.4236974875615
"1199...6027","calibration","clay",21,25.3608311989907
"1433...6028","calibration","clay",23,24.1066109995465
"8527...6029","calibration","clay",30,24.7674479243198
"1289...6030","calibration","clay",25,24.7525613621736
"3556...6031","calibration","clay",12,11.5557085934137
"6833...6032","calibration","clay",20,22.1679771699645
"2021...6033","calibration","clay",15,22.859725282682
"1437...6034","calibration","clay",24,22.1340572195366
"7797...6035","calibration","clay",22,22.3078825491359
"1125...6036","calibration","clay",25,25.3177555752735
"6385...6037","calibration","clay",25.6499996,22.9566605364432
"8494...6038","calibration","clay",17,14.7075976617122
"1103...6039","calibration","clay",28,27.9786673969954
"2252...6040","calibration","clay",23,23.55798517063
"7326...6041","calibration","clay",49.4000015,48.0201746101431
"1089...6042","calibration","clay",29,27.9039777484842
"1277...6043","calibration","clay",26,25.2673454767729
"1305...6044","calibration","clay",26,27.1576994851741
"4079...6045","calibration","clay",26.2299995,21.8505238612055
"1435...6046","calibration","clay",23,24.653748135453
"4014...6047","calibration","clay",15.9399996,16.5972841778174
"1769...6048","calibration","clay",26,25.5532843911655
"2306...6049","calibration","clay",20,25.3940615668695
"4191...6050","calibration","clay",24,20.5663630281295
"7835...6051","calibration","clay",37,30.7362520157405
"7813...6052","calibration","clay",22,22.075995001428
"4233...6053","calibration","clay",17,16.9285768157083
"8493...6054","calibration","clay",20,16.6759113519259
"8528...6055","calibration","clay",21,17.7593708555908
"1559...6056","calibration","clay",29,24.7831325411392
"4139...6057","calibration","clay",14,17.0118516901873
"4821...6058","calibration","clay",42,36.8201846468014
"865...6059","calibration","clay",37,35.316080583685
"4005...6060","calibration","clay",14.21,16.7995612392721
"709...6061","calibration","clay",6,7.60788595126968
"4510...6062","calibration","clay",33,47.3539772326841
"861...6063","calibration","clay",32,31.8727056581841
"1871...6064","calibration","clay",27,25.1474052339091
"7571...6065","calibration","clay",20,19.5659361917216
"1335...6066","calibration","clay",26,21.5650710741622
"4764...6067","calibration","clay",60,51.4117776234699
"1175...6068","calibration","clay",22,26.523939687863
"1379...6069","calibration","clay",25,25.4905437263753
"1935...6070","calibration","clay",26,22.7015415145746
"1503...6071","calibration","clay",23,24.2031423872879
"2294...6072","calibration","clay",22,26.4928110081188
"733...6073","calibration","clay",31,33.3801972137808
"4642...6074","calibration","clay",6.05000019,12.4375468090705
"1923...6075","calibration","clay",23,21.992654324285
"1041...6076","calibration","clay",18,24.3691910480284
"8348...6077","calibration","clay",11,13.8723611776418
"6563...6078","calibration","clay",23,23.0140793746497
"2298...6079","calibration","clay",24,27.2325765122428
"7292...6080","calibration","clay",29,22.3750447307131
"5004...6081","calibration","clay",34,27.3832721035263
"2011...6082","calibration","clay",12,22.1546472482115
"1857...6083","calibration","clay",39,34.740226705149
"8408...6084","calibration","clay",36,34.3043116624222
"1691...6085","calibration","clay",30,28.8329732784454
"1521...6086","calibration","clay",18,14.6361301159768
"3397...6087","calibration","clay",17,16.4370302195718
"8526...6088","calibration","clay",25,25.1596885207238
"6374...6089","calibration","clay",18.4799995,18.8191105890583
"4049...6090","calibration","clay",17,22.7944020515214
"2300...6091","calibration","clay",23,24.6646598920664
"1189...6092","calibration","clay",23,27.8591037920067
"4204...6093","calibration","clay",23,20.9464928872262
"6677...6094","calibration","clay",16,22.9321579781524
"1561...6095","calibration","clay",25,24.4552430214903
"8373...6096","calibration","clay",16,16.0299418291791
"3800...6097","calibration","clay",12,28.371559930521
"3821...6098","calibration","clay",14,20.7127759392192
"1683...6099","calibration","clay",33,25.0924493472796
"3541...6100","calibration","clay",9,7.45988559920247
"6527...6101","calibration","clay",31.2999992,25.8094156209065
"1489...6102","calibration","clay",22,22.692305105905
"1731...6103","calibration","clay",24,23.8619130353895
"7572...6104","calibration","clay",20,16.1247491684483
"8325...6105","calibration","clay",14,11.4542640594367
"1853...6106","calibration","clay",24,25.2180168006027
"7573...6107","calibration","clay",17,16.2533207660303
"2069...6108","calibration","clay",4,5.48085206607867
"1729...6109","calibration","clay",23,22.048344695829
"1461...6110","calibration","clay",20,17.6611667012957
"2258...6111","calibration","clay",26,27.0153014091274
"3415...6112","calibration","clay",14,9.65135274027105
"703...6113","calibration","clay",27,26.2276784853308
"1079...6114","calibration","clay",18,23.6600605150604
"2001...6115","calibration","clay",4,9.38334928590725
"7839...6116","calibration","clay",34,30.197917542977
"2023...6117","calibration","clay",9,12.6478607847838
"7549...6118","calibration","clay",13,17.565071910228
"2198...6119","calibration","clay",29,25.1414242653219
"1119...6120","calibration","clay",28,26.846881375129
"1547...6121","calibration","clay",28,24.8195496285829
"1157...6122","calibration","clay",28,26.6844579523339
"3429...6123","calibration","clay",17,9.84753325662884
"4010...6124","calibration","clay",18.0100002,23.3973935491961
"6089...6125","calibration","clay",44.0099983,30.2518819663577
"4503...6126","calibration","clay",0.00999900009999,-3.38291221112628
"4018...6127","calibration","clay",20,19.8142855821391
"863...6128","calibration","clay",41,38.216926521929
"8414...6129","calibration","clay",42,35.4392446492755
"3721...6130","calibration","clay",22,22.8999340792419
"4761...6131","calibration","clay",39,37.9731259411461
"1727...6132","calibration","clay",22,22.6443196779169
"1723...6133","calibration","clay",14,22.9595800463561
"1457...6134","calibration","clay",32,33.4914357079484
"4168...6135","calibration","clay",42,39.5755198811409
"1317...6136","calibration","clay",24,24.6855044556966
"7277...6137","calibration","clay",12.9899998,22.1830743070335
"1201...6138","calibration","clay",22,25.373498560507
"6849...6139","calibration","clay",25.3600006,20.648593306991
"851...6140","calibration","clay",25,24.9828118054871
"6567...6141","calibration","clay",29.9500008,27.6015913224684
"6424...6142","calibration","clay",45.0800018,42.3204519964945
"6683...6143","calibration","clay",28.5900002,35.7820113418263
"3724...6144","calibration","clay",24,26.7278295943412
"6569...6145","calibration","clay",12.0699997,16.834319897811
"1903...6146","calibration","clay",22,25.5474354542297
"1377...6147","calibration","clay",25,21.5111141326815
"867...6148","calibration","clay",31,31.1534661046209
"7543...6149","calibration","clay",15,15.3110022180381
"4605...6150","calibration","clay",14.9899998,26.8885698203288
"3722...6151","calibration","clay",27,28.4668564477875
"1037...6152","calibration","clay",22,24.6467421904775
"1323...6153","calibration","clay",27,23.2780995601358
"6417...6154","calibration","clay",23.2199993,27.4381521053845
"7684...6155","calibration","clay",40,32.2060673230921
"5713...6156","calibration","clay",2,-1.45021771811899
"426...6157","calibration","clay",24,26.2400891888303
"6028...6158","calibration","clay",22.0300007,14.9381201752021
"8166...6159","calibration","clay",0.00999900009999,-6.14570020642093
"8164...6160","calibration","clay",4,4.14750482263752
"4135...6161","calibration","clay",19,17.3731797807252
"1724...6162","calibration","clay",24,23.7642703217625
"1445...6163","calibration","clay",23,23.8954374890601
"1915...6164","calibration","clay",23,25.8838194630827
"6377...6165","calibration","clay",15.4499998,13.7787875597895
"1505...6166","calibration","clay",23,22.8738624985003
"1917...6167","calibration","clay",21,20.8431894413021
"2296...6168","calibration","clay",22,24.7180910023777
"2117...6169","calibration","clay",10,24.5153633031115
"8000...6170","calibration","clay",22,25.0086804820077
"1071...6171","calibration","clay",7,10.7572235718155
"6445...6172","calibration","clay",31.3299999,34.6621131094082
"7910...6173","calibration","clay",27,25.200272378445
"3805...6174","calibration","clay",11,13.0470566447346
"1927...6175","calibration","clay",23,22.6928178682227
"8437...6176","calibration","clay",34,34.3133144249136
"4762...6177","calibration","clay",49,45.1421269685347
"1888...6178","calibration","clay",24,21.294002152797
"6850...6179","calibration","clay",29.9099998,20.9409912083552
"2119...6180","calibration","clay",7,8.71183966912233
"2214...6181","calibration","clay",23,22.0684965349603
"4988...6182","calibration","clay",40,32.7434982917257
"1803...6183","calibration","clay",25,25.4460700810403
"7548...6184","calibration","clay",4,12.4141434867995
"443...6185","calibration","clay",29,30.7674561336144
"8406...6186","calibration","clay",39,39.7282752931005
"1545...6187","calibration","clay",29,24.1487952862635
"4289...6188","calibration","clay",3.50999999,9.47151970022916
"4509...6189","calibration","clay",28.8999996,53.1448269049103
"7798...6190","calibration","clay",22,21.7419237208792
"420...6191","calibration","clay",21,26.4151196091812
"4222...6192","calibration","clay",18,21.2903259173267
"3452...6193","calibration","clay",20,14.0386088798088
"5706...6194","calibration","clay",7,-0.241497446686793
"1449...6195","calibration","clay",22,25.2474920996491
"1713...6196","calibration","clay",22,21.0437660702918
"1845...6197","calibration","clay",26,24.3905345403257
"7585...6198","calibration","clay",25,19.258755358398
"8115...6199","calibration","clay",16,12.756190321549
"1427...6200","calibration","clay",25,24.7952657943788
"6400...6201","calibration","clay",15.6000004,16.7021952785669
"3569...6202","calibration","clay",5,17.8540477489694
"2067...6203","calibration","clay",7,8.61574598739017
"947...6204","calibration","clay",22,20.9607591159016
"5610...6205","calibration","clay",31.2299995,39.3162014074464
"7581...6206","calibration","clay",24,29.0851325254717
"2256...6207","calibration","clay",23,22.3949069965388
"1601...6208","calibration","clay",40,38.6607495366503
"3825...6209","calibration","clay",20,14.1675474770855
"1381...6210","calibration","clay",24,21.4877274410346
"448...6211","calibration","clay",28,26.9887892806175
"1815...6212","calibration","clay",25,24.5575237545308
"689...6213","calibration","clay",24,23.5902562882784
"6678...6214","calibration","clay",21.9599991,25.1913990545002
"1145...6215","calibration","clay",46,45.4211236178336
"8258...6216","calibration","clay",35,27.5226173579259
"8492...6217","calibration","clay",19,15.6734304439336
"1019...6218","calibration","clay",22,24.5179780971543
"7810...6219","calibration","clay",22,20.6565406491536
"3407...6220","calibration","clay",9,11.1914939860855
"1715...6221","calibration","clay",23,20.6003646179538
"430...6222","calibration","clay",25,25.6398936706493
"1597...6223","calibration","clay",26,24.8906939996916
"4432...6224","calibration","clay",23,18.9244219251572
"1855...6225","calibration","clay",24,24.9530623203737
"8395...6226","calibration","clay",41,42.2376590496885
"7821...6227","calibration","clay",26,24.2353957839043
"4210...6228","calibration","clay",18,20.7429869545717
"4224...6229","calibration","clay",24,22.7895131320069
"4127...6230","calibration","clay",18,20.9074026533622
"2212...6231","calibration","clay",24,22.1316039436321
"3769...6232","calibration","clay",16,24.3852158749214
"4806...6233","calibration","clay",44,45.6523907751489
"6851...6234","calibration","clay",26.5100002,21.5667385516339
"8329...6235","calibration","clay",14,7.20185748802727
"4992...6236","calibration","clay",34.2999992,31.3074143878465
"5445...6237","calibration","clay",18.7900009,22.9353676248335
"1409...6238","calibration","clay",27,24.1748348701822
"8393...6239","calibration","clay",40,38.8810425982146
"6500...6240","calibration","clay",13,14.4334117445683
"3950...6241","calibration","clay",17,15.3150117937343
"1215...6242","calibration","clay",24,24.5248446361471
"3728...6243","calibration","clay",29,22.2034086513939
"6056...6244","calibration","clay",29.7399998,38.4348211195028
"8511...6245","calibration","clay",21,19.5951549397523
"5486...6246","calibration","clay",27,25.5174012137475
"4819...6247","calibration","clay",46.1800003,46.0455515102047
"1939...6248","calibration","clay",23,22.6545270925309
"1901...6249","calibration","clay",19,24.6897127142048
"1357...6250","calibration","clay",22,24.8040566223516
"686...6251","calibration","clay",23,22.9811243806839
"6402...6252","calibration","clay",12.5100002,14.4437699280741
"1655...6253","calibration","clay",25,26.0788221948586
"1477...6254","calibration","clay",26,23.3049526377473
"8361...6255","calibration","clay",17,19.3009545316112
"1247...6256","calibration","clay",22,23.2135610274299
"2029...6257","calibration","clay",20,27.5931513152963
"7014...6258","calibration","clay",3.98000002,10.8566369701165
"6446...6259","calibration","clay",33.6100006,32.4331449546771
"7557...6260","calibration","clay",15,17.7559123943942
"3570...6261","calibration","clay",5,10.9341126515766
"6090...6262","calibration","clay",43.0699997,29.6459110951791
"4580...6263","calibration","clay",20,19.9033420805472
"8465...6264","calibration","clay",31,27.717208153648
"8363...6265","calibration","clay",20,20.3216785692855
"422...6266","calibration","clay",22,24.8976302815907
"4144...6267","calibration","clay",9,11.9367298510614
"3934...6268","calibration","clay",26.7900009,24.710227953778
"1093...6269","calibration","clay",12,20.8612363013335
"1651...6270","calibration","clay",8,11.6887329885082
"2244...6271","calibration","clay",47,38.8024689317135
"5560...6272","calibration","clay",21.9799995,28.0654872494827
"1051...6273","calibration","clay",23,24.3021032660545
"713...6274","calibration","clay",22,22.7580722338656
"1481...6275","calibration","clay",21,23.1102497175412
"1781...6276","calibration","clay",23,22.0283063051412
"1643...6277","calibration","clay",27,28.3182669764021
"7687...6278","calibration","clay",40,31.9711595886749
"5921...6279","calibration","clay",19.9300003,20.804376275718
"7657...6280","calibration","clay",18,22.896653976901
"1077...6281","calibration","clay",22,21.1039363108713
"5635...6282","calibration","clay",22.1200008,21.3012355126115
"6399...6283","calibration","clay",19.4099998,20.9346768505956
"2192...6284","calibration","clay",29,27.1710414833471
"1879...6285","calibration","clay",13,13.4242367004118
"3792...6286","calibration","clay",8,13.4518335745469
"1513...6287","calibration","clay",32,27.187279149965
"1509...6288","calibration","clay",23,21.4148810378541
"1637...6289","calibration","clay",4,6.70809135214817
"6666...6290","calibration","clay",24,22.0802793913278
"437...6291","calibration","clay",21,23.281360297972
"1099...6292","calibration","clay",25,28.2700751898914
"8512...6293","calibration","clay",24,19.4244338840774
"975...6294","calibration","clay",3,0.826964001229577
"6538...6295","calibration","clay",29.0799999,31.5046665064237
"1517...6296","calibration","clay",18,16.7469643423991
"2025...6297","calibration","clay",5,12.4844618217609
"6197...6298","calibration","clay",27.5400009,23.6909198279063
"8498...6299","calibration","clay",27,25.7362576987043
"6105...6300","calibration","clay",50.6100006,38.0568194972468
"3989...6301","calibration","clay",23,20.3397450988929
"2210...6302","calibration","clay",24,22.4837649592345
"7913...6303","calibration","clay",32,28.1016083791996
"4760...6304","calibration","clay",35,35.3298150908147
"8327...6305","calibration","clay",14,9.69359891389878
"1891...6306","calibration","clay",16,17.4868317354353
"4579...6307","calibration","clay",21,18.4058293817117
"1931...6308","calibration","clay",19,19.5500807105523
"7998...6309","calibration","clay",23,21.7443628669735
"7558...6310","calibration","clay",15,17.3982052052934
"4581...6311","calibration","clay",21,22.8569620023492
"7851...6312","calibration","clay",24,18.8527480305326
"8335...6313","calibration","clay",19,25.6176508480962
"1087...6314","calibration","clay",28,28.7691429948519
"717...6315","calibration","clay",22,23.0495465554904
"4572...6316","calibration","clay",43,38.4640309664229
"6398...6317","calibration","clay",20.8099995,18.6303460072316
