"","type","variable","obs","pred"
"3198","calibration","carbon",2.51864644933555,2.39806694048244
"7763...2","calibration","carbon",3.0999999,2.98218590863898
"4159...3","calibration","carbon",1.29999995,1.39753533118552
"8542...4","calibration","carbon",3.5,3.84394224824055
"8543...5","calibration","carbon",2.5,2.51929331435056
"167","calibration","carbon",3.16,3.09753743964449
"223...7","calibration","carbon",2.54,2.6871752704762
"4577...8","calibration","carbon",2.20000005,2.18685155266196
"7764...9","calibration","carbon",2.5999999,2.46053549481397
"7566...10","calibration","carbon",3.0999999,2.7712768007659
"215...11","calibration","carbon",2.37,3.85938545919057
"4570...12","calibration","carbon",1.5,1.48981457548073
"1772...13","calibration","carbon",2.444,2.76048327093451
"2158...14","calibration","carbon",2.94,3.05942994304577
"6475...15","calibration","carbon",4,4.59362863182591
"211...16","calibration","carbon",2.41,2.37560148929328
"3347","calibration","carbon",2.70156689275117,2.81728892104794
"7248...18","calibration","carbon",3.9000001,3.7526088457646
"2168...19","calibration","carbon",2.89,3.15562757414034
"5948...20","calibration","carbon",1.79999995,1.88536874465686
"277...21","calibration","carbon",2.79,2.9559635532819
"1130...22","calibration","carbon",2.59,2.55790851605427
"3800...23","calibration","carbon",1.89999998,1.60766925834574
"6444...24","calibration","carbon",3.9000001,3.72608480760102
"1140...25","calibration","carbon",4.48,4.07157246751265
"233...26","calibration","carbon",2.48,2.84733368871477
"217...27","calibration","carbon",2.44,2.47157091427345
"3125","calibration","carbon",2.61130997367651,2.5256923931973
"1632...29","calibration","carbon",3.06,2.6714176340513
"4290...30","calibration","carbon",0.400000006,0.749011570062418
"2789","calibration","carbon",1.36061364444444,1.55198097758896
"1044...32","calibration","carbon",1.61,1.77504230436401
"5940...33","calibration","carbon",1.79999995,1.84894275372608
"7585...34","calibration","carbon",3.5999999,3.87832041778595
"4017...35","calibration","carbon",2.70000005,2.8133467757934
"894...36","calibration","carbon",2.75,2.98314044483902
"906...37","calibration","carbon",2.72,2.67327818254035
"2156...38","calibration","carbon",3.71,3.75648659932522
"273...39","calibration","carbon",3.09,3.46467864885443
"3687...40","calibration","carbon",2.4000001,1.70036510878931
"7579...41","calibration","carbon",4.5,4.65510739844343
"8200...42","calibration","carbon",3.70000005,4.21156359867529
"5969...43","calibration","carbon",1.20000005,1.3241003786572
"8217...44","calibration","carbon",3.4000001,3.79636019640217
"3225","calibration","carbon",1.99798849744803,1.89353743025549
"6539...46","calibration","carbon",1.79999995,2.15263893240459
"4078...47","calibration","carbon",1.79999995,1.73987450833144
"3348","calibration","carbon",2.60653043025315,2.89137066193862
"3235","calibration","carbon",2.11875882157493,3.46138602443123
"8301...50","calibration","carbon",0.959999979,0.933675806085161
"7836...51","calibration","carbon",2.5,2.61003688576201
"696...52","calibration","carbon",0.69,0.391296129762531
"4571...53","calibration","carbon",1.20000005,1.4062072463182
"301...54","calibration","carbon",2.94,3.1153324990556
"7552...55","calibration","carbon",1.70000005,1.88104494401028
"2985","calibration","carbon",2.0564608048048,2.54456581222131
"1692...57","calibration","carbon",1.6,1.69947749034588
"6366...58","calibration","carbon",1.79999995,1.85472679392144
"7986...59","calibration","carbon",4,3.86044800166473
"3197","calibration","carbon",3.20917156817659,2.76188997271411
"3224","calibration","carbon",2.23813963096205,2.40970681161487
"1034...62","calibration","carbon",1.02,1.16695396525862
"4990...63","calibration","carbon",1.39999998,1.47936768163642
"2170...64","calibration","carbon",2.93,2.97593012889244
"732...65","calibration","carbon",1.56,1.62300562374304
"4576...66","calibration","carbon",3.20000005,3.08451631975861
"4954...67","calibration","carbon",2,2.18680233955064
"281...68","calibration","carbon",2.68,3.45026946458505
"3010","calibration","carbon",1.19267523532048,1.57012941630267
"7542...70","calibration","carbon",3,2.30521679309379
"1622...71","calibration","carbon",1.54,1.29127339103108
"6540...72","calibration","carbon",1.20000005,1.48783542393176
"5566...73","calibration","carbon",0.699999988,0.218492741858842
"3349","calibration","carbon",2.0552252071352,2.19213199431681
"7551...75","calibration","carbon",2.79999995,2.95885740948796
"7580...76","calibration","carbon",3.20000005,3.04239290685111
"856...77","calibration","carbon",2.17,2.4149263993756
"1666...78","calibration","carbon",2.49,2.37885956355617
"4291...79","calibration","carbon",0.400000006,0.927132352361491
"1856...80","calibration","carbon",3.308,3.30659080523388
"6709...81","calibration","carbon",0.400000006,0.255587643845215
"6424...82","calibration","carbon",3.70000005,3.47558063898819
"3186","calibration","carbon",2.46533679189028,2.2283002742448
"6405...84","calibration","carbon",2.5999999,2.61010063607928
"4072...85","calibration","carbon",3.4000001,3.68287682777918
"3730...86","calibration","carbon",3.9000001,3.8872719633522
"4162...87","calibration","carbon",1.89999998,1.7734380629295
"1524...88","calibration","carbon",1.964,2.12821631145633
"7862...89","calibration","carbon",2,2.97445875621349
"6367...90","calibration","carbon",1.10000002,1.29240366538984
"1886...91","calibration","carbon",2.79,3.28212884753689
"1698...92","calibration","carbon",0.9,3.53464976515015
"6092...93","calibration","carbon",3.79999995,4.05898593966069
"2976","calibration","carbon",0.678081472477065,0.993631929698621
"1876...95","calibration","carbon",2.49,2.92180649087922
"1734...96","calibration","carbon",1.19,1.48884512090894
"4073...97","calibration","carbon",1.20000005,1.13018165161179
"1080...98","calibration","carbon",1.34,1.2566812749644
"199","calibration","carbon",0.78,0.787583695174254
"4965...100","calibration","carbon",3.0999999,3.37460523711117
"3187","calibration","carbon",1.41383504109898,1.33445644177251
"1168...102","calibration","carbon",1.8,1.71843705694967
"3383","calibration","carbon",2.38051064788082,2.68215543192227
"846...104","calibration","carbon",2.06,2.18610981854459
"5934...105","calibration","carbon",1.10000002,1.4045617637723
"730...106","calibration","carbon",1.16,0.938562198507662
"5966...107","calibration","carbon",2.4000001,2.69552341600908
"293...108","calibration","carbon",2.93,2.82492637706773
"285...109","calibration","carbon",2.81,3.2826179641062
"7819...110","calibration","carbon",2,2.18845090514673
"4966...111","calibration","carbon",2.20000005,1.96842577700901
"1638...112","calibration","carbon",1.05,1.26828804923976
"515","calibration","carbon",1.56,1.62033541244942
"197","calibration","carbon",3.07,2.95143879487133
"3808...115","calibration","carbon",2.9000001,3.07569890096082
"8445...116","calibration","carbon",1.70000005,1.74934387852236
"3733...117","calibration","carbon",3.9000001,3.66738316556051
"858...118","calibration","carbon",1.84,1.97636322384725
"868...119","calibration","carbon",2.03,2.39617727610338
"2942","calibration","carbon",1.513939116126,1.556269444264
"3192","calibration","carbon",2.75682947598253,2.73774260462759
"269...122","calibration","carbon",3.29,3.7668100957427
"2943","calibration","carbon",1.42428210065646,1.36425048606952
"4121...124","calibration","carbon",2.79999995,3.0641173305137
"7348...125","calibration","carbon",4.9000001,5.69048975831213
"1700...126","calibration","carbon",4.15,3.69383212738242
"4158...127","calibration","carbon",1,1.2105220791957
"1664...128","calibration","carbon",3.45,3.16442618525208
"5967...129","calibration","carbon",1.20000005,1.33863781938044
"1416...130","calibration","carbon",4.767,2.39956291500482
"4508...131","calibration","carbon",0.400000006,0.66080288864563
"8303...132","calibration","carbon",0.72,0.743192682349637
"4299...133","calibration","carbon",0.400000006,0.568820316799947
"880...134","calibration","carbon",2.07,2.25608750327431
"1704...135","calibration","carbon",1.82,1.55936244567705
"7896...136","calibration","carbon",2.29999995,2.22590102265903
"7879...137","calibration","carbon",3.5999999,3.58171432907772
"1648...138","calibration","carbon",1.08,1.13917276307968
"7556...139","calibration","carbon",3.70000005,3.32416890116097
"1658...140","calibration","carbon",1.78,1.65258844380105
"4807...141","calibration","carbon",3.20000005,2.50636007384568
"1694...142","calibration","carbon",1.39,1.66643884819074
"1330...143","calibration","carbon",3.04,3.11754810062328
"1166...144","calibration","carbon",2.43,2.65190110363185
"1068...145","calibration","carbon",1.35,1.36500183207983
"7846...146","calibration","carbon",3.0999999,3.41507275004148
"3933...147","calibration","carbon",1,1.03359492466554
"4511...148","calibration","carbon",4.9000001,4.17987547547361
"8493...149","calibration","carbon",2.79999995,2.82489464784538
"3124","calibration","carbon",4.46129502528519,5.02491468229547
"1680...151","calibration","carbon",1.44,1.42875625666836
"882...152","calibration","carbon",1.68,2.00808130656136
"7818...153","calibration","carbon",2.20000005,2.4124044700972
"1800...154","calibration","carbon",2.021,1.97221957611645
"4507...155","calibration","carbon",0.699999988,0.727646975796343
"4817...156","calibration","carbon",2.79999995,2.89013983972536
"7586...157","calibration","carbon",2.5,2.84807626382052
"1090...158","calibration","carbon",1.45,1.36678418909266
"2893","calibration","carbon",2.32341990125332,2.34901490785128
"5949...160","calibration","carbon",3,3.16626429130658
"297...161","calibration","carbon",2.69,2.93598500425691
"544","calibration","carbon",1.35,1.47147304157473
"1402...163","calibration","carbon",3.01,2.99398475850018
"1874...164","calibration","carbon",3.16,3.62579579472745
"1058...165","calibration","carbon",1.11,1.07168452090319
"1132...166","calibration","carbon",1.62,1.62246060455816
"6528...167","calibration","carbon",2,2.32481573811565
"2800","calibration","carbon",2.89127289719626,3.00899573468324
"201","calibration","carbon",0.52,0.62548788175346
"1400...170","calibration","carbon",4.615,4.65762501266681
"6445...171","calibration","carbon",2.9000001,3.06739603766804
"7581...172","calibration","carbon",2.4000001,2.06177844299365
"3384","calibration","carbon",2.09601266375546,2.36507031707311
"3969...174","calibration","carbon",2.9000001,2.80689214418979
"870...175","calibration","carbon",1.85,2.17964625139793
"1764...176","calibration","carbon",1.935,2.09218746707617
"1470...177","calibration","carbon",2.361,2.67248204837577
"6028...178","calibration","carbon",3.70000005,3.90207587836815
"2174...179","calibration","carbon",1.14,1.33259788385901
"2799","calibration","carbon",3.59995876772083,3.58516125845004
"4079...181","calibration","carbon",1.20000005,1.00670159212394
"4955...182","calibration","carbon",1.29999995,1.15278311178638
"1020...183","calibration","carbon",1.03,1.09938841836258
"3401...184","calibration","carbon",1.10000002,1.29059506222598
"2887","calibration","carbon",2.6073284522003,2.63089025893051
"8203...186","calibration","carbon",1.7,1.69271941126773
"4501...187","calibration","carbon",0.5,0.763647541951236
"1792...188","calibration","carbon",1.899,1.88335443773394
"1646...189","calibration","carbon",1.01,1.11662140780381
"3781...190","calibration","carbon",2.70000005,2.82321515644686
"986...191","calibration","carbon",0.98,1.56111139354522
"6417...192","calibration","carbon",2,2.36932804349305
"1592...193","calibration","carbon",2.105,2.52362557111717
"562","calibration","carbon",1.38,1.65789214677375
"6568...195","calibration","carbon",1,1.51282090247537
"718...196","calibration","carbon",1.07,1.14791414993575
"7875...197","calibration","carbon",1.70000005,1.30103908044626
"4991...198","calibration","carbon",2.79999995,2.95425170540488
"1668...199","calibration","carbon",1.63,1.59531197754561
"5929...200","calibration","carbon",1.10000002,0.99830044356771
"8494...201","calibration","carbon",1.70000005,1.67370394417789
"3805...202","calibration","carbon",2.20000005,1.80113144614458
"6529...203","calibration","carbon",1.89999998,2.42658874840586
"5486...204","calibration","carbon",2.9000001,3.13333616740837
"1548...205","calibration","carbon",4.497,4.93466326987809
"2196...206","calibration","carbon",2.29,2.42175554664246
"4004...207","calibration","carbon",1.5,1.34675481920316
"1056...208","calibration","carbon",1.17,1.23180444525989
"1722...209","calibration","carbon",1.18,1.46500700791482
"860...210","calibration","carbon",1.46,1.46890644542182
"7547...211","calibration","carbon",2.20000005,1.6854418040908
"3015","calibration","carbon",1.34747137787056,1.65301548943854
"706...213","calibration","carbon",1.54,2.03655134162223
"8503...214","calibration","carbon",3.79999995,3.57976402666467
"2963","calibration","carbon",1.5361977538287,1.52301187568458
"8244...216","calibration","carbon",2.7,2.56940318477745
"7592...217","calibration","carbon",3.5999999,3.55053155751507
"3972...218","calibration","carbon",1.5,1.35008325096811
"1770...219","calibration","carbon",1.99,1.98753542094829
"4138...220","calibration","carbon",2.5999999,2.31563120192395
"7326...221","calibration","carbon",5.19999981,4.30989060113393
"6370...222","calibration","carbon",2.0999999,2.09336502962167
"5610...223","calibration","carbon",1.60000002,1.61821498232897
"1888...224","calibration","carbon",2.1,2.30736926609685
"4127...225","calibration","carbon",2.29999995,2.315135292746
"1732...226","calibration","carbon",0.73,1.04410554195283
"6683...227","calibration","carbon",2.20000005,1.82169627427984
"4137...228","calibration","carbon",3.0999999,2.61859186238049
"7684...229","calibration","carbon",2.4,2.52874304239695
"1406...230","calibration","carbon",3.049,2.56996783856614
"1320...231","calibration","carbon",2.09,2.26291057790022
"6446...232","calibration","carbon",2.5999999,2.61288656617368
"516","calibration","carbon",1.53,1.48672950916757
"1042...234","calibration","carbon",1.62,1.65186584348675
"8248...235","calibration","carbon",1.29999995,1.39726452979085
"4985...236","calibration","carbon",0.5,0.671027415433841
"4800...237","calibration","carbon",3,2.69499651755615
"1676...238","calibration","carbon",3.14,3.0069885731475
"2962","calibration","carbon",1.59676452638271,1.49699666708
"6480...240","calibration","carbon",3.0999999,3.23180981984777
"692...241","calibration","carbon",0.98,0.972246125180751
"3796...242","calibration","carbon",3,2.87724232752645
"1590...243","calibration","carbon",2.18,2.43411498992027
"6918...244","calibration","carbon",1.6,1.42797267437681
"7540...245","calibration","carbon",3.5,3.15964565158163
"4506...246","calibration","carbon",1,0.845411742930229
"1850...247","calibration","carbon",1.875,2.31457379131325
"1286...248","calibration","carbon",2.662,3.17691470397661
"6369...249","calibration","carbon",3.9000001,4.14457198500044
"1634...250","calibration","carbon",2.12,1.99811003099307
"6451...251","calibration","carbon",3.79999995,4.26921621422657
"7373...252","calibration","carbon",2.0999999,2.39468677211879
"1522...253","calibration","carbon",1.603,1.82563124366965
"1478...254","calibration","carbon",1.983,1.39555837522276
"1112...255","calibration","carbon",3.81,3.7225027009316
"5636...256","calibration","carbon",2.70000005,2.19353488136189
"7873...257","calibration","carbon",3.0999999,2.17714237754568
"3196","calibration","carbon",4.29147314309261,3.9452818716425
"1422...259","calibration","carbon",3.009,2.82768397280366
"8528...260","calibration","carbon",2.0999999,2.12068468191244
"2669","calibration","carbon",3.66138350491066,3.34305968357786
"6986...262","calibration","carbon",3.5999999,3.34727105032438
"4135...263","calibration","carbon",2.29999995,1.92467931238738
"8002...264","calibration","carbon",0.920000017,0.925366994832359
"4799...265","calibration","carbon",2.20000005,2.10504162162971
"463","calibration","carbon",1.34,1.34067217022067
"3975...267","calibration","carbon",0.5,1.47376170611611
"1836...268","calibration","carbon",1.953,2.03832099791052
"1116...269","calibration","carbon",1.33,1.40352189011727
"2034...270","calibration","carbon",2.19,2.04283537037512
"8246...271","calibration","carbon",1.7,1.68186385312333
"6029...272","calibration","carbon",1.89999998,1.57771000240459
"2913","calibration","carbon",2.05041248889453,2.36005350930979
"1066...274","calibration","carbon",1.11,1.064449743843
"474","calibration","carbon",1.54,1.46569653370706
"5005...276","calibration","carbon",2.29999995,2.38598233223219
"475","calibration","carbon",1.2,1.19962446290222
"1816...278","calibration","carbon",2.089,1.87356952254232
"3359","calibration","carbon",2.9108432392638,3.10346947390954
"507","calibration","carbon",1.54,1.5364144173878
"1810...281","calibration","carbon",1.503,1.55469280899018
"8297...282","calibration","carbon",3.4,2.91816239260147
"4289...283","calibration","carbon",1.39999998,1.77134086031945
"505","calibration","carbon",1.41,1.44152264864778
"4808...285","calibration","carbon",2.0999999,1.84570379636156
"1540...286","calibration","carbon",4.299,4.72037378791407
"1046...287","calibration","carbon",1.74,1.8356816176013
"8492...288","calibration","carbon",3.4000001,3.53325365448154
"1798...289","calibration","carbon",2.108,2.11945545859166
"704...290","calibration","carbon",1.9,1.95588228159077
"179","calibration","carbon",2.64,2.5831983175918
"6920...292","calibration","carbon",1,1.03413310735986
"864...293","calibration","carbon",1.28,1.14410557911738
"8527...294","calibration","carbon",2.5999999,2.56613452747352
"7541...295","calibration","carbon",3.4000001,2.9144217593167
"7261...296","calibration","carbon",4.19999981,3.53893666385544
"504","calibration","carbon",1.21,1.33695030326543
"1520...298","calibration","carbon",1.879,1.97109300440263
"7565...299","calibration","carbon",4.69999981,4.76694485581964
"560","calibration","carbon",1.12,1.16601943600875
"508","calibration","carbon",1.64,1.65032507142333
"3360","calibration","carbon",2.78323881256133,2.91182665585339
"1828...303","calibration","carbon",2.438,2.21429109149613
"1570...304","calibration","carbon",2.88,2.79097364276572
"1332...305","calibration","carbon",1.91,2.12757647728532
"3193","calibration","carbon",1.87622234392114,2.08377221512318
"547","calibration","carbon",1.24,1.27755165515493
"537","calibration","carbon",1.83,1.73697782579507
"3185","calibration","carbon",4.3692428005284,4.06654783683313
"549","calibration","carbon",1.31,1.33687806463462
"2911","calibration","carbon",4.17192356687898,3.82322791103226
"2968","calibration","carbon",1.6854329976377,1.53389292309786
"1702...313","calibration","carbon",4.41,4.13622015032376
"2000...314","calibration","carbon",1.58,1.9458313766634
"558","calibration","carbon",1.56,1.59060883692338
"1842...316","calibration","carbon",2.815,3.04884073920579
"1766...317","calibration","carbon",1.637,1.75515972596446
"4139...318","calibration","carbon",2.20000005,1.66542705398574
"6990...319","calibration","carbon",1,1.120796038252
"510","calibration","carbon",1.59,1.60137669490672
"261...321","calibration","carbon",1.54,1.63650834908586
"1846...322","calibration","carbon",2.568,2.20214124304891
"2162...323","calibration","carbon",1.24,1.2287749816535
"5445...324","calibration","carbon",3.29999995,3.96910150641741
"2912","calibration","carbon",2.52679787963433,2.82077518063084
"3354","calibration","carbon",2.77878543031398,2.95143821420938
"1122...327","calibration","carbon",1.98,2.06706442996442
"3792...328","calibration","carbon",3.29999995,2.72819523762099
"1336...329","calibration","carbon",1.65,1.80037383907038
"2944","calibration","carbon",0.86590979777225,0.822087086059337
"1568...331","calibration","carbon",3.322,2.95486706039505
"3722...332","calibration","carbon",2,1.8516521913507
"6384...333","calibration","carbon",2.0999999,1.87931964283497
"468","calibration","carbon",1.44,1.37163855181851
"2020...335","calibration","carbon",2.98,3.00557139294306
"3042","calibration","carbon",1.75015218117071,2.53075103060969
"1300...337","calibration","carbon",2.747,2.78523980619059
"3378","calibration","carbon",4.10646224434585,4.04643066949352
"1104...339","calibration","carbon",1.74,1.66344118539652
"2761","calibration","carbon",0.960918043910089,1.16582785485264
"2663","calibration","carbon",3.84357282958199,3.61216476550622
"395","calibration","carbon",2.51,2.66568590719588
"2754","calibration","carbon",1.94647291453283,2.06246195593258
"3720...344","calibration","carbon",2.0999999,2.15380876118537
"1312...345","calibration","carbon",2.814,2.95907443237641
"536","calibration","carbon",1.3,1.37588135816434
"489","calibration","carbon",1.31,1.30034429119837
"499","calibration","carbon",1.23,1.21386699085988
"7838...349","calibration","carbon",1.29999995,1.18365255408076
"7550...350","calibration","carbon",4.5999999,4.67849131911253
"6984...351","calibration","carbon",3.7,3.47542811453824
"8526...352","calibration","carbon",3.5,3.47848781121008
"393","calibration","carbon",2.33,2.44556330807207
"1144...354","calibration","carbon",1.41,1.40433754853551
"1740...355","calibration","carbon",3.17,3.09207982681472
"3008","calibration","carbon",2.48231304158975,2.92624893623611
"1582...357","calibration","carbon",2.735,2.91511524023687
"7277...358","calibration","carbon",3,3.03112740195986
"4136...359","calibration","carbon",1.79999995,1.44799912208341
"1022...360","calibration","carbon",0.91,0.735907474384051
"471","calibration","carbon",1.52,1.56542047776603
"559","calibration","carbon",1.21,1.20247032903087
"7848...363","calibration","carbon",2.29999995,2.62318894851244
"433...364","calibration","carbon",0.7,2.52485266418688
"2973","calibration","carbon",2.14491074110349,2.17973804272643
"1656...366","calibration","carbon",1.95,1.75468011150616
"506","calibration","carbon",1.16,1.18579156319979
"7686...368","calibration","carbon",1.79999995,1.71176407347846
"2822","calibration","carbon",3.37371159519726,3.86411976366431
"2018...370","calibration","carbon",2.99,3.03953393849912
"548","calibration","carbon",1.1,1.18763518697474
"4642...372","calibration","carbon",0.600000024,0.468783726428324
"2899","calibration","carbon",3.10479120641384,3.10567014339287
"1462...374","calibration","carbon",1.964,2.7422766608303
"469","calibration","carbon",1.2,1.13998533371372
"3126","calibration","carbon",1.16353490444598,1.06140546699103
"531","calibration","carbon",1.28,1.35644307759692
"1782...378","calibration","carbon",2.508,2.22947004811011
"1110...379","calibration","carbon",3.6,3.53402126991216
"556","calibration","carbon",1.37,1.4028916946898
"6502...381","calibration","carbon",3.0999999,3.44052983199005
"545","calibration","carbon",1.19,1.18221268493872
"1682...383","calibration","carbon",1,0.938515549659272
"2753","calibration","carbon",3.16200606337947,3.26788216901116
"523","calibration","carbon",1.3,1.33555481391267
"7379...386","calibration","carbon",2.79999995,2.95529045567005
"3918...387","calibration","carbon",3,3.19977685416038
"1808...388","calibration","carbon",1.289,1.36893531673349
"1784...389","calibration","carbon",2.969,2.79643339977132
"484","calibration","carbon",1.36,1.36588545932793
"708...391","calibration","carbon",1.06,1.33814589838614
"1502...392","calibration","carbon",2.408,1.98926400193664
"3721...393","calibration","carbon",2.20000005,2.10993335856871
"1584...394","calibration","carbon",2.862,3.10023971478105
"4572...395","calibration","carbon",1.29999995,1.53789509953356
"3380","calibration","carbon",1.17371098309566,1.02618085987747
"496","calibration","carbon",1.5,1.43357274960984
"462","calibration","carbon",1.27,1.27282565714113
"1728...399","calibration","carbon",1.35,1.52496474143293
"4960...400","calibration","carbon",2.70000005,2.79457935051444
"1456...401","calibration","carbon",2.491,2.57235640520044
"1170...402","calibration","carbon",0.86,0.919056828436088
"7911...403","calibration","carbon",2.29999995,2.10638838108172
"2823","calibration","carbon",2.0867635562768,1.97547511971685
"2660","calibration","carbon",3.59217569208604,3.22604861024971
"4077...406","calibration","carbon",4.30000019,4.70083300970779
"7573...407","calibration","carbon",1.60000002,1.78890354647402
"525","calibration","carbon",1.31,1.2963677420597
"7812...409","calibration","carbon",2.29999995,2.34222781761497
"163","calibration","carbon",2.09,1.97440671811155
"1730...411","calibration","carbon",0.77,0.969323173842771
"2116...412","calibration","carbon",3.1,3.30021301564319
"509","calibration","carbon",1.5,1.57488071695366
"4013...414","calibration","carbon",3.5999999,3.7598914581128
"377","calibration","carbon",2.48,2.49040551331337
"2068...416","calibration","carbon",1.02,1.10561249428914
"1432...417","calibration","carbon",2.315,2.41589555676003
"7297...418","calibration","carbon",1.2,1.39647694842721
"2184...419","calibration","carbon",1.53,1.60919135653356
"472","calibration","carbon",1.06,0.986696452715581
"1574...421","calibration","carbon",3.231,3.31619746049704
"383","calibration","carbon",2.58,2.50398229003395
"1832...423","calibration","carbon",3.189,3.04344476688096
"8504...424","calibration","carbon",2.4000001,2.12761890780487
"1812...425","calibration","carbon",1.666,1.85509863599262
"1418...426","calibration","carbon",4.384,3.7217497765208
"7570...427","calibration","carbon",5.0999999,4.98967751336306
"4432...428","calibration","carbon",1.20000005,1.33014438619235
"3724...429","calibration","carbon",3.79999995,3.8835899166922
"487","calibration","carbon",1,0.9910138722355
"8512...431","calibration","carbon",1.79999995,1.72778255085532
"7571...432","calibration","carbon",1.89999998,2.28556723993907
"2924","calibration","carbon",2.82678497409326,2.64973541472713
"6517...434","calibration","carbon",0.3,0.450864870822331
"511","calibration","carbon",1.59,1.58746536454913
"2755","calibration","carbon",1.22133918802895,1.36070825224482
"6921...437","calibration","carbon",1.10000002,1.11617858169278
"173","calibration","carbon",3.25,3.24745209052998
"3355","calibration","carbon",1.81949550669216,1.77625852541787
"165","calibration","carbon",0.84,0.726348234442309
"4578...441","calibration","carbon",0.899999976,0.941918748921003
"1518...442","calibration","carbon",1.794,2.10119042273616
"529","calibration","carbon",1.29,1.29087094243084
"6934...444","calibration","carbon",3.0999999,3.22762116121612
"4232...445","calibration","carbon",1.20000005,1.65578586737158
"7908...446","calibration","carbon",2.9,2.75778977148225
"7849...447","calibration","carbon",1.6,1.63043400503909
"553","calibration","carbon",1.09,1.21864515587978
"3228","calibration","carbon",2.28813035806954,2.31379939145141
"8392...450","calibration","carbon",1.79999995,1.39862541635459
"4014...451","calibration","carbon",1.60000002,1.61129815585098
"8170...452","calibration","carbon",2.7,2.8221138312775
"406","calibration","carbon",2.71,2.53642228381451
"387","calibration","carbon",2.31,2.26372727394019
"6833...455","calibration","carbon",1.89999998,1.90382436196231
"3786...456","calibration","carbon",2.20000005,2.23711445628734
"8168...457","calibration","carbon",2.9,2.86952079933329
"2977","calibration","carbon",3.30455795105153,3.41010535034585
"1152...459","calibration","carbon",4.11,4.05856692169392
"4025...460","calibration","carbon",3,3.17108089910916
"4192...461","calibration","carbon",1.70000005,1.82558929406894
"3400...462","calibration","carbon",1.70000005,1.80213464322494
"477","calibration","carbon",1.23,1.1594060104348
"412","calibration","carbon",2.46,2.42382338611559
"4003...465","calibration","carbon",2.70000005,3.40029458163021
"555","calibration","carbon",1.55,1.5146057059141
"461","calibration","carbon",1.27,1.2816550211429
"5519...468","calibration","carbon",2.5,2.84343390442579
"8242...469","calibration","carbon",4.5,4.15730331344005
"479","calibration","carbon",1.14,1.04945204116269
"385","calibration","carbon",2.72,2.86717353185196
"380","calibration","carbon",2.73,2.57847666013852
"435...473","calibration","carbon",0.37,3.11762843113077
"1840...474","calibration","carbon",3.41,3.56041957601363
"1890...475","calibration","carbon",1.4,1.6353147009799
"1176...476","calibration","carbon",1.72,1.75665284647228
"1334...477","calibration","carbon",1.86,1.91651326995802
"1488...478","calibration","carbon",1.686,1.6890857736848
"2670","calibration","carbon",2.43670750238423,2.40380535999589
"1064...480","calibration","carbon",1.34,1.41544860181833
"427...481","calibration","carbon",0.99,1.9357316865859
"1464...482","calibration","carbon",1.886,2.83136942404746
"557","calibration","carbon",1.16,1.14775909913247
"535","calibration","carbon",1.15,1.25414224401599
"3541...485","calibration","carbon",1.20000005,1.2340838556788
"3353","calibration","carbon",2.89380806233062,3.13477905608256
"1054...487","calibration","carbon",1.24,1.27195329040293
"2022...488","calibration","carbon",3.31,3.51551021598344
"386","calibration","carbon",2.75,2.86450061961998
"1726...490","calibration","carbon",2.27,2.52276235425008
"1490...491","calibration","carbon",1.727,1.71720315705504
"402","calibration","carbon",2.49,2.6832725105734
"4010...493","calibration","carbon",1.5,1.33054990959778
"1124...494","calibration","carbon",1.19,1.25967519471286
"373","calibration","carbon",2.67,2.62056003518334
"6567...496","calibration","carbon",2.0999999,2.75395548813483
"3398...497","calibration","carbon",1.79999995,1.13696436198861
"7545...498","calibration","carbon",3.70000005,3.56971775225365
"396","calibration","carbon",2.19,2.22049016668067
"866...500","calibration","carbon",1.02,0.91814303076606
"4961...501","calibration","carbon",0.899999976,0.811755534433659
"3179","calibration","carbon",2.09243507725093,2.29353942521003
"339","calibration","carbon",2.43,2.3831172682613
"2945","calibration","carbon",0.600606205752212,0.629075386504955
"7796...505","calibration","carbon",3.0999999,3.34503263300603
"1120...506","calibration","carbon",3.44,3.58932523896646
"4280...507","calibration","carbon",3.4000001,3.55494611832029
"378","calibration","carbon",2.42,2.40958154406406
"1618...509","calibration","carbon",2.7,2.8107352787807
"1274...510","calibration","carbon",2.627,2.8460942292549
"1860...511","calibration","carbon",2.925,2.9943264166592
"6017...512","calibration","carbon",4,4.34858144356041
"561","calibration","carbon",1.11,1.1829253952809
"5560...514","calibration","carbon",2.5,2.28020265908932
"517","calibration","carbon",1.61,1.50604727493836
"8258...516","calibration","carbon",2.2,1.93255486650245
"431...517","calibration","carbon",2.19,2.53707392004903
"7557...518","calibration","carbon",1.5,1.4932597822204
"5618...519","calibration","carbon",1.89999998,1.53638656117743
"169","calibration","carbon",0.96,0.925094912161488
"2900","calibration","carbon",2.28794160101652,2.30570519726584
"6374...522","calibration","carbon",1.79999995,1.88540131628899
"2979","calibration","carbon",1.78419617955001,1.824209702176
"399","calibration","carbon",2.24,2.40154806349672
"5454...525","calibration","carbon",3.20000005,3.21723284676783
"5487...526","calibration","carbon",2,1.74807074086588
"3399...527","calibration","carbon",1.10000002,1.02628348547373
"1904...528","calibration","carbon",1.49,1.3717962571221
"564","calibration","carbon",1.35,1.41176329007322
"4018...530","calibration","carbon",1.10000002,0.951924875054571
"8436...531","calibration","carbon",4,3.63580305873111
"1288...532","calibration","carbon",2.942,2.95071425757306
"1434...533","calibration","carbon",2.54,2.63333731703794
