,lower,upper,pred,obs,type,variable
2867,1.0553529,2.4955547,1.7754538,1.3868262, Calibration,carbon
2868,0.28011632,0.7870852,0.25348443,0.2, Calibration,carbon
2869,1.3321404,2.9944758,2.1633081,2.2, Calibration,carbon
2870,1.7547591,3.8179839,2.7863715,3.2, Calibration,carbon
2871,0.6749173,1.8833344,1.2791258,1.0, Calibration,carbon
2872,0.16890872,0.88626754,0.3586794,0.2, Calibration,carbon
2873,0.4909193,1.6244478,1.0576836,1.173711, Calibration,carbon
2874,0.033124924,1.0835738,0.5583494,0.5, Calibration,carbon
2875,0.090355724,0.9592855,0.4344649,0.49, Calibration,carbon
2876,4.3210087,9.390054,6.855531,7.0, Calibration,carbon
2877,3.7366397,8.084436,5.910538,8.1, Calibration,carbon
2878,0.7794744,2.0416565,1.4105654,1.5, Calibration,carbon
2879,2.000163,4.3184133,3.1592882,3.2, Calibration,carbon
2880,0.18842071,1.2523146,0.7203676,0.39, Calibration,carbon
2881,0.04778838,1.0005363,0.47637397,0.61, Calibration,carbon
2882,1.2662861,2.8726995,2.0694928,2.21, Calibration,carbon
2883,2.7541032,5.921782,4.3379426,5.5, Calibration,carbon
2884,0.7509233,1.9974247,1.374174,1.2266896, Calibration,carbon
2885,1.2708251,2.880677,2.075751,2.0, Calibration,carbon
2886,0.6272403,1.8135837,1.220412,1.3145161, Calibration,carbon
2887,6.5856924,14.503015,10.5443535,13.4, Calibration,carbon
2888,0.16087976,0.89265037,0.3658853,0.3, Calibration,carbon
2889,0.30419064,1.3867686,0.8454796,0.7, Calibration,carbon
2890,0.12836999,0.9236545,0.39764225,0.31, Calibration,carbon
2891,2.758525,5.9314175,4.344971,4.9, Calibration,carbon
2892,1.6270932,3.563037,2.595065,2.72, Calibration,carbon
2893,0.9930059,2.3940802,1.6935431,1.8, Calibration,carbon
2894,0.07669851,0.97251344,0.44790748,0.4, Calibration,carbon
2895,0.09871754,0.95155907,0.42642078,0.4, Calibration,carbon
2896,0.4159615,1.5260355,0.9709985,0.9, Calibration,carbon
2897,0.3554563,1.4478581,0.90165716,0.7, Calibration,carbon
2898,0.079823434,1.1325731,0.6061983,0.42, Calibration,carbon
2899,0.014926672,1.0641807,0.5395537,0.4587867, Calibration,carbon
2900,1.9605074,4.2384458,3.0994766,3.41, Calibration,carbon
2901,1.9060313,4.1232395,3.0146353,2.5, Calibration,carbon
2902,0.011727154,1.0607209,0.53622407,0.3, Calibration,carbon
2903,0.2039122,0.8546364,0.3253621,0.2, Calibration,carbon
2904,0.68023074,1.8908921,1.2855614,1.4427516, Calibration,carbon
2905,0.04970181,1.101463,0.5755824,0.5, Calibration,carbon
2906,0.173994,0.8812832,0.3536446,0.37, Calibration,carbon
2907,5.331355,11.6617155,8.496535,10.7, Calibration,carbon
2908,1.1202259,2.6085112,1.8643686,1.9, Calibration,carbon
2909,0.58460116,1.7528753,1.1687382,1.2, Calibration,carbon
2910,1.6539183,3.6169896,2.635454,3.2, Calibration,carbon
2911,0.14251542,0.9108105,0.38414752,0.2, Calibration,carbon
2912,0.8674784,2.1800582,1.5237683,1.5, Calibration,carbon
2913,0.0892317,0.95970833,0.43523833,0.3, Calibration,carbon
2914,0.66949975,1.8755802,1.27254,1.4, Calibration,carbon
2915,0.77793837,2.039172,1.4085552,1.5, Calibration,carbon
2916,0.08214325,1.1349583,0.6085508,0.5, Calibration,carbon
2917,1.57021,3.4508767,2.5105433,2.64, Calibration,carbon
2918,1.8105625,3.931015,2.8707888,3.24, Calibration,carbon
2919,4.3322363,9.414213,6.8732247,8.29, Calibration,carbon
2920,0.22591853,1.2941328,0.7600257,0.64, Calibration,carbon
2921,2.9683483,6.3870115,4.67768,5.0224905, Calibration,carbon
2922,2.2871885,4.920306,3.6037474,4.1895027, Calibration,carbon
2923,1.7335187,3.7746549,2.7540867,2.9, Calibration,carbon
2924,0.7675939,2.0225859,1.3950899,1.2, Calibration,carbon
2925,0.01706636,1.0306835,0.5068086,0.3, Calibration,carbon
2926,0.31422788,1.3977361,0.855982,1.16, Calibration,carbon
2927,4.342922,9.437819,6.8903704,8.7, Calibration,carbon
2928,0.2030209,0.85536957,0.32617435,0.2, Calibration,carbon
2929,0.37106663,1.4820931,0.92657983,0.8, Calibration,carbon
2930,0.57893026,1.744965,1.1619476,1.1, Calibration,carbon
2931,0.22348136,0.83668655,0.3066026,0.3, Calibration,carbon
2932,0.23310608,1.3043599,0.768733,0.7, Calibration,carbon
2933,1.1716348,2.700469,1.936052,2.2, Calibration,carbon
2934,1.5984652,3.5062106,2.552338,2.66, Calibration,carbon
2935,0.03175378,1.0814481,0.5566009,0.58686346, Calibration,carbon
2936,0.06421381,1.1159625,0.5900882,0.47, Calibration,carbon
2937,0.19752586,0.85939157,0.33093286,0.5, Calibration,carbon
2938,0.10856241,0.9422013,0.41681945,0.32, Calibration,carbon
2939,0.9449735,2.3080482,1.6265109,1.5, Calibration,carbon
2940,0.18300918,0.8727131,0.34485194,0.22, Calibration,carbon
2941,1.3713791,3.0686362,2.2200077,2.1, Calibration,carbon
2942,0.22362742,0.8362441,0.30630836,0.2, Calibration,carbon
2943,0.34375393,1.4351614,0.88945764,0.7, Calibration,carbon
2944,1.601468,3.5117059,2.556587,2.8, Calibration,carbon
2945,0.036851883,1.0111799,0.48716402,0.52, Calibration,carbon
2946,0.28266108,1.3754044,0.8290327,1.2, Calibration,carbon
2947,0.13788986,1.1948116,0.6663507,0.6205738, Calibration,carbon
2948,0.031856775,1.0816839,0.5567703,0.3, Calibration,carbon
2949,4.281727,9.301095,6.791411,7.15, Calibration,carbon
2950,1.3776478,3.0801196,2.2288837,2.0, Calibration,carbon
2951,0.8198394,2.110418,1.4651288,2.0, Calibration,carbon
2952,0.47737396,1.6056,1.041487,0.7357436, Calibration,carbon
2953,0.07826787,0.9711047,0.4464184,0.4, Calibration,carbon
2954,5.2478647,11.471786,8.359825,11.0, Calibration,carbon
2955,0.0316602,1.016015,0.49217743,0.5625711, Calibration,carbon
2956,2.097052,4.5185785,3.3078153,3.7, Calibration,carbon
2957,0.10552004,0.94512165,0.4198008,0.3, Calibration,carbon
2958,1.3596936,3.0457897,2.2027416,2.71, Calibration,carbon
2959,4.3355503,9.421827,6.878689,7.66, Calibration,carbon
2960,2.8364558,6.1011567,4.4688063,4.84, Calibration,carbon
2961,1.3591177,3.0446918,2.2019048,2.78, Calibration,carbon
2962,0.5949979,1.7673614,1.1811796,1.8, Calibration,carbon
2963,0.17254418,0.88296896,0.3552124,0.2, Calibration,carbon
2964,0.11456916,0.9360485,0.4107397,0.3, Calibration,carbon
2965,1.3818772,3.0881016,2.2349894,1.7501522, Calibration,carbon
2966,0.23230869,1.3020117,0.76716024,0.5, Calibration,carbon
2967,0.10777277,0.9421939,0.41721058,0.43, Calibration,carbon
2968,1.1787636,2.7132313,1.9459975,2.2, Calibration,carbon
2969,1.2028618,2.7564375,1.9796497,1.8, Calibration,carbon
2970,2.8348007,6.096424,4.4656124,5.0, Calibration,carbon
2971,2.4876251,5.346229,3.916927,4.2, Calibration,carbon
2972,0.4974764,1.6325755,1.0650259,1.3376427, Calibration,carbon
