"","type","variable","obs","pred","lower","upper"
"1","calibration","carbon",2.51864644933555,2.30102302925315,1.56084795364014,3.26358001916568
"2","calibration","carbon",3.0999999,3.00418933115266,2.13351565483411,4.07833795058496
"3","calibration","carbon",1.29999995,1.56043171746591,0.967925752317004,2.42389856195099
"4","calibration","carbon",3.5,3.45524963806826,2.56639507109656,4.54444233314803
"5","calibration","carbon",2.5,2.49319112514693,1.69894572648586,3.49389758646122
"6","calibration","carbon",3.16,2.94726363479956,2.05121577273506,4.00877632486895
"7","calibration","carbon",2.54,2.73550297213836,1.88180662356845,3.73859396846457
"8","calibration","carbon",2.20000005,2.22551611636714,1.44583809792428,3.11482291714651
"9","calibration","carbon",2.5999999,2.46935733044575,1.70631432247421,3.47083613456745
"10","calibration","carbon",3.0999999,2.85711338454824,1.99191014559191,3.88103880369918
"11","calibration","carbon",2.37,3.62874715310337,2.68650119184897,4.75058672613868
"12","calibration","carbon",1.5,1.59121393596691,0.971849995049746,2.37573013626466
"13","calibration","carbon",2.444,2.77792407808957,1.97643500593934,3.82444236859214
"14","calibration","carbon",2.94,2.93024306515808,2.09161283110522,4.03501342581388
"15","calibration","carbon",4,4.24382554431294,3.21733380133632,5.56497766113077
"16","calibration","carbon",2.41,2.43497279438184,1.63186101750173,3.39807923018151
"17","calibration","carbon",2.70156689275117,2.67745077806082,1.85883300982858,3.65420657298189
"18","calibration","carbon",3.9000001,3.80515807773989,2.85374619541025,5.01836246685998
"19","calibration","carbon",2.89,3.16605204293013,2.26495693466635,4.19719215539747
"20","calibration","carbon",1.79999995,2.01283798674937,1.31047178953273,2.93258117892762
"21","calibration","carbon",2.79,2.79280264211974,1.91141027389021,3.83263274901405
"22","calibration","carbon",2.59,2.45412812104157,1.72880832960379,3.4020900001614
"23","calibration","carbon",1.89999998,2.03933033796331,1.31815463598045,2.98713035316108
"24","calibration","carbon",3.9000001,3.88072267018851,2.8797223849765,5.11195837129722
"25","calibration","carbon",4.48,3.93046671520163,2.95423404625713,5.20805653682532
"26","calibration","carbon",2.48,2.7455153986515,1.92160173315308,3.7373143145817
"27","calibration","carbon",2.44,2.3462021376539,1.63803808564835,3.26973690108885
"28","calibration","carbon",2.61130997367651,2.32216845049203,1.57091359927087,3.25467883143178
"29","calibration","carbon",3.06,2.56759197081852,1.755475863723,3.51959107835319
"30","calibration","carbon",0.400000006,0.814839821580263,0.396537757287942,1.44184114140257
"31","calibration","carbon",1.36061364444444,1.40409253361476,0.831740073300289,2.10276815745764
"32","calibration","carbon",1.61,1.89092585601222,1.20384789486878,2.83447236481109
"33","calibration","carbon",1.79999995,2.09432823812702,1.41654734075736,2.99756016313479
"34","calibration","carbon",3.5999999,3.39290598037483,2.5033192774428,4.57010737958064
"35","calibration","carbon",2.70000005,2.5746675921597,1.811752278168,3.5389488005504
"36","calibration","carbon",2.75,3.04201148184286,2.15343797089153,4.15532795394053
"37","calibration","carbon",2.72,2.76589078843865,1.97424613143594,3.86858095138941
"38","calibration","carbon",3.71,3.53897835952077,2.59491080253521,4.76350663573798
"39","calibration","carbon",3.09,3.35649777146901,2.39735757639079,4.55593311842971
"40","calibration","carbon",2.4000001,2.27099841730339,1.51375714507375,3.22384268758972
"41","calibration","carbon",4.5,4.1306236403461,3.04364324359273,5.34794782374834
"42","calibration","carbon",3.70000005,3.84563083699497,2.81484905243718,5.04495534359035
"43","calibration","carbon",1.20000005,1.36812288406082,0.822108763625739,2.15145144901189
"44","calibration","carbon",3.4000001,3.45800572682064,2.53345489903636,4.5332889169339
"45","calibration","carbon",1.99798849744803,1.79170317596073,1.17155256056004,2.65527775254302
"46","calibration","carbon",1.79999995,2.06542020404757,1.35758590601118,2.96604629501742
"47","calibration","carbon",1.79999995,1.70567174077622,1.09740986130802,2.53091397833127
"48","calibration","carbon",2.60653043025315,2.80986765508317,1.957417209846,3.93477559579491
"49","calibration","carbon",2.11875882157493,2.92117556264898,2.04664181724532,3.92869980603692
"50","calibration","carbon",0.959999979,1.17873801649796,0.668863571422287,1.8683529473703
