,upper,lower,pred,obs,type,variable
1,2.408508145,0.177154459,1.2928313,1.3, Calibration,carbon
10,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
19,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
28,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
37,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
46,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
55,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
64,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
73,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
82,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
91,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
100,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
109,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
118,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
127,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
136,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
145,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
154,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
163,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
172,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
181,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
190,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
199,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
208,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
217,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
226,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
235,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
244,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
253,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
262,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
271,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
280,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
289,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
298,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
307,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
316,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
325,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
334,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
343,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
352,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
361,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
370,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
379,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
388,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
397,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
406,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
415,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
424,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
433,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
442,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
451,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
460,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
469,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
478,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
487,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
496,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
505,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
514,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
523,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
532,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
541,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
550,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
559,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
568,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
577,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
586,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
595,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
604,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
613,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
622,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
631,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
640,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
649,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
658,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
667,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
676,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
685,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
694,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
703,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
712,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
721,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
730,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
739,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
748,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
757,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
766,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
775,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
784,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
793,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
802,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
811,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
820,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
829,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
838,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
847,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
856,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
865,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
874,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
883,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
892,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
901,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
910,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
919,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
928,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
937,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
946,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
955,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
964,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
973,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
982,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
991,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1000,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1009,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1018,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1027,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1036,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1045,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1054,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1063,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1072,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1081,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1090,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1099,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1108,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1117,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1126,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1135,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1144,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1153,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1162,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1171,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1180,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1189,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1198,1.433825146,0.117296327,0.77556074,0.3, Calibration,carbon
1207,1.700468216,0.181608524,0.94103837,1.02, Calibration,carbon
1216,2.965989927,0.055503508,1.5107467,1.41, Calibration,carbon
1226,12.26041641,0.675473594,5.7924714,6.144072, Calibration,carbon
1234,2.217626645,0.106925892,1.1622763,1.3, Calibration,carbon
1243,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1252,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1261,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1270,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1279,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1288,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1297,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1306,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1315,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1324,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1333,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1342,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1351,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1360,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1369,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1378,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1387,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1396,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1405,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1414,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1423,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1432,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1441,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1450,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1459,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1468,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1477,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1486,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1495,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1504,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1513,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1522,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1531,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1540,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1549,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1558,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1567,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1576,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1585,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1594,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1603,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1612,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1621,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1630,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1639,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1648,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1657,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1666,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1675,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1684,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1693,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1702,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1711,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1720,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1729,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1738,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1747,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1756,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1765,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1774,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1783,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1792,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1801,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1810,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1819,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1828,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1837,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1846,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1855,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1864,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1873,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1882,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1891,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1900,1.433825146,0.117296327,0.77556074,0.6, Calibration,carbon
1909,1.433825146,0.117296327,0.77556074,0.72, Calibration,carbon
1918,1.433825146,0.117296327,0.77556074,0.72, Calibration,carbon
1927,1.433825146,0.117296327,0.77556074,0.72, Calibration,carbon
1936,1.433825146,0.117296327,0.77556074,0.72, Calibration,carbon
1945,1.433825146,0.117296327,0.77556074,0.72, Calibration,carbon
1954,1.433825146,0.117296327,0.77556074,0.72, Calibration,carbon
1963,1.433825146,0.117296327,0.77556074,0.72, Calibration,carbon
1972,1.433825146,0.117296327,0.77556074,0.72, Calibration,carbon
1981,1.463632713,0.139940013,0.80178636,0.77, Calibration,carbon
1990,1.433825146,0.117296327,0.77556074,0.26, Calibration,carbon
1999,1.433825146,0.117296327,0.77556074,0.26, Calibration,carbon
2008,1.433825146,0.117296327,0.77556074,0.26, Calibration,carbon
2017,1.433825146,0.117296327,0.77556074,0.26, Calibration,carbon
2027,12.14226724,0.377557764,5.8823547,6.443756, Calibration,carbon
2035,1.935667492,0.063703202,0.99968535,1.2, Calibration,carbon
2046,14.07126586,0.492660211,6.789303,7.66, Calibration,carbon
2053,1.433825146,0.117296327,0.77556074,0.73, Calibration,carbon
2062,1.433825146,0.117296327,0.77556074,0.73, Calibration,carbon
2071,3.439567362,0.009795155,1.7246813,1.8, Calibration,carbon
2080,4.281727112,0.047032154,2.1173475,2.4, Calibration,carbon
2089,5.024503364,0.139744149,2.5821238,2.8, Calibration,carbon
2098,1.433825146,0.117296327,0.77556074,1, Calibration,carbon
2107,1.433825146,0.117296327,0.77556074,1, Calibration,carbon
2116,1.433825146,0.117296327,0.77556074,1, Calibration,carbon
2125,1.433825146,0.117296327,0.77556074,1, Calibration,carbon
2134,1.433825146,0.117296327,0.77556074,1, Calibration,carbon
2143,1.433825146,0.117296327,0.77556074,1, Calibration,carbon
2152,1.433825146,0.117296327,0.77556074,1, Calibration,carbon
2161,1.433825146,0.117296327,0.77556074,1, Calibration,carbon
2170,5.425814388,0.130869152,2.7783418,2.81, Calibration,carbon
2179,5.22211806,0.188036759,2.7050774,2.742, Calibration,carbon
2188,1.459243523,0.134929789,0.79708666,1, Calibration,carbon
2198,7.158835062,0.155671945,3.6572535,4, Calibration,carbon
2206,3.508244278,0.267259357,1.8877518,2.17, Calibration,carbon
2215,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2224,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2233,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2242,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2251,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2260,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2269,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2278,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2287,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2296,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2305,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2314,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2323,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2332,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2341,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2350,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2359,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2368,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2377,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2386,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2395,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2404,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2413,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2422,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2431,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2440,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2449,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2458,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2467,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2476,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2485,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2494,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2503,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2512,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2521,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2530,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2539,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2548,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2557,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2566,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2575,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2584,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2593,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2602,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2611,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2620,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2629,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2638,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2647,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2656,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2665,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2674,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2683,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2692,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2701,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2710,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2719,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2728,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2737,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2746,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2755,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2764,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2773,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2782,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2791,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2800,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2809,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2818,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2827,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2836,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2845,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2854,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2863,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2872,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2881,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2890,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2899,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2908,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2917,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2926,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2935,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2944,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2953,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2962,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2971,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2980,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2989,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
2998,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3007,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3016,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3025,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3034,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3043,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3052,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3061,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3070,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3079,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3088,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3097,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3106,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3115,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3124,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3133,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3142,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3151,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3160,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3169,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3178,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3187,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3196,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3205,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3214,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3223,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3232,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3241,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3250,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3259,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3268,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3277,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3286,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3295,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3304,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3313,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3322,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3331,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3340,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3349,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3358,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3367,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3376,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3385,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3394,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3403,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3412,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3421,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3430,1.433825146,0.117296327,0.77556074,0.2, Calibration,carbon
3439,5.942001682,0.253618855,3.0978103,3.3737116, Calibration,carbon
3449,7.682799095,0.085193878,3.8839965,4.01, Calibration,carbon
3457,5.84930876,0.252940863,3.0511248,3.5, Calibration,carbon
3466,6.447670743,0.027284815,3.2374778,3.4, Calibration,carbon
3476,14.33666231,0.519894618,6.908384,8, Calibration,carbon
3484,1.881493659,0.190658479,1.0360761,0.9, Calibration,carbon
3493,4.313688702,0.276106411,2.2948976,2.5, Calibration,carbon
3502,4.547783026,0.162460676,2.3551219,2.5, Calibration,carbon
3511,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3520,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3529,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3538,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3547,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3556,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3565,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3574,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3583,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3592,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3601,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3610,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3619,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3628,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3637,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3646,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3655,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3664,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3673,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3682,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3691,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3700,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3709,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3718,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
3727,1.433825146,0.117296327,0.77556074,0.7, Calibration,carbon
