,upper,lower,pred,obs,type,variable
8650,3.368408036,0.054730106,1.7115691,1.7, Calibration,carbon
8661,18.61892019,1.059212544,8.779854,9.172141, Calibration,carbon
8669,10.54059367,0.049508616,5.2455425,5.5, Calibration,carbon
8678,9.7480888,0.264947855,4.7415705,5, Calibration,carbon
8687,22.73699702,1.381318461,10.677839,11.6, Calibration,carbon
8695,6.174212156,0.214168371,3.1941903,3.494509, Calibration,carbon
8704,1.433825146,0.117296327,0.77556074,0.21, Calibration,carbon
8713,1.433825146,0.117296327,0.77556074,0.21, Calibration,carbon
8722,1.433825146,0.117296327,0.77556074,0.21, Calibration,carbon
8731,1.433825146,0.117296327,0.77556074,0.21, Calibration,carbon
8740,1.433825146,0.117296327,0.77556074,0.21, Calibration,carbon
8750,7.705770468,0.050427461,3.878099,4.267267, Calibration,carbon
8758,4.911830419,0.22094298,2.5663867,2.981894, Calibration,carbon
8767,6.533432541,0.230321826,3.3818772,3.597, Calibration,carbon
8776,1.44360243,0.126093877,0.78484815,0.784658, Calibration,carbon
8785,2.431624526,0.197814351,1.3147194,1.41, Calibration,carbon
8794,1.725692321,0.183121036,0.9544067,1, Calibration,carbon
8803,1.433825146,0.117296327,0.77556074,0.23683035, Calibration,carbon
8812,1.508306322,0.1713056,0.83980596,0.9, Calibration,carbon
8821,1.499223134,0.152205088,0.8257141,0.8, Calibration,carbon
8833,31.89682962,2.284191151,14.806319,16.080467, Calibration,carbon
8841,17.06716479,0.799424538,8.13387,8.87, Calibration,carbon
8848,4.067648549,0.223726611,2.1456876,2.4, Calibration,carbon
8858,12.44103635,0.310115937,6.06546,6.1, Calibration,carbon
8866,3.01532096,0.211340961,1.613331,1.62, Calibration,carbon
8876,7.598430794,0.016451996,3.7909894,4, Calibration,carbon
8884,5.097967524,0.265174967,2.6815712,2.711, Calibration,carbon
8893,1.565461061,0.192841747,0.8791514,0.9, Calibration,carbon
8902,4.005811048,0.245783496,2.1257973,2.41, Calibration,carbon
8912,9.768399625,0.056522756,4.8559384,4.99, Calibration,carbon
8920,4.752443085,0.321253051,2.536848,2.62, Calibration,carbon
8929,4.372293005,0.302101603,2.3371973,2.55, Calibration,carbon
8939,15.37289652,0.751733155,7.3105817,8, Calibration,carbon
8947,3.755610108,0.280140758,2.0178754,1.99, Calibration,carbon
8956,10.21232396,0.160901841,5.025711,5.6, Calibration,carbon
8965,2.500849263,0.164516433,1.3326828,1.46, Calibration,carbon
8975,21.20971904,1.158422803,10.025648,11.6, Calibration,carbon
8984,21.83779109,1.197942384,10.319924,11.484482, Calibration,carbon
8992,1.869738842,0.185800051,1.0277694,1.3, Calibration,carbon
9001,1.433825146,0.117296327,0.77556074,0.34, Calibration,carbon
9010,1.433825146,0.117296327,0.77556074,0.34, Calibration,carbon
9019,1.433825146,0.117296327,0.77556074,0.34, Calibration,carbon
9028,4.968375521,0.301054639,2.634715,2.54, Calibration,carbon
9037,1.507834241,0.168458894,0.83814657,0.4, Calibration,carbon
9047,15.44199507,0.638202116,7.4018965,7.9, Calibration,carbon
9053,14.11654342,0.449552184,6.8334956,8.3, Calibration,carbon
9059,7.989210737,0.128205908,3.9305024,4.1, Calibration,carbon
9065,9.792721235,0.044833624,4.873944,5.4, Calibration,carbon
9071,14.21802232,0.50875852,6.854632,7.58, Calibration,carbon
9076,4.69997114,0.283701479,2.4918363,2.5186465, Calibration,carbon
9087,65.58311646,5.21292679,30.185095,33.3, Calibration,carbon
9088,1.433825146,0.117296327,0.77556074,0.54, Calibration,carbon
9094,1.433825146,0.117296327,0.77556074,0.54, Calibration,carbon
9100,1.433825146,0.117296327,0.77556074,0.54, Calibration,carbon
9106,1.433825146,0.117296327,0.77556074,0.54, Calibration,carbon
9112,1.433825146,0.117296327,0.77556074,0.54, Calibration,carbon
9118,1.433825146,0.117296327,0.77556074,0.54, Calibration,carbon
9124,6.078748876,0.187129325,3.132939,3.2, Calibration,carbon
9131,5.402031852,0.295101212,2.8485665,2.662, Calibration,carbon
9136,2.824109632,0.157034558,1.4905721,1.8, Calibration,carbon
9143,15.98632373,0.703456302,7.6414337,7.999501, Calibration,carbon
9149,15.6634724,0.696009855,7.4837313,7.6, Calibration,carbon
9155,14.57529882,0.522022759,7.026638,7.9, Calibration,carbon
9160,1.515158603,0.137188962,0.8261738,1.2, Calibration,carbon
9166,2.50184566,0.231466947,1.3666563,1.2558547, Calibration,carbon
9174,33.18915845,2.175972945,15.506593,16, Calibration,carbon
9179,12.06047408,0.196124719,5.9321747,5.980301, Calibration,carbon
9185,5.512403382,0.27900468,2.895704,3.24, Calibration,carbon
9191,13.92641086,0.49416751,6.7161217,7.5, Calibration,carbon
9196,5.159144293,0.225612749,2.6923785,2.9108431, Calibration,carbon
9202,5.602689269,0.234497545,2.9185934,3.2, Calibration,carbon
9208,4.370951583,0.002853463,2.1869025,2.9, Calibration,carbon
9216,12.68315174,0.380009193,6.1515713,7, Calibration,carbon
9221,12.58701872,0.352319475,6.1173496,6.4, Calibration,carbon
9226,1.433825146,0.117296327,0.77556074,0.38, Calibration,carbon
9232,1.433825146,0.117296327,0.77556074,0.38, Calibration,carbon
9239,16.57036472,0.725543744,7.9224105,8.2, Calibration,carbon
9244,4.986916052,0.143458856,2.5651875,2.6, Calibration,carbon
9250,3.656263354,0.051640508,1.8539519,2.2, Calibration,carbon
9256,2.546641025,0.243452874,1.395047,1.45, Calibration,carbon
9262,5.025970175,0.187780664,2.6068754,2.8, Calibration,carbon
9268,4.628905239,0.180747566,2.4048264,2.7, Calibration,carbon
9274,3.321476828,0.196645368,1.7590611,1.9425249, Calibration,carbon
9280,1.634942113,0.206514301,0.9207282,0.9, Calibration,carbon
9287,11.15377256,0.275214398,5.439279,5.3, Calibration,carbon
9292,1.752604846,0.184696671,0.96865076,0.9, Calibration,carbon
9298,5.418150703,0.24652787,2.8323393,3.1, Calibration,carbon
9306,45.86581069,3.46838027,21.198715,23, Calibration,carbon
9310,3.692859807,0.101133427,1.8969966,1.7, Calibration,carbon
9317,12.81212927,0.410766855,6.200681,6.86, Calibration,carbon
9322,5.827983182,0.012219627,2.9201014,3.2, Calibration,carbon
9331,45.08677492,4.081304643,20.502735,20, Calibration,carbon
9336,10.77886589,0.494358142,5.142254,5.7, Calibration,carbon
9340,1.608243986,0.212012366,0.9101282,1, Calibration,carbon
9346,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9352,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9358,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9364,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9370,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9376,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9382,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9388,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9394,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9400,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9406,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9412,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9418,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9424,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9430,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9436,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9442,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9448,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9454,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9460,1.433825146,0.117296327,0.77556074,0.9, Calibration,carbon
9466,5.276288675,0.271605803,2.7739472,2.84, Calibration,carbon
9472,6.046611834,0.118675661,3.0826437,3.3, Calibration,carbon
9479,9.705316194,0.19589866,4.754709,5.3, Calibration,carbon
9484,3.526338229,0.26556026,1.8959492,1.875, Calibration,carbon
9491,9.540371454,0.062411821,4.73898,5.0447984, Calibration,carbon
9497,7.795161227,0.002552965,3.8963041,4.4, Calibration,carbon
9503,6.423342129,0.244918922,3.3341305,3.225, Calibration,carbon
9508,2.246628138,0.179186729,1.2129074,1.31, Calibration,carbon
9514,1.433825146,0.117296327,0.77556074,0.46, Calibration,carbon
9520,1.433825146,0.117296327,0.77556074,0.46, Calibration,carbon
9526,1.433825146,0.117296327,0.77556074,0.46, Calibration,carbon
9532,1.433825146,0.117296327,0.77556074,0.36, Calibration,carbon
9538,1.433825146,0.117296327,0.77556074,0.36, Calibration,carbon
9544,1.433825146,0.117296327,0.77556074,0.36, Calibration,carbon
9550,1.433825146,0.117296327,0.77556074,0.36, Calibration,carbon
9556,1.433825146,0.117296327,0.77556074,0.36, Calibration,carbon
9562,1.488827816,0.151316055,0.82007194,1.0459083, Calibration,carbon
9568,1.474264993,0.142689453,0.8084772,1.0795771, Calibration,carbon
9574,5.610989527,0.238384768,2.9246871,3.2, Calibration,carbon
9580,3.511105066,0.250692124,1.8808986,2, Calibration,carbon
9587,15.15970506,0.658273596,7.2507157,7.8, Calibration,carbon
9593,13.93294064,0.488444485,6.722248,7.31, Calibration,carbon
9598,3.818794011,0.224681617,2.0217378,2.1, Calibration,carbon
9604,1.433825146,0.117296327,0.77556074,0.58, Calibration,carbon
9610,1.433825146,0.117296327,0.77556074,0.58, Calibration,carbon
9616,1.433825146,0.117296327,0.77556074,0.58, Calibration,carbon
9622,1.433825146,0.117296327,0.77556074,0.58, Calibration,carbon
9628,1.433825146,0.117296327,0.77556074,0.32, Calibration,carbon
9634,1.433825146,0.117296327,0.77556074,0.32, Calibration,carbon
9640,1.433825146,0.117296327,0.77556074,0.32, Calibration,carbon
9646,1.433825146,0.117296327,0.77556074,0.32, Calibration,carbon
9652,1.433825146,0.117296327,0.77556074,0.72136706, Calibration,carbon
9659,11.57735131,0.240171168,5.66859,6.2, Calibration,carbon
9664,4.899188831,0.266861126,2.583025,2.8, Calibration,carbon
9670,1.438335452,0.121660914,0.7799982,0.8, Calibration,carbon
9676,4.827833683,0.324477642,2.5761557,2.6, Calibration,carbon
9683,21.12104609,1.204046273,9.9585,10.8, Calibration,carbon
9688,5.198421597,0.225602985,2.7120123,2.8938081, Calibration,carbon
9695,13.29392835,0.436307152,6.4288106,7.13, Calibration,carbon
9700,5.384459176,0.234395346,2.8094273,3.009, Calibration,carbon
9706,1.749319608,0.184656088,0.96698785,1.2, Calibration,carbon
9712,5.804190484,0.13304201,2.9686162,3, Calibration,carbon
9718,4.640977931,0.324592995,2.4827855,2.6, Calibration,carbon
9724,3.46882043,0.064190529,1.7665055,2, Calibration,carbon
9730,3.809847613,0.319723825,2.0647857,2.2, Calibration,carbon
9737,5.896546766,0.201166705,3.0488567,3.1, Calibration,carbon
9742,1.433825146,0.117296327,0.77556074,0.27, Calibration,carbon
9748,1.433825146,0.117296327,0.77556074,0.27, Calibration,carbon
9754,1.433825146,0.117296327,0.77556074,0.27, Calibration,carbon
9760,1.433825146,0.117296327,0.77556074,0.27, Calibration,carbon
9766,1.433825146,0.117296327,0.77556074,0.27, Calibration,carbon
9772,1.433825146,0.117296327,0.77556074,0.27, Calibration,carbon
9778,1.433825146,0.117296327,0.77556074,0.27, Calibration,carbon
9784,1.433825146,0.117296327,0.77556074,0.27, Calibration,carbon
9790,1.433825146,0.117296327,0.77556074,0.27, Calibration,carbon
9796,1.433825146,0.117296327,0.77556074,0.27, Calibration,carbon
9803,7.864264288,0.020034513,3.9421494,4.4, Calibration,carbon
9808,1.433825146,0.117296327,0.77556074,0.18, Calibration,carbon
9814,1.433825146,0.117296327,0.77556074,0.18, Calibration,carbon
9820,1.433825146,0.117296327,0.77556074,0.18, Calibration,carbon
9826,1.433825146,0.117296327,0.77556074,0.18, Calibration,carbon
9832,4.231315226,0.245535283,2.2384253,2.4, Calibration,carbon
9838,5.021989236,0.30191051,2.6619499,2.7, Calibration,carbon
9845,15.07756962,5.391623158,4.842973,6.6, Calibration,carbon
9850,5.84840777,0.157407259,3.0029075,3.2, Calibration,carbon
9856,1.433825146,0.117296327,0.77556074,0.71, Calibration,carbon
9862,1.433825146,0.117296327,0.77556074,0.71, Calibration,carbon
9868,1.433825146,0.117296327,0.77556074,0.71, Calibration,carbon
9874,1.433825146,0.117296327,0.77556074,0.32820728, Calibration,carbon
9880,6.134440959,0.051825463,3.0931332,3, Calibration,carbon
9886,5.103771339,0.215836872,2.659804,2.7, Calibration,carbon
9892,4.340168178,0.28887254,2.3145204,2.42, Calibration,carbon
9898,4.013590471,0.063264711,2.0384276,2.2, Calibration,carbon
9904,1.779682006,0.188459192,0.9840706,1.3323656, Calibration,carbon
9910,2.059912867,0.25552731,1.1577201,1.1, Calibration,carbon
9916,3.158138939,0.224812321,1.6914756,2, Calibration,carbon
9922,6.204486647,0.148242674,3.1763647,3.5, Calibration,carbon
9928,4.114694289,0.266459772,2.190577,2.33, Calibration,carbon
9934,6.31272984,0.233794208,3.273262,3.6, Calibration,carbon
9941,6.44169743,0.116224457,3.278961,3.6, Calibration,carbon
9946,3.704581634,0.363596542,2.034089,2.3, Calibration,carbon
9952,5.288012112,0.071705257,2.6798587,4, Calibration,carbon
9958,1.972378996,0.171657535,1.0720183,1.3171711, Calibration,carbon
9965,9.381535693,0.009317561,4.686109,5.22, Calibration,carbon
9970,1.45339278,0.13267442,0.7930336,0.7, Calibration,carbon
9976,1.924521301,0.246364738,1.085443,1.3, Calibration,carbon
9982,4.217098557,0.148457207,2.182778,2.4, Calibration,carbon
9988,5.98991231,0.016521177,3.0032167,3.2, Calibration,carbon
9995,15.75908969,0.49924396,7.629923,8.2, Calibration,carbon
10001,8.001534649,0.101576038,3.9499793,4.2, Calibration,carbon
10006,4.529211283,0.293348074,2.4112797,2.358, Calibration,carbon
10012,1.59509899,0.154004437,0.8745517,1, Calibration,carbon
10019,11.03556931,0.287621618,5.373974,6.3, Calibration,carbon
10024,4.518629202,0.244552008,2.3815906,2.4, Calibration,carbon
10030,1.433825146,0.117296327,0.77556074,0.67077285, Calibration,carbon
10036,1.433825146,0.117296327,0.77556074,0.74, Calibration,carbon
10042,1.433825146,0.117296327,0.77556074,0.74, Calibration,carbon
10048,1.434531484,0.118068662,0.7763001,0.59, Calibration,carbon
10054,1.433825146,0.117296327,0.77556074,0.11, Calibration,carbon
10060,1.433825146,0.117296327,0.77556074,0.11, Calibration,carbon
10067,7.107368195,0.189543999,3.648456,4.071, Calibration,carbon
10072,2.201052337,0.147168726,1.1741105,1.58, Calibration,carbon
10078,1.438384649,0.121705536,0.7800451,1, Calibration,carbon
10084,1.433825146,0.117296327,0.77556074,0.07, Calibration,carbon
10090,1.433825146,0.117296327,0.77556074,0.07, Calibration,carbon
10096,3.699522215,0.193989795,1.946756,1.9, Calibration,carbon
10103,16.62147138,0.759215326,7.931128,8.2, Calibration,carbon
10108,2.708256499,0.201068862,1.4546627,1.61, Calibration,carbon
10114,1.433825146,0.117296327,0.77556074,0.5971908, Calibration,carbon
10120,3.110282661,0.19096589,1.6506243,1.7, Calibration,carbon
10127,12.73056968,0.476496532,6.1270366,6.6, Calibration,carbon
10132,1.674324704,0.18302195,0.9286733,1.13, Calibration,carbon
10138,4.185238396,0.319967712,2.252603,2.5, Calibration,carbon
10144,1.433825146,0.117296327,0.77556074,0.24, Calibration,carbon
10150,1.433825146,0.117296327,0.77556074,0.24, Calibration,carbon
10156,1.433825146,0.117296327,0.77556074,0.24, Calibration,carbon
10162,3.914986844,0.297365909,2.1061764,2.1, Calibration,carbon
10169,5.749514755,0.155898873,2.9527068,3.5, Calibration,carbon
10175,21.51940094,1.204993592,10.157204,10.2, Calibration,carbon
10180,1.433825146,0.117296327,0.77556074,1.3, Calibration,carbon
10186,1.433825146,0.117296327,0.77556074,1.3, Calibration,carbon
10192,1.65074639,0.209471658,0.930109,1.352114, Calibration,carbon
10199,9.227010244,0.144678586,4.541166,5.7, Calibration,carbon
10204,2.65668204,0.22124574,1.4389639,1.6, Calibration,carbon
10210,1.433825146,0.117296327,0.77556074,0.52, Calibration,carbon
10216,1.433825146,0.117296327,0.77556074,0.52, Calibration,carbon
10222,1.433825146,0.117296327,0.77556074,0.52, Calibration,carbon
10228,1.433825146,0.117296327,0.77556074,0.52, Calibration,carbon
10234,3.471086278,0.254606471,1.8628464,2.3, Calibration,carbon
10240,2.260024914,0.159654728,1.2098398,1.35, Calibration,carbon
10246,4.401915031,0.274539513,2.3382273,2.361, Calibration,carbon
10252,5.943206225,0.26221856,3.1027124,3.189, Calibration,carbon
10258,6.039245936,0.155648085,2.941799,2.9, Calibration,carbon
10265,15.872647,0.666303344,7.603172,8.54, Calibration,carbon
10271,7.444014191,0.05966127,3.7518377,3.8, Calibration,carbon
10276,2.669194424,0.213515556,1.441355,1.6, Calibration,carbon
10282,3.917053213,0.264322291,2.0906878,2.108, Calibration,carbon
10289,10.71327258,0.163873206,5.2746997,6.3, Calibration,carbon
10294,2.631128302,0.231196413,1.4311624,1.6, Calibration,carbon
10301,6.527660921,0.181294366,3.3544776,3.6002092, Calibration,carbon
10306,1.433825146,0.117296327,0.77556074,0.42846066, Calibration,carbon
10313,15.95921699,4.491512218,5.7338524,7.3, Calibration,carbon
10318,4.457105938,0.292167839,2.374637,2.7102277, Calibration,carbon
10324,1.433825146,0.117296327,0.77556074,0.46341583, Calibration,carbon
10330,1.433825146,0.117296327,0.77556074,0.95, Calibration,carbon
10336,6.356998287,0.129530587,3.2432644,3.1620061, Calibration,carbon
10342,1.754509107,0.188980326,0.9717447,1.1, Calibration,carbon
10351,25.1727576,1.637259937,11.767749,13.8, Calibration,carbon
10355,7.210267793,0.169718038,3.5202749,3.8, Calibration,carbon
10361,13.25344417,0.395897367,6.4287734,6.2, Calibration,carbon
10366,4.316238819,0.028172432,2.1440332,2.1, Calibration,carbon
10372,1.433825146,0.117296327,0.77556074,0.3905442, Calibration,carbon
10378,5.987622135,0.17412389,3.080873,3.3302536, Calibration,carbon
10384,2.49012744,0.126608734,1.3083681,1.39, Calibration,carbon
10390,1.433825146,0.117296327,0.77556074,0.9319222, Calibration,carbon
10396,4.61982927,0.323102859,2.471466,2.49, Calibration,carbon
10402,3.201189197,0.159713828,1.6804515,1.63, Calibration,carbon
10408,2.44376679,0.203728957,1.3237479,1.5, Calibration,carbon
10414,5.63554011,0.271488088,2.953514,3, Calibration,carbon
10420,5.063014159,0.216635576,2.6398249,2.538451, Calibration,carbon
10427,11.26430096,0.272979395,5.495661,5.9, Calibration,carbon
10432,3.431693333,0.202487213,1.8170903,2.0466013, Calibration,carbon
10440,9.877722565,0.265749756,4.8059864,6.9, Calibration,carbon
10444,1.840230525,0.176475703,1.0083531,1.07, Calibration,carbon
10450,1.501695419,0.161040043,0.83136773,0.9, Calibration,carbon
10456,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10462,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10468,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10474,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10480,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10486,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10492,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10498,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10504,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10510,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10516,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10522,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10528,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10534,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10540,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10546,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10552,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10558,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10564,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10570,1.433825146,0.117296327,0.77556074,0.8, Calibration,carbon
10576,5.770873596,0.052678059,2.9117758,3.0746737, Calibration,carbon
10582,2.464439408,0.179210408,1.3218249,1.41, Calibration,carbon
10588,1.911266446,0.226629138,1.0689478,1.4, Calibration,carbon
10594,6.09887583,0.025522878,3.0621994,3.6726515, Calibration,carbon
10600,1.95023287,0.194816464,1.0725247,1.2, Calibration,carbon
10606,1.433825146,0.117296327,0.77556074,0.6811914, Calibration,carbon
10612,2.547039132,0.230525632,1.3887824,1.585, Calibration,carbon
10618,2.248241507,0.213951982,1.2310967,1.3808986, Calibration,carbon
10625,10.03774682,0.104247483,4.9667497,5.9, Calibration,carbon
10630,4.577750208,0.281324384,2.4295373,3.01, Calibration,carbon
10636,4.056487918,0.275045037,2.1657665,2.2787435, Calibration,carbon
10642,3.87561063,0.312864502,2.0942376,2.2, Calibration,carbon
10648,5.756713623,0.141258007,2.9489858,3.1, Calibration,carbon
10654,3.939160527,0.173810779,2.0564857,1.9789976, Calibration,carbon
10660,4.410760385,0.326095599,2.368428,2.49, Calibration,carbon
10666,1.501827277,0.112757884,0.8072926,0.8, Calibration,carbon
10672,1.696653168,0.213214953,0.95493406,1, Calibration,carbon
10678,6.809168661,0.155642188,3.4824054,3.6, Calibration,carbon
10685,7.525709747,0.009712578,3.7677112,3.98, Calibration,carbon
10690,1.433825146,0.117296327,0.77556074,0.51, Calibration,carbon
10696,1.433825146,0.117296327,0.77556074,0.51, Calibration,carbon
10702,1.433825146,0.117296327,0.77556074,0.51, Calibration,carbon
10708,1.433825146,0.117296327,0.77556074,0.51, Calibration,carbon
10714,1.433825146,0.117296327,0.77556074,0.51, Calibration,carbon
10720,1.433825146,0.117296327,0.77556074,0.51, Calibration,carbon
10726,1.433825146,0.117296327,0.77556074,0.51, Calibration,carbon
10732,1.888247735,0.210699551,1.0494736,0.5, Calibration,carbon
10738,1.433825146,0.117296327,0.77556074,0.9066282, Calibration,carbon
10744,2.937045093,0.217773442,1.5774093,1.632919, Calibration,carbon
10750,2.351447718,0.162768943,1.2571083,1.4, Calibration,carbon
10757,8.803696533,0.094906708,4.354395,5, Calibration,carbon
10762,2.473025778,0.064403317,1.2687145,1.4, Calibration,carbon
10769,10.63339009,0.353329321,5.1400304,4.708783, Calibration,carbon
10774,3.526501011,0.151943136,1.8392221,1.8, Calibration,carbon
10780,5.568234507,0.205903467,2.887069,2.7220025, Calibration,carbon
10786,2.376535941,0.038783361,1.1688763,1.4, Calibration,carbon
10792,1.433825146,0.117296327,0.77556074,0.34582514, Calibration,carbon
10798,5.321955503,0.112858474,2.717407,3.1, Calibration,carbon
10804,4.378118746,0.21893192,2.2985253,2.2, Calibration,carbon
10811,4.682111123,0.322436473,2.5022738,2.118759, Calibration,carbon
10816,1.433825146,0.117296327,0.77556074,0.12, Calibration,carbon
10822,1.433825146,0.117296327,0.77556074,0.12, Calibration,carbon
10828,1.433825146,0.117296327,0.77556074,0.12, Calibration,carbon
10834,1.433825146,0.117296327,0.77556074,0.12, Calibration,carbon
10840,5.147152993,0.098710445,2.6229317,3.5, Calibration,carbon
10846,1.433825146,0.117296327,0.77556074,0.4884676, Calibration,carbon
10852,4.282859903,0.344924826,2.3138924,2.51, Calibration,carbon
10859,7.348242683,0.035719318,3.6562617,3.6, Calibration,carbon
10864,3.853117381,0.197834577,2.025476,1.9, Calibration,carbon
10870,1.947999603,0.23517167,1.0915856,1.3, Calibration,carbon
10877,8.80448282,0.030336973,4.41741,4.49, Calibration,carbon
10882,2.115807875,0.232614175,1.174211,1.5, Calibration,carbon
10888,1.433825146,0.117296327,0.77556074,0.42609343, Calibration,carbon
10894,2.864445265,0.13040704,1.4974262,1.8, Calibration,carbon
10900,4.365114343,0.234484327,2.065315,2.5, Calibration,carbon
10906,2.10579768,0.230004399,1.167901,1.2, Calibration,carbon
10912,2.847498907,0.116122948,1.4818109,2.1, Calibration,carbon
10918,4.827032868,0.301378425,2.5642056,2.78, Calibration,carbon
10925,11.12752616,0.318082684,5.4047217,5.4, Calibration,carbon
10930,2.863877689,0.173222626,1.5185502,1.8, Calibration,carbon
10937,7.600511253,0.171707928,3.8861096,4, Calibration,carbon
10942,1.52026667,0.115010601,0.81763864,0.9, Calibration,carbon
10949,10.88443887,0.270726557,5.306856,5.2, Calibration,carbon
10954,3.264750279,0.169108354,1.7169293,1.8091464, Calibration,carbon
10960,1.55380851,0.152443827,0.85312617,0.9, Calibration,carbon
10966,4.526877237,0.289543795,2.4082105,2.64, Calibration,carbon
10972,6.019175968,0.181496582,2.9188397,2.8, Calibration,carbon
10978,4.867635907,0.118303596,2.4929698,2.6, Calibration,carbon
10984,1.880110093,0.2150914,1.0476007,1.3, Calibration,carbon
10990,2.063210952,0.155962241,1.1095866,1.4, Calibration,carbon
10997,15.43804861,0.606632482,7.415708,8.61, Calibration,carbon
11003,12.55524422,0.785351528,5.8849463,7.9, Calibration,carbon
11008,3.924482963,0.238296845,2.08139,2.59, Calibration,carbon
11014,1.433825146,0.117296327,0.77556074,0.53773284, Calibration,carbon
11020,2.937014505,0.164427832,1.5507212,1.9, Calibration,carbon
11026,4.732408662,0.332303386,2.532356,2.66, Calibration,carbon
11032,2.328703696,0.231615251,1.2801595,1.44, Calibration,carbon
11039,11.46460287,0.385879918,5.5393615,6.2, Calibration,carbon
11044,4.582453049,0.306046688,2.4442499,2.54, Calibration,carbon
11050,4.294162764,0.172925935,2.2335443,2.5, Calibration,carbon
11057,7.194617689,0.212403834,3.7035108,3.623, Calibration,carbon
11063,4.358008893,0.319143264,2.338576,2.4, Calibration,carbon
11068,2.204606367,0.250714945,1.2276607,1.2, Calibration,carbon
11074,4.545914995,0.579837429,1.9830388,2.2, Calibration,carbon
11083,47.24460052,3.644361719,21.80012,23, Calibration,carbon
11086,4.423086292,0.352794045,2.3879402,2.4, Calibration,carbon
11092,5.673569443,0.26584029,2.9697049,3.2091715, Calibration,carbon
11099,6.643970727,0.063524485,3.3537476,3.38, Calibration,carbon
11104,4.116130503,0.256211606,2.186171,2.1004376, Calibration,carbon
11114,45.60362859,3.457407428,21.07311,23, Calibration,carbon
11116,4.674259663,0.314768791,2.4945142,2.74, Calibration,carbon
11124,34.09466811,2.358479224,15.868094,18, Calibration,carbon
11128,1.608195874,0.184717444,0.89645666,1.1, Calibration,carbon
11134,3.415161965,0.282832744,1.8489974,2, Calibration,carbon
11140,2.981243278,0.194810485,1.5880269,1.55, Calibration,carbon
11147,7.784660272,0.027847834,3.906254,4.4, Calibration,carbon
11152,4.563875702,0.302209828,2.4330428,2.59, Calibration,carbon
11158,1.433825146,0.117296327,0.77556074,0.49229383, Calibration,carbon
11164,3.281709544,0.231229194,1.7564694,1.899, Calibration,carbon
11170,1.439488749,0.123065253,0.781277,0.7, Calibration,carbon
11176,5.126086089,0.045245501,2.5404203,2.8, Calibration,carbon
11183,9.991494435,0.104362744,4.943566,5.64, Calibration,carbon
11192,59.24225687,4.676254975,27.283,29, Calibration,carbon
11194,1.433825146,0.117296327,0.77556074,0.48, Calibration,carbon
11200,1.433825146,0.117296327,0.77556074,0.48, Calibration,carbon
11206,1.433825146,0.117296327,0.77556074,0.48, Calibration,carbon
11212,1.433825146,0.117296327,0.77556074,0.48, Calibration,carbon
11218,1.433825146,0.117296327,0.77556074,0.48, Calibration,carbon
11224,1.433825146,0.117296327,0.77556074,0.48, Calibration,carbon
11230,6.280973746,0.20808141,3.2445276,3.8, Calibration,carbon
11236,4.048643453,0.023344857,2.0126493,2.2, Calibration,carbon
11242,1.433825146,0.117296327,0.77556074,0.22, Calibration,carbon
11248,1.433825146,0.117296327,0.77556074,0.22, Calibration,carbon
