,lower,upper,pred,obs,type,variable
1133,23.775974,54.131474,38.953724,32.35, Calibration,clay
1134,22.913023,53.426163,38.169594,37.56, Calibration,clay
1135,5.705243,21.65717,13.681206,18.0, Calibration,clay
1136,0.47380662,5.735382,3.1045942,1.0, Calibration,clay
1137,16.760483,43.154446,29.957464,26.15, Calibration,clay
1138,4.8720503,19.415714,12.143883,9.72, Calibration,clay
1139,1.642179,9.718929,5.6805544,5.0, Calibration,clay
1140,7.5481367,25.763702,16.65592,12.0, Calibration,clay
1141,14.554686,40.837273,27.695978,28.0, Calibration,clay
1142,32.931694,64.33174,48.631718,41.32, Calibration,clay
1143,2.9042368,13.554051,8.229144,9.63, Calibration,clay
1144,26.378681,58.63261,42.505646,44.0, Calibration,clay
1145,16.16467,42.16816,29.166414,27.0, Calibration,clay
1146,21.503128,50.97711,36.24012,30.0, Calibration,clay
1147,11.237043,33.90956,22.573303,18.55, Calibration,clay
1148,4.398534,18.290112,11.344322,12.0, Calibration,clay
1149,1.7592907,9.9342575,5.846774,5.0, Calibration,clay
1150,13.433002,37.355724,25.394363,23.0, Calibration,clay
1151,11.913515,34.772903,23.343208,26.0, Calibration,clay
1152,3.3781605,17.368013,10.373087,5.0, Calibration,clay
1153,33.103798,64.3774,48.7406,55.0, Calibration,clay
1154,57.91523,85.440926,71.67808,69.0, Calibration,clay
1155,12.830441,37.53713,25.183784,33.0, Calibration,clay
1156,28.474533,60.277794,44.376163,39.22, Calibration,clay
1157,11.141883,34.031803,22.586843,24.44, Calibration,clay
1158,0.7561774,6.553081,3.6546292,1.4, Calibration,clay
1159,10.515538,31.971214,21.243376,23.0, Calibration,clay
1160,15.465681,41.43657,28.451126,32.0, Calibration,clay
1161,10.870026,34.098835,22.48443,27.0, Calibration,clay
1162,5.757579,21.741531,13.749555,17.0, Calibration,clay
1163,10.688318,31.931742,21.31003,32.59, Calibration,clay
1164,15.428967,42.110493,28.76973,34.19, Calibration,clay
1165,9.90941,31.359755,20.634583,24.0, Calibration,clay
1166,6.695387,23.149372,14.9223795,15.6, Calibration,clay
1167,8.630831,27.7548,18.192816,28.0, Calibration,clay
1168,24.330666,56.41208,40.371372,42.0, Calibration,clay
1169,46.81311,77.74026,62.276684,69.0, Calibration,clay
1170,0.7079675,6.526806,3.6173866,2.0, Calibration,clay
1171,15.244869,40.171562,27.708216,23.0, Calibration,clay
1172,5.042466,20.28001,12.661238,13.0, Calibration,clay
1173,5.346439,20.642113,12.994276,24.0, Calibration,clay
1174,2.2429657,13.322228,7.782597,9.0, Calibration,clay
1175,15.307872,40.873962,28.090918,27.0, Calibration,clay
1176,13.207129,36.621086,24.914108,28.3, Calibration,clay
1177,4.2122254,17.5752,10.893712,11.78, Calibration,clay
1178,1.2732134,8.781936,5.0275745,9.05, Calibration,clay
1179,9.105301,28.980846,19.043074,21.0, Calibration,clay
1180,1.3708737,9.237185,5.304029,7.0, Calibration,clay
1181,19.41838,47.748413,33.583397,26.0, Calibration,clay
1182,3.9048347,15.840731,9.872783,9.49, Calibration,clay
1183,5.2088046,20.394188,12.8014965,10.0, Calibration,clay
1184,0.33614182,4.44139,2.3887658,0.01, Calibration,clay
1185,16.59499,43.18877,29.89188,20.0, Calibration,clay
1186,12.721245,35.166645,23.943945,29.0, Calibration,clay
1187,57.312702,88.41317,72.86294,80.0, Calibration,clay
1188,32.79729,63.92925,48.36327,51.0, Calibration,clay
1189,6.368846,22.64196,14.505403,16.0, Calibration,clay
1190,18.279423,46.353855,32.31664,30.0, Calibration,clay
1191,15.275702,40.64518,27.960442,34.0, Calibration,clay
1192,48.59136,78.74277,63.667065,73.0, Calibration,clay
1193,11.237875,33.562035,22.399956,29.79, Calibration,clay
1194,2.4450746,12.643995,7.5445347,8.0, Calibration,clay
1195,26.021912,58.04998,42.035946,41.0, Calibration,clay
1196,6.485198,23.388111,14.936654,17.0, Calibration,clay
1197,1.6814678,9.33699,5.509229,3.0, Calibration,clay
1198,13.541812,37.69079,25.6163,28.0, Calibration,clay
1199,3.750628,15.798502,9.774565,3.51, Calibration,clay
1200,15.450737,41.3957,28.423218,25.04, Calibration,clay
1201,26.31753,57.15748,41.737503,36.67, Calibration,clay
1202,5.767935,23.603449,14.685692,13.0, Calibration,clay
1203,19.620821,48.37043,33.995625,31.0, Calibration,clay
1204,7.889551,25.9783,16.933926,18.0, Calibration,clay
1205,21.737568,51.203876,36.470722,25.0, Calibration,clay
1206,17.390263,44.965538,31.1779,37.13, Calibration,clay
1207,3.4253225,15.193858,9.30959,8.0, Calibration,clay
1208,7.585932,26.938513,17.262222,21.0, Calibration,clay
1209,9.436902,30.014652,19.725777,22.66, Calibration,clay
1210,12.20748,35.039726,23.623604,27.54, Calibration,clay
