"","type","variable","obs","pred","lower","upper"
"21967","Calibration","P retention",100,30.4682191248353,26.9122369438234,32.9515866084738
"21968","Calibration","P retention",40,40.2653820825915,38.7381165866895,41.1518325238914
"21969","Calibration","P retention",12,21.7210179719947,19.2179379113175,23.1453672468943
"21970","Calibration","P retention",98,95.3608000367886,94.275449797689,98.4189357691511
"21971","Calibration","P retention",4,2.90773694956738,-0.714359534142953,4.18093206941789
"21972","Calibration","P retention",37,43.5302090968658,40.7347160571268,45.3844055476497
"21973","Calibration","P retention",11,-1.77425863859677,-8.77516175753944,1.62141394707216
"21974","Calibration","P retention",8,17.2415482736557,13.5251748751404,19.2229371109973
"21975","Calibration","P retention",39,40.0357203508767,38.5329478592745,42.8781474587099
"21976","Calibration","P retention",13,15.653708402788,12.8578349630321,17.4752201076033
"21977","Calibration","P retention",65,52.0154613477937,47.4468910310974,56.7293943414625
"21978","Calibration","P retention",48,44.7815977738002,43.1199214689329,47.3057453227314
"21979","Calibration","P retention",18,10.5845227560502,9.31023089813629,13.3892675582548
"21980","Calibration","P retention",95,95.0065799249457,89.551333995881,99.4893048932912
"21981","Calibration","P retention",99,96.0283079055883,92.5535210251419,102.182033961196
"21982","Calibration","P retention",53,52.4229482837582,50.8449114875143,56.5512669423357
"21983","Calibration","P retention",1,1.16288119139431,-3.48972565906548,5.02897429759865
"21984","Calibration","P retention",51,59.2855223025322,56.7151783781158,63.0108711260275
"21985","Calibration","P retention",66,66.6145068363776,63.832602464543,69.3351054468096
"21986","Calibration","P retention",4,8.88423190097324,5.52628966132324,11.8708866490555
"21987","Calibration","P retention",14,10.4091451080795,9.04193390807797,11.9961209062063
"21988","Calibration","P retention",93,66.2441232836292,62.2009444996561,73.8610574246015
"21989","Calibration","P retention",67,60.5852272233649,57.1126972627405,64.4844208602759
"21990","Calibration","P retention",10,6.14324845289149,5.11742804545877,8.99576578581901
"21991","Calibration","P retention",74,67.9368006046374,64.4920763596165,72.0724611301037
"21992","Calibration","P retention",99,102.54631714312,101.311497349183,103.909956046643
"21993","Calibration","P retention",23,14.0290920083924,12.9554069453521,15.4769660264066
"21994","Calibration","P retention",19,29.7741164141329,27.3192470838777,31.5548533264478
"21995","Calibration","P retention",9,4.18009271041196,2.01893248171454,6.28376026647248
"21996","Calibration","P retention",1,0.784354155843208,-1.56903434005342,3.75375623331043
"21997","Calibration","P retention",41,48.7918305772414,45.8389792502147,52.7619556495997
"21998","Calibration","P retention",12,1.64437379105533,-3.41327315600265,4.39730401202815
"21999","Calibration","P retention",17,17.1735520900535,14.5145825973496,19.2136629917809
"22000","Calibration","P retention",62,59.2443753081766,57.567019167229,61.9276184175471
"22001","Calibration","P retention",18,26.39390711711,24.7105541842205,27.5510693314381
"22002","Calibration","P retention",33,34.8258095720779,32.8544996692391,37.1992930521492
"22003","Calibration","P retention",98,95.2703246662131,92.4669469583017,97.4448624679736
"22004","Calibration","P retention",69,73.4888360132632,70.0335877606002,74.6963421087162
"22005","Calibration","P retention",72,70.0152245292305,67.8601199171243,73.4305762970794
"22006","Calibration","P retention",35,34.3881486940009,32.2575678213562,36.5692439181892
"22007","Calibration","P retention",9,16.6480583668456,11.3907484771354,22.4038029400512
"22008","Calibration","P retention",99,103.502050269229,100.941131998823,104.67453532254
"22009","Calibration","P retention",32,36.6126288662124,33.1202508529456,39.894369723044
"22010","Calibration","P retention",63,64.0875027590172,60.8709143354801,65.5607595862151
"22011","Calibration","P retention",96,95.3046489949976,93.0928947898339,98.4969833669203
"22012","Calibration","P retention",31,38.1975599634196,35.4097039716572,41.6969124326083
"22013","Calibration","P retention",23,26.5276645661418,24.6206727754319,29.317363648333
"22014","Calibration","P retention",5,9.39335348833986,4.85233820970611,12.7126548985302
"22015","Calibration","P retention",63,64.3426418628019,62.1626398184683,69.0459239066448
"22016","Calibration","P retention",93,92.3922729969139,91.0128583112181,94.0024146222266
"22017","Calibration","P retention",44,48.5759639014648,46.3318930942709,50.2774813896614
"22018","Calibration","P retention",44,47.6747667566458,44.5718909105812,48.7776717787405
"22019","Calibration","P retention",21,26.7000644178546,25.156269650739,27.4055322734064
"22020","Calibration","P retention",99,105.815948051214,104.792263621631,108.370114960704
"22021","Calibration","P retention",36,43.4101972374268,41.7734601344164,45.0932781466543
"22022","Calibration","P retention",31,30.091118338818,25.7368917867726,31.7455659173864
"22023","Calibration","P retention",50,47.7438873638912,45.85459350182,49.3235759341693
"22024","Calibration","P retention",55,61.4163243023657,55.5745514396001,63.6701509010417
"22025","Calibration","P retention",9,10.8346558758925,8.98828913245024,12.5869670403548
"22026","Calibration","P retention",57,61.1775574752571,58.8636364526548,66.0987885383293
"22027","Calibration","P retention",75,72.3122690264894,68.2977142190498,74.7281400362948
"22028","Calibration","P retention",21,28.8936108403891,26.8589504934336,32.3813259267555
"22029","Calibration","P retention",28,34.4452189075642,32.098398653001,36.178997803956
"22030","Calibration","P retention",11,14.693417369649,12.6603002783913,15.9638220184496
"22031","Calibration","P retention",21,21.3966959879544,19.5672362387475,21.9504175768833
"22032","Calibration","P retention",14,11.3397985233358,10.0508967067359,12.4308888205523
"22033","Calibration","P retention",42,48.5209692299738,43.6299059681035,50.2117757080156
"22034","Calibration","P retention",15,14.2619579093378,12.2987644124377,16.4122248892256
"22035","Calibration","P retention",16,13.6064966411248,12.1617594982184,15.0762012340022
"22036","Calibration","P retention",53,57.9231772995011,53.9901085528082,63.2090317735881
"22037","Calibration","P retention",16,14.0882687946327,12.564072372619,17.2281588158461
"22038","Calibration","P retention",7,3.93057378775156,0.122094997782283,7.55466682872904
"22039","Calibration","P retention",42,50.1132773865123,48.3652088017703,54.8142725753516
"22040","Calibration","P retention",76,63.8372491623184,61.69556286469,65.4200084378608
"22041","Calibration","P retention",73,65.0573418588766,59.8203932596365,68.1926829371321
"22042","Calibration","P retention",62,55.7736069703688,51.6225455529945,61.6211415829297
"22043","Calibration","P retention",51,61.1052848028625,56.4357640736784,62.1142887479969
"22044","Calibration","P retention",20,16.1065225769173,14.8431302577104,17.2068260861757
"22045","Calibration","P retention",14,5.25657792556347,3.56825168806979,8.3157738402558
"22046","Calibration","P retention",43,85.6896159083223,76.5816964996248,91.2576091499758
